Sample	Loading
T10	0.40037313555310505
T13	0.3472270421497437
T9	0.2168503227475361
T1	0.2103132598883612
T6	0.18015876768395434
T7	0.1412478494973356
T17	0.11830588436421571
T21	0.0617148512200562
T22	0.041534645130603925
T23	0.039545149300924017
T11	0.03773722782244853
T5	-0.002957026214138284
T19	-0.036653039401594235
T24	-0.03876504382559292
T18	-0.053470756799094146
T2	-0.05471012995052967
T20	-0.06232210062058279
T3	-0.06721895723346542
T14	-0.13555460710483141
T16	-0.13906590299597843
T15	-0.1600835355519801
T8	-0.20192173926279336
T4	-0.2223858253457786
T12	-0.6182832589299453
