Sample	Loading
T8	0.5170979149530129
T1	0.49924708303407167
T20	0.22761716338766963
T7	0.15511397762395424
T9	0.114382993219903
T21	0.1107769241723761
T12	0.1002427496618683
T2	0.09234379391939437
T13	0.05037266390917271
T6	0.0277838459636471
T4	-0.02007962891173976
T19	-0.02009259168473535
T14	-0.02879924256776117
T18	-0.06291309600732015
T17	-0.08451332250112749
T16	-0.12854287687592245
T10	-0.13070125968679353
T22	-0.15259177539755636
T24	-0.16879120536963346
T23	-0.17256074398777935
T5	-0.1910407505894506
T3	-0.2127943831973521
T15	-0.2473667141057465
T11	-0.2989793611185653
