Sample	Loading
T8	0.3218008151421665
T20	0.3156977909521692
T19	0.239058351422645
T9	0.187158762030285
T7	0.17261134563326974
T18	0.1661390322015975
T21	0.1651894588631957
T6	0.0989406557466487
T17	0.09136518048348985
T5	0.07641311545120444
T10	0.05710682111079795
T22	0.03683014808937168
T11	-0.004296978295939707
T23	-0.03533420461536397
T16	-0.035497014479793636
T24	-0.05342011439144208
T15	-0.09537654903915177
T4	-0.0976265328951773
T14	-0.15121953711260913
T12	-0.15808467516251903
T3	-0.1799279782426725
T13	-0.2623864612907326
T2	-0.2797910904584104
T1	-0.5830555081722147
