Sample	Loading
T18	0.27647689711250606
T14	0.25936031824710026
T15	0.2375235106541702
T20	0.23202424558385099
T17	0.18632807770847995
T4	0.16091302970085905
T24	0.1539369509363295
T22	0.15192401637603822
T9	0.13744321831468564
T7	0.06768354801281304
T16	0.05354461027351057
T21	0.0530047695313801
T1	-0.02226595452461046
T23	-0.04899848401951381
T8	-0.061408831022217066
T13	-0.062453110753904174
T12	-0.08489222164623862
T6	-0.11202902042889064
T2	-0.11436764734115815
T5	-0.12862226388232817
T10	-0.19784599983855883
T3	-0.22974787049268813
T19	-0.29552194981865254
T11	-0.6085178390815028
