Sample	Loading
T12	0.3593014222733311
T1	0.2728395399874127
T23	0.2219192670973006
T24	0.20212984188083824
T21	0.19712205837155322
T22	0.18744702996512086
T9	0.16961540049495216
T13	0.1624730299774223
T20	0.14918465174736112
T8	0.1351167663599076
T10	0.11575309990648244
T11	0.08952717521181973
T14	-0.04164812580824236
T2	-0.054108011435707676
T15	-0.1305832058966779
T4	-0.1471649920446084
T16	-0.1875151792849943
T3	-0.1928457790620243
T18	-0.20649317904712322
T7	-0.21701447485315153
T17	-0.21764275415064757
T19	-0.2630585306446462
T6	-0.2990089775767185
T5	-0.322237718070471
