Sample	Loading
T12	0.6936188461650563
T1	0.2276140564008336
T8	0.2020171509733225
T16	0.17337145045400246
T4	0.13233716894204214
T7	0.12264075903473827
T18	0.09720691967170782
T19	0.07937756604699707
T5	0.020976992933644772
T6	0.016185767983748458
T21	-0.0020553738184517054
T2	-0.00511947423405285
T17	-0.021254450005023167
T20	-0.04434645471232386
T14	-0.05921670581695264
T3	-0.08020095180947437
T15	-0.11167157767014117
T24	-0.1474323677946868
T11	-0.16701965039463065
T23	-0.17609008373076457
T13	-0.191435725347884
T22	-0.23816482071102363
T10	-0.26023670614047173
T9	-0.28393534147525895
