value,dim,ratio,cum_ratio,distance
3248.877909566556,0,617.7130397840983,NA,NA
107.04125613318973,1,0.6705364344229382,0.6705364344229382,0.9670528535966221
55.49562333247288,2,0.18023430430220275,0.850770738725141,0.48154921441298704
30.426791229732707,3,0.054179163592430066,0.904949902317571,0.45172629114468055
21.37159778168452,4,0.02672969301833266,0.9316795953359037,0.2976059282649416
18.406028465009904,5,0.0198262311663768,0.9515058265022804,0.13876217150297077
14.284927449977939,6,0.01194197245175117,0.9634477989540317,0.22389952416221837
12.536927209171532,7,0.009198186173194449,0.9726459851272261,0.12236675663404273
11.5141058783836,8,0.007758547517700811,0.9804045326449269,0.08158469086744602
9.16034239914896,9,0.004910699976597571,0.9853152326215244,0.2044243386413146
8.172296070826746,10,0.0039084824946368285,0.9892237151161613,0.10786128785033267
7.291945587910388,11,0.003111765242502458,0.9923354803586638,0.10772376273285189
6.190942647651533,12,0.0022430220785275195,0.9945785024371913,0.15098891331337583
5.682539824813275,13,0.0018897526501087227,0.9964682550873,0.08212042200570457
5.647967834565659,14,0.0018668284739312084,0.9983350835612312,0.006083897572816799
5.333793861609063,15,0.0016649164387687442,1,0.05562602021807661
