Sample	Loading
RT6	0.2397691204632383
RT7	0.2132597072756453
RT8	0.1709902524496521
MT30	0.15000582136321128
MT10	0.14547622380300246
MT19	0.14457480662734995
MT6	0.14427719253379429
MT18	0.1410598583713148
MT7	0.13769673197046348
MT5	0.13080913874668842
RT9	0.12750243582235996
MT17	0.12027317487473281
RT1	0.10461045477802652
MT31	0.10447668456364441
MT29	0.10069416410468927
MT22	0.08596469736020655
MT8	0.07992503764650943
MT28	0.07852690106206084
MT34	0.07371822497446841
RT16	0.07301446570305252
MT11	0.0694995633239242
MT16	0.0622092780803707
MT33	0.05779990187719338
RT10	0.055867880797300595
RT2	0.05021541116260308
MT4	0.0418184681504854
MT21	0.036772428184255024
MT27	0.02394552917136053
RT15	0.00839864392415943
MT23	0.003407270250439504
MT35	-0.009033887682990462
MT15	-0.01702041826157808
MT12	-0.020334121101152843
RT5	-0.023664368218375163
RT11	-0.025290677450142043
MT3	-0.035210841991009434
MT24	-0.05131821359687492
MT36	-0.055315988764838384
RT3	-0.06436489390495691
MT26	-0.10521768354426772
RT14	-0.12149480601111193
MT25	-0.1414235709099304
MT14	-0.1713447480264027
MT20	-0.1880002468327658
MT2	-0.19040475238191723
MT1	-0.19827873022633072
MT13	-0.21322953708225492
RT4	-0.2240222839036607
MT9	-0.24957360685744623
RT12	-0.2779185901862208
MT32	-0.2911338539517315
RT13	-0.30408647666051897
