Data,Dim,Max_ACF,Max_Lag
H4K5ac,2,0.9053526408072379,-2.94
H4K16ac,1,-0.5707705572042381,-1.44
H4K16ac,2,0.7041819521505946,0
H3K4me3,1,0.8068215492905957,8.580000000000002
H3K4me3,2,0.667166802445379,16.68
H3K9ac,1,0.9264968421936608,-3.36
H3K9ac,2,0.8835547861655283,-3.5999999999999996
H3K14ac,1,0.934644839302545,-5.3999999999999995
H3K14ac,2,0.45677495288182773,45.06
H3K18ac,1,0.9502359556438523,-3.2399999999999998
H3K18ac,2,0.9446923963319912,-5.46
H3K36me3,1,-0.5692362376163898,-60
H3K36me3,2,0.39640717821349775,60
H3K56ac,1,0.6921700534307865,42.06
H3K56ac,2,-0.8262064465367892,-28.799999999999997
H4K5ac,1,0.8939130461132835,-3.42
H4K5ac,2,0.9294291452074017,-2.04
H4K16ac,1,-0.5757506568074342,-3.9000000000000004
H4K16ac,2,0.761419192589246,0
H3K4me3,1,0.7973772190620422,9.18
H3K4me3,2,0.6418743176105611,18.12
H3K9ac,1,0.9381467333091954,-3.9000000000000004
H3K9ac,2,0.9031608043998204,-2.28
H3K14ac,1,0.9161254328747115,-4.74
H3K14ac,2,0.44959280673317153,44.519999999999996
H3K18ac,1,0.9522650582093409,-2.4
H3K18ac,2,0.961665131693962,-2.04
H3K36me3,1,-0.5293198530333798,-28.200000000000003
H3K36me3,2,-0.4966657836136314,-33.900000000000006
H3K56ac,1,0.7462920892275664,38.82
H3K56ac,2,-0.7915414001955582,-31.380000000000003
H4K5ac,1,0.88710503561565,-3.96
H4K5ac,2,0.921322295613713,-4.32
H4K16ac,1,-0.5299073693729331,-3.48
H4K16ac,2,0.7129294482111375,0
H3K4me3,1,0.7996469152998101,9.42
H3K4me3,2,0.6287109233924831,12.06
H3K9ac,1,0.9386049520073101,-3.3
H3K9ac,2,0.8907911149815897,-3.96
H3K14ac,1,0.9276160847101511,-5.3999999999999995
H3K14ac,2,0.44559356576802645,46.620000000000005
H3K18ac,1,0.9636751380680737,-3
H3K18ac,2,0.964711160353831,-4.260000000000001
H3K36me3,1,-0.5624492884383584,-28.919999999999998
H3K36me3,2,0.47501593488541655,60
H3K56ac,1,0.7443094940340171,42.78
H3K56ac,2,0.7769097809209484,53.64
H4K5ac,1,0.8767586581894228,-4.140000000000001
H4K5ac,2,0.8995190237533163,-2.88
H4K16ac,1,-0.5895198128790577,-1.98
H4K16ac,2,0.7557437348789993,0
H3K4me3,1,0.7733810280167537,11.52
H3K4me3,2,-0.6442911949717572,-60
H3K9ac,1,0.9480766956324735,-4.2
H3K9ac,2,0.8856478690723295,-2.6999999999999997
H3K14ac,1,0.947992853768438,-5.34
H3K14ac,2,0.3926776215874884,43.44
H3K18ac,1,0.9745660133710758,-2.46
H3K18ac,2,0.9574552969758895,-4.8
H3K36me3,1,0.5863271100402168,12.719999999999999
H3K36me3,2,-0.5355825694104024,-37.08
H3K56ac,1,0.7462307186609182,43.379999999999995
H3K56ac,2,-0.7688515243676716,-26.580000000000002
H4K5ac,1,0.8829927772703053,-4.140000000000001
H4K5ac,2,0.926094818481214,-2.46
H4K16ac,1,-0.6015501820253127,-3.66
H4K16ac,2,0.7131193073571009,0
H3K4me3,1,0.7776552404016227,10.38
H3K4me3,2,0.624835723201449,11.940000000000001
H3K9ac,1,0.957288324554399,-4.0200000000000005
H3K9ac,2,0.8855368560966845,-4.08
H3K14ac,1,0.9109293734746026,-6.180000000000001
H3K14ac,2,0.4573928848009184,46.86
H3K18ac,1,0.9652402539604017,-2.58
H3K18ac,2,0.9685822828983762,-2.46
H3K36me3,1,-0.5935418792553041,-28.500000000000004
H3K36me3,2,-0.5376444800945848,-38.82
H3K56ac,1,0.7470170781569778,41.28
H3K56ac,2,-0.7866902259117978,-31.740000000000002
H4K5ac,1,0.88925355403596,-3.5999999999999996
H4K5ac,2,0.9024806201779635,-4.2
H4K16ac,1,-0.6174716688198665,-2.1
H4K16ac,2,0.7491208475293889,0
H3K4me3,1,0.830020574936236,10.74
H3K4me3,2,0.675729380413649,12.66
H3K9ac,1,0.9661669026693189,-3.96
H3K9ac,2,0.890047417049541,-4.140000000000001
H3K14ac,1,0.9283062607913543,-4.92
H3K14ac,2,0.4170760580017137,47.04
H3K18ac,1,0.9630914799643511,-3.48
H3K18ac,2,0.9460296964638715,-4.56
H3K36me3,1,-0.7057237764828506,-29.52
H3K36me3,2,-0.4660582025998627,-34.56
H3K56ac,1,0.7168629523250084,42.54
H3K56ac,2,-0.7625701505199001,-29.52
H4K5ac,1,0.900465343919295,-3.84
H4K5ac,2,0.9208523910924459,-2.82
H4K16ac,1,-0.5469933677772822,-1.5
H4K16ac,2,0.7472054590959608,0
H3K4me3,1,0.7701840820614838,9.96
H3K4me3,2,-0.6494486571839859,-60
H3K9ac,1,0.9623454748315056,-3.5999999999999996
H3K9ac,2,0.8933895467656054,-2.2199999999999998
H3K14ac,1,0.9223286411022843,-4.86
H3K14ac,2,0.4610519167304026,46.980000000000004
H3K18ac,1,0.9518024780471139,-2.94
H3K18ac,2,0.9592592745552264,-3.7800000000000002
H3K36me3,1,-0.6003898398677776,-29.04
H3K36me3,2,0.48553269180990366,60
H3K56ac,1,0.749869022905102,41.82000000000001
H3K56ac,2,-0.7838491269646738,-31.26
H4K5ac,1,0.9008217938419367,-3.7800000000000002
H4K5ac,2,0.9384762263973786,-1.44
H4K16ac,1,-0.5590819579111463,-1.5
H4K16ac,2,0.7773257280829885,0
H3K4me3,1,0.7869964592190299,8.94
H3K4me3,2,0.6696181422171521,17.28
H3K9ac,1,0.9543465975476846,-3.66
H3K9ac,2,0.8860201998982786,-2.76
H3K14ac,1,0.9322356993561456,-3.7800000000000002
H3K14ac,2,0.4944346446636864,43.32
H3K18ac,1,0.9713232157015779,-2.76
H3K18ac,2,0.9533870981049951,-4.32
H3K36me3,1,0.5494738100223301,13.74
H3K36me3,2,-0.5285740115505615,-36.66
H3K56ac,1,0.7021961013306087,44.46
H3K56ac,2,-0.7862110652918348,-30.12
H4K5ac,1,0.9080284769663084,-3.48
H4K5ac,2,0.9062956368212185,-3.96
H4K16ac,1,-0.5310125129710358,-3.12
H4K16ac,2,0.6825230058893971,0
H3K4me3,1,0.8044284287666559,9.42
H3K4me3,2,0.6460352611362494,10.14
H3K9ac,1,0.9654895423238381,-4.2
H3K9ac,2,0.9179555012469701,-1.92
