Data,Dim,Max_ACF,Max_Lag
H3K4me3,2,0.6643685192041684,12.360000000000001
H3K9ac,1,0.9334171222739062,-3.54
H3K9ac,2,0.8822420439230044,-3.84
H3K14ac,1,0.9330846306135276,-5.46
H3K14ac,2,0.4634156037142053,50.46
H3K18ac,1,0.9723035374934954,-3.54
H3K18ac,2,0.9666900508586161,-2.34
H3K36me3,1,-0.5401859707048557,-28.560000000000002
H3K36me3,2,0.5081267426741187,60
H3K56ac,1,0.7014450374296808,43.86
H3K56ac,2,-0.7925940461466987,-29.759999999999998
H4K5ac,1,0.8725252267897675,-4.140000000000001
H4K5ac,2,0.9321481432193084,-4.140000000000001
H4K16ac,1,-0.5327170982684477,-3.1799999999999997
H4K16ac,2,0.7048162167349877,-2.46
H3K4me3,1,0.7922820215886958,11.76
H3K4me3,2,0.6771096231572973,13.02
H3K9ac,1,0.9592944897813827,-3.66
H3K9ac,2,0.8796071928547984,-3.54
H3K14ac,1,0.9351892035826639,-4.74
H3K14ac,2,0.4403878818988072,43.86
H3K18ac,1,0.9764452101451937,-3.06
H3K18ac,2,0.9527315103487303,-3.36
H3K36me3,1,-0.5469486283392737,-27.96
H3K36me3,2,-0.4879730320386891,-37.92
H3K56ac,1,0.7108804889121452,41.64
H3K56ac,2,-0.7672753132714186,-34.32000000000001
H4K5ac,1,0.8790475997809996,-4.4399999999999995
H4K5ac,2,0.9047060700417292,-5.34
H4K16ac,1,-0.572363553133348,-2.94
H4K16ac,2,0.7540618301950222,0
H3K4me3,1,0.7908714964727898,8.76
H3K4me3,2,-0.6772874611039252,-60
H3K9ac,1,0.9554392998456874,-3.7199999999999998
H3K9ac,2,0.8889561182518416,-3.9000000000000004
H3K14ac,1,0.9265960379189719,-4.92
H3K14ac,2,0.4533681331401947,43.98
H3K18ac,1,0.9701257287447138,-3.48
H3K18ac,2,0.9544124826261571,-4.38
H3K36me3,1,-0.6092669109930716,-28.799999999999997
H3K36me3,2,0.5020170364788149,60
H3K56ac,1,0.7633314010912087,42.9
H3K56ac,2,-0.7936100073695798,-29.7
H4K5ac,1,0.8745750530170942,-3.7800000000000002
H4K5ac,2,0.9330793320303016,-0.8999999999999999
H4K16ac,1,-0.5946577195248177,-1.98
H4K16ac,2,0.7350239822788125,0
H3K4me3,1,0.7857295095015581,10.32
H3K4me3,2,0.6542079348631245,15.120000000000001
H3K9ac,1,0.9434171853010946,-3.9000000000000004
H3K9ac,2,0.8695563089784296,-3.36
H3K14ac,1,0.9314359086334414,-4.4399999999999995
H3K14ac,2,0.47951314964045877,44.22
H3K18ac,1,0.9703957680050327,-3
H3K18ac,2,0.9666148466532442,-3.42
H3K36me3,1,-0.5350907858729741,-60
H3K36me3,2,0.46767054894683396,60
H3K56ac,1,0.7097578932673662,42.120000000000005
H3K56ac,2,0.7512074325847654,47.7
H4K5ac,1,0.8677452803269332,-3.3
H4K5ac,2,0.929991813174629,-1.92
H4K16ac,1,-0.5483493630658183,-2.4
H4K16ac,2,0.7570110718071561,0
H3K4me3,1,0.7974512631574338,7.92
H3K4me3,2,0.671569554650921,12.420000000000002
H3K9ac,1,0.9526170858204593,-4.260000000000001
H3K9ac,2,0.8808880719973687,-2.28
H3K14ac,1,0.9261201441673111,-4.0200000000000005
H3K14ac,2,0.4267266133679575,46.38
H3K18ac,1,0.9729092711754999,-3.2399999999999998
H3K18ac,2,0.9536656866187593,-3.66
H3K36me3,1,-0.5831825423275329,-27.6
H3K36me3,2,0.48880209979686295,60
H3K56ac,1,0.7547282052583469,39.24
H3K56ac,2,-0.7812604285035251,-29.34
H4K5ac,1,0.8726109213299853,-4.5
H4K5ac,2,0.9264468265572419,-3
H4K16ac,1,-0.6246793431668171,-3.2399999999999998
H4K16ac,2,0.7563457766864262,0
H3K4me3,1,0.8437861595185409,9.24
H3K4me3,2,-0.6256137496337811,-60
H3K9ac,1,0.919997770478907,-3.5999999999999996
H3K9ac,2,0.8805743529760444,-3.54
H3K14ac,1,0.9258300887207913,-4.74
H3K14ac,2,0.4850798420087747,48.36
H3K18ac,1,0.9568926380878631,-2.94
H3K18ac,2,0.9613966128946572,-2.6399999999999997
H3K36me3,1,-0.5522354894539016,-28.44
H3K36me3,2,-0.48956945116673384,-37.5
H3K56ac,1,0.7584046480809505,41.82000000000001
H3K56ac,2,-0.7763414564210027,-30.06
H4K5ac,1,0.8820124805870883,-3.96
H4K5ac,2,0.9353947712949086,-3.66
H4K16ac,1,-0.5671443262421112,-2.94
H4K16ac,2,0.7374013357014766,0
H3K4me3,1,0.7466573925815285,10.38
H3K4me3,2,-0.6443312422810046,-60
H3K9ac,1,0.9574720762607547,-3.96
H3K9ac,2,0.8962709273504746,-2.52
H3K14ac,1,0.9469258106425721,-4.38
H3K14ac,2,0.4790216836363623,45.3
H3K18ac,1,0.9668716774758006,-3.54
H3K18ac,2,0.9604830466974863,-3.5999999999999996
H3K36me3,1,-0.6868567374444846,-27.900000000000002
H3K36me3,2,0.45968557793362563,60
H3K56ac,1,0.7465091519065382,41.940000000000005
H3K56ac,2,-0.799136705418566,-28.560000000000002
H4K5ac,1,0.888734178817024,-4.32
H4K5ac,2,0.8897817557247544,-3.2399999999999998
H4K16ac,1,-0.5170701314786426,-4.08
H4K16ac,2,0.7589400090827979,0
H3K4me3,1,0.8097648328021936,11.64
H3K4me3,2,0.6690761769916199,18.66
H3K9ac,1,0.9291778312967613,-4.38
H3K9ac,2,0.8868824146242803,-2.46
H3K14ac,1,0.9402580856790452,-5.16
H3K14ac,2,0.4233054252150896,41.760000000000005
H3K18ac,1,0.9763405375070922,-2.6999999999999997
H3K18ac,2,0.9652298349309468,-3
H3K36me3,1,-0.5705907578833157,-60
H3K36me3,2,-0.4479982321786103,-36.72
H3K56ac,1,0.7488729631386982,42.00000000000001
H3K56ac,2,-0.7626797542636554,-36.36
H4K5ac,1,0.8745404365401158,-3.48
H4K5ac,2,0.8852499113016025,-4.2
H4K16ac,1,-0.6325807962680893,-3.7199999999999998
H4K16ac,2,0.7253508797376453,-1.5
H3K4me3,1,0.7697938984600121,9.42
H3K4me3,2,0.6454461268862528,13.32
H3K9ac,1,0.9385205701317376,-3.96
H3K9ac,2,0.9255230639947073,-1.92
H3K14ac,1,0.9393427290970312,-4.32
H3K14ac,2,0.4839884994196548,44.58
H3K18ac,1,0.9578370054495533,-3.42
H3K18ac,2,0.9504927728006439,-2.88
H3K36me3,1,-0.525426666126189,-60
H3K36me3,2,-0.4309895631783877,-36.78
H3K56ac,1,0.7433185463677484,40.74
H3K56ac,2,0.7830337831489486,47.7
H4K5ac,1,0.9190646487635779,-4.260000000000001
H4K5ac,2,0.8948133848172343,-4.56
H4K16ac,1,-0.595838104960345,-2.1
H4K16ac,2,0.7580657664394809,0
H3K4me3,1,0.7354460856147247,8.580000000000002
H3K4me3,2,0.7017855168265371,21.000000000000004
H3K9ac,1,0.9566576590197062,-3.06
H3K9ac,2,0.8710706673333578,-3.3
H3K14ac,1,0.9216943073174587,-4.68
H3K14ac,2,0.47083852117128644,50.82
H3K18ac,1,0.962613901021006,-3.1799999999999997
H3K18ac,2,0.9578287836249739,-4.32
H3K36me3,1,-0.5283543498627892,-60
H3K36me3,2,-0.49799156868383415,-39.480000000000004
H3K56ac,1,0.7541753158915199,42.3
H3K56ac,2,-0.7976456166793849,-28.26
H4K5ac,1,0.8890669888525274,-4.08
H4K5ac,2,0.918571955278277,-4.8
H4K16ac,1,-0.5593598802616397,-2.2199999999999998
H4K16ac,2,0.7307766994045388,-0.72
H3K4me3,1,0.7833638456065198,11.28
H3K4me3,2,-0.672936865846112,-60
H3K9ac,1,0.9632229073414487,-5.1000000000000005
H3K9ac,2,0.8891261342147305,-2.82
H3K14ac,1,0.9265863196702984,-4.68
H3K14ac,2,0.4912197525063176,46.08
H3K18ac,1,0.9757793506071306,-2.76
H3K18ac,2,0.9633705822059017,-1.7999999999999998
H3K36me3,1,-0.5639618635880141,-27.96
H3K36me3,2,0.39211935032467843,60
H3K56ac,1,0.7734840612114261,40.38
H3K56ac,2,-0.778286088516606,-30.36
H4K5ac,1,0.9089685611253134,-3.7199999999999998
H4K5ac,2,0.9117467830794608,-4.08
H4K16ac,1,-0.5837321441416236,-1.8599999999999999
H4K16ac,2,0.7673323048599974,0
H3K4me3,1,0.7711991001523593,10.38
H3K4me3,2,0.674528199884668,13.02
H3K9ac,1,0.9725102727858249,-4.5
H3K9ac,2,0.8934946621936227,-2.2199999999999998
H3K14ac,1,0.9520212917889305,-5.04
H3K14ac,2,0.45226629346909003,43.44
H3K18ac,1,0.9561783765782388,-4.140000000000001
H3K18ac,2,0.9601761987104881,-2.6999999999999997
H3K36me3,1,-0.5979636728805929,-27.900000000000002
H3K36me3,2,0.4683183646510357,60
H3K56ac,1,0.7281416450966338,43.92
H3K56ac,2,-0.7993557907522972,-30.54
H4K5ac,1,0.8753956429928916,-4.08
H4K5ac,2,0.9198956324457286,-1.8599999999999999
H4K16ac,1,-0.6036625962304346,-0.72
H4K16ac,2,0.718437877241209,0
H3K4me3,1,0.78024843851186,9.24
H3K4me3,2,0.6656813699829028,10.14
H3K9ac,1,0.9476876992557084,-3.7199999999999998
H3K9ac,2,0.8653328088711368,-3.2399999999999998
H3K14ac,1,0.9346367320575554,-3.96
H3K14ac,2,0.5150687414811235,45.54
H3K18ac,1,0.9692442873979334,-3.2399999999999998
H3K18ac,2,0.9561836652939806,-3.66
H3K36me3,1,-0.5265618682566433,-28.44
H3K36me3,2,-0.49983534940218627,-36.24
H3K56ac,1,0.7446730443206275,42.120000000000005
H3K56ac,2,0.7861826891233878,52.26
H4K5ac,1,0.8829625489314196,-3.7800000000000002
H4K5ac,2,0.8914115952053804,-4.08
H4K16ac,1,-0.5638829891907172,-3.48
H4K16ac,2,0.7233238477693473,0
H3K4me3,1,0.8091447389297635,10.559999999999999
H3K4me3,2,-0.6103118808397202,-60
H3K9ac,1,0.9472865679238319,-3.12
H3K9ac,2,0.8831737557616298,-2.88
H3K14ac,1,0.927450624224366,-4.86
H3K14ac,2,0.47076138669576506,48.36
H3K18ac,1,0.9624629190007088,-3.12
H3K18ac,2,0.95366451751212,-5.3999999999999995
H3K36me3,1,-0.5691909503358473,-28.799999999999997
H3K36me3,2,0.4543986768847682,60
H3K56ac,1,0.7319465033288106,41.220000000000006
H3K56ac,2,-0.782492904065503,-28.500000000000004
H4K5ac,1,0.8948211771915775,-3.9000000000000004
H4K5ac,2,0.9197984746355296,-3.36
H4K16ac,1,-0.5355759794951717,-3.36
H4K16ac,2,0.7114505482874633,0
H3K4me3,1,0.7917174036111502,11.04
H3K4me3,2,0.6452040096372462,15
H3K9ac,1,0.9768387344204225,-3.36
H3K9ac,2,0.8897686119607149,-2.6999999999999997
H3K14ac,1,0.924233462817061,-5.46
H3K14ac,2,0.4333837861635106,43.08
H3K18ac,1,0.9601606382103992,-2.6399999999999997
H3K18ac,2,0.9652738541041174,-2.76
H3K36me3,1,-0.5415904249549265,-27.900000000000002
H3K36me3,2,0.46487028485422466,60
H3K56ac,1,0.762157297562543,40.800000000000004
H3K56ac,2,-0.7781692235874579,-31.14
H4K5ac,1,0.8845880495271721,-4.38
H4K5ac,2,0.937985138232812,-3.1799999999999997
H4K16ac,1,-0.6205512588294178,-1.5
H4K16ac,2,0.7841341511411083,0
H3K4me3,1,0.7980981913633989,7.140000000000001
H3K4me3,2,0.6662659697057386,12.3
H3K9ac,1,0.9575127238916951,-3.7800000000000002
H3K9ac,2,0.9091689791048865,-4.08
H3K14ac,1,0.9257690351497774,-4.32
H3K14ac,2,0.4472269195801215,44.46
H3K18ac,1,0.9619148642774094,-3
H3K18ac,2,0.9629908244470491,-4.8
H3K36me3,1,-0.6419643011951109,-28.799999999999997
H3K36me3,2,0.40057205487013464,60
H3K56ac,1,0.7362881043569176,40.92
H3K56ac,2,0.7893156010115239,51.48
H4K5ac,1,0.8777392344445153,-3.9000000000000004
H4K5ac,2,0.928006077172819,-4.68
H4K16ac,1,-0.640071365004483,-0.8999999999999999
H4K16ac,2,0.7265113333205444,0
H3K4me3,1,0.7893274829689809,10.92
H3K4me3,2,0.6452290034672025,15.9
H3K9ac,1,0.9664906528887571,-3.5999999999999996
H3K9ac,2,0.8849759194703679,-2.6399999999999997
H3K14ac,1,0.9342085337820117,-4.5
H3K14ac,2,0.3977487470131746,60
H3K18ac,1,0.975876218984136,-3.36
H3K18ac,2,0.9536998259268005,-2.16
H3K36me3,1,-0.5375090511619265,-60
H3K36me3,2,-0.48626483243187146,-35.879999999999995
H3K56ac,1,0.7313995690993544,38.04
H3K56ac,2,-0.7987737815305798,-29.34
H4K5ac,1,0.8800915135279987,-4.260000000000001
H4K5ac,2,0.9139212734347517,-3.54
H4K16ac,1,-0.5783993182818611,-2.4
H4K16ac,2,0.7035751983619042,0
H3K4me3,1,0.7480911397752211,10.86
H3K4me3,2,0.6810826262726912,10.500000000000002
H3K9ac,1,0.9549193888015626,-4.0200000000000005
H3K9ac,2,0.9115225293850925,-3.1799999999999997
H3K14ac,1,0.9327507446955122,-5.3999999999999995
H3K14ac,2,0.41973446626869704,45.72
H3K18ac,1,0.9674376892156165,-3.06
H3K18ac,2,0.9592177934361452,-3.9000000000000004
H3K36me3,1,0.535300323975792,16.02
H3K36me3,2,-0.5194401023115354,-36.9
H3K56ac,1,0.753754921722177,40.14
H3K56ac,2,-0.7786029970841262,-29.22
H4K5ac,1,0.8871350347491463,-4.32
H4K5ac,2,0.8994850840524957,-5.76
H4K16ac,1,-0.6004523714178182,-2.28
H4K16ac,2,0.701157993844031,-4.2
H3K4me3,1,0.6904633102023077,10.200000000000001
H3K4me3,2,-0.6506417242283157,-60
H3K9ac,1,0.95655506014971,-4.32
H3K9ac,2,0.8840042495738776,-3.06
H3K14ac,1,0.9365242151897533,-5.1000000000000005
H3K14ac,2,0.4702839167094453,45.96
H3K18ac,1,0.9805938841532622,-3.2399999999999998
H3K18ac,2,0.9458017403556088,-4.38
H3K36me3,1,-0.5257368142243399,-27.84
H3K36me3,2,-0.45103392192051905,-36.54
H3K56ac,1,0.7283648097396541,43.08
H3K56ac,2,-0.7711845436244159,-27.66
H4K5ac,1,0.8956644654209589,-3
H4K5ac,2,0.9094945181736811,-4.8
H4K16ac,1,-0.5499107144120087,-2.82
H4K16ac,2,0.7249835058776488,0
H3K4me3,1,0.8072322733703433,11.16
H3K4me3,2,0.643654232242984,18.3
H3K9ac,1,0.9270492625587663,-3.42
H3K9ac,2,0.8854355303026739,-3.48
H3K14ac,1,0.8946908212001159,-5.82
H3K14ac,2,0.48702752733965504,47.1
H3K18ac,1,0.9668172636135502,-2.94
H3K18ac,2,0.9507744286945966,-4.2
H3K36me3,1,-0.5546602055810707,-28.680000000000003
H3K36me3,2,0.46698571617145174,60
H3K56ac,1,0.7399860330134103,42.36
H3K56ac,2,0.7542893901421642,49.92
H4K5ac,1,0.8883587141727493,-4.32
H4K5ac,2,0.938262042558294,-2.2199999999999998
H4K16ac,1,-0.6293017770991117,-1.6199999999999999
H4K16ac,2,0.7608133561159435,0
H3K4me3,1,0.7527494557624789,9.36
H3K4me3,2,0.6036988249267515,19.62
H3K9ac,1,0.9510187804530865,-4.32
H3K9ac,2,0.8571179041013401,-4.08
H3K14ac,1,0.9370188865911478,-4.0200000000000005
H3K14ac,2,0.4585464884793735,46.02
H3K18ac,1,0.9785013168146246,-3.48
H3K18ac,2,0.9611534002492057,-3.54
H3K36me3,1,-0.6499293658941542,-27.900000000000002
H3K36me3,2,-0.42808148808453433,-36
H3K56ac,1,0.7617573641144629,40.56
H3K56ac,2,-0.8258168398708683,-27.3
H4K5ac,1,0.8656196810856014,-3.7199999999999998
H4K5ac,2,0.9011853346831975,-3.12
H4K16ac,1,-0.5145174558322261,-2.58
H4K16ac,2,0.7256381525918832,0
H3K4me3,1,0.7982953245624661,12.54
H3K4me3,2,0.6298335534343019,14.52
H3K9ac,1,0.9518584430726932,-3.42
H3K9ac,2,0.8588219303690323,-3
H3K14ac,1,0.9415134497299463,-5.52
H3K14ac,2,0.4592955850959622,46.02
H3K18ac,1,0.9620888293607591,-2.6999999999999997
H3K18ac,2,0.9462635648937946,-2.82
H3K36me3,1,-0.5521602660823389,-28.14
H3K36me3,2,-0.49930218241027,-37.38
H3K56ac,1,0.7328750729018465,39.78
H3K56ac,2,-0.8041235239297917,-27.6
H4K5ac,1,0.884253698239332,-4.62
H4K5ac,2,0.9238353758214751,-3.54
H4K16ac,1,-0.5976580678011177,-2.16
H4K16ac,2,0.7711177243960395,0
H3K4me3,1,0.7934388907802731,11.34
H3K4me3,2,0.6658562080403154,19.38
H3K9ac,1,0.9597851561247451,-4.140000000000001
H3K9ac,2,0.8916184473174715,-4.08
H3K14ac,1,0.9346850293562062,-4.5
H3K14ac,2,0.5096940231588725,46.44
H3K18ac,1,0.9612633336646804,-3.12
H3K18ac,2,0.9381369175806411,-4.92
H3K36me3,1,-0.5305869113730679,-28.740000000000002
H3K36me3,2,0.47926441402919046,60
H3K56ac,1,0.7660406550672914,42.3
H3K56ac,2,-0.7901302299124439,-29.58
H4K5ac,1,0.8795735313710834,-3.84
H4K5ac,2,0.9025123031584273,-3.7199999999999998
H4K16ac,1,-0.483405283747437,-2.82
H4K16ac,2,0.7208981336324172,0
H3K4me3,1,0.8185938684026296,9.6
H3K4me3,2,-0.654753579536586,-60
H3K9ac,1,0.9529167024216274,-3.7800000000000002
H3K9ac,2,0.8624941723371768,-4.38
H3K14ac,1,0.9213723456697739,-4.98
H3K14ac,2,0.3834193653370466,44.94
H3K18ac,1,0.9748298094871652,-3.36
H3K18ac,2,0.9638670539302755,-2.94
H3K36me3,1,-0.5461307238471339,-27
H3K36me3,2,0.39681591074735895,60
H3K56ac,1,0.7140387807646816,42.78
H3K56ac,2,-0.8000422313703223,-26.76
H4K5ac,1,0.8479123867170081,-4.0200000000000005
H4K5ac,2,0.9184079399187628,-4.08
H4K16ac,1,-0.5845248711398292,-1.98
H4K16ac,2,0.7984248854994364,0
H3K4me3,1,0.7980366152861542,11.28
H3K4me3,2,0.6247046751731502,11.88
H3K9ac,1,0.9617532283844975,-3.9000000000000004
H3K9ac,2,0.8712048918477958,-4.2
H3K14ac,1,0.9287466926246434,-4.38
H3K14ac,2,0.4696880386871544,46.44
H3K18ac,1,0.9737499111246222,-2.88
H3K18ac,2,0.9725328111195815,-2.58
H3K36me3,1,-0.5316684821011941,-60
H3K36me3,2,-0.43224956607741977,-38.4
H3K56ac,1,0.7171700435364073,45.3
H3K56ac,2,-0.7856687866974307,-27.18
H4K5ac,1,0.8873275789724993,-3.96
H4K5ac,2,0.9242839207358129,-4.140000000000001
H4K16ac,1,-0.5643298154076631,-2.82
H4K16ac,2,0.7638378341559781,0
H3K4me3,1,0.8027066948892861,10.86
H3K4me3,2,0.6749125925583707,20.34
H3K9ac,1,0.950241087065469,-3.66
H3K9ac,2,0.8930660512634578,-3.66
H3K14ac,1,0.9078712041609299,-5.58
H3K14ac,2,0.4785324764023482,46.980000000000004
H3K18ac,1,0.9639126072200884,-3.66
H3K18ac,2,0.9438859534718295,-2.4
H3K36me3,1,-0.5898301283527603,-29.04
H3K36me3,2,0.39851960671566217,60
H3K56ac,1,0.7326876437049265,43.08
H3K56ac,2,-0.796032844767497,-29.04
H4K5ac,1,0.9269852477426356,-4.4399999999999995
H4K5ac,2,0.8979183190890025,-3.9000000000000004
H4K16ac,1,-0.5225823996915026,-3.36
H4K16ac,2,0.7063217258989353,0
H3K4me3,1,0.7575788276804556,10.500000000000002
H3K4me3,2,0.6750904773476786,13.74
H3K9ac,1,0.9549155123706528,-4.4399999999999995
H3K9ac,2,0.915325406163864,-0.96
H3K14ac,1,0.9492612669572349,-3.9000000000000004
H3K14ac,2,0.4663464150217405,43.8
H3K18ac,1,0.9661806342456345,-3.9000000000000004
H3K18ac,2,0.9645673018100038,-3.36
H3K36me3,1,-0.5846504683307377,-28.020000000000003
H3K36me3,2,0.44091129859293837,60
H3K56ac,1,0.7363145946772777,43.74
H3K56ac,2,-0.777603639728984,-28.32
H4K5ac,1,0.9040826864602766,-3.5999999999999996
H4K5ac,2,0.9092919326109543,-3.36
H4K16ac,1,-0.617891766692399,-1.7999999999999998
H4K16ac,2,0.7507071378905789,0
H3K4me3,1,0.7658837438073548,8.7
H3K4me3,2,-0.6863712701186255,-60
H3K9ac,1,0.9557493575064768,-4.08
H3K9ac,2,0.8674402789271924,-3.42
H3K14ac,1,0.9108234922791968,-5.94
H3K14ac,2,0.49059710382921246,46.14
H3K18ac,1,0.9672541523789021,-3.36
H3K18ac,2,0.9689896099691073,-1.68
H3K36me3,1,-0.5699830271870833,-29.099999999999998
H3K36me3,2,0.49268679887368827,60
H3K56ac,1,0.7153626785772514,40.02
H3K56ac,2,0.780365330548412,48.720000000000006
H4K5ac,1,0.8468722925098008,-4.68
H4K5ac,2,0.8877081497523502,-3.36
H4K16ac,1,-0.508375718272651,-0.8999999999999999
H4K16ac,2,0.7311350619855774,0
H3K4me3,1,0.7903804423996356,9.3
H3K4me3,2,-0.6657757603328573,-60
H3K9ac,1,0.9521792173795222,-3.7800000000000002
H3K9ac,2,0.8692868167696925,-4.32
H3K14ac,1,0.9288160523194956,-5.34
H3K14ac,2,0.49111011214296285,44.28
H3K18ac,1,0.9667189080309425,-3.12
H3K18ac,2,0.9589534176678135,-2.76
H3K36me3,1,0.5478141080689897,13.38
H3K36me3,2,0.49433563511477874,60
H3K56ac,1,0.7584786945524148,40.620000000000005
H3K56ac,2,-0.795928415430218,-30.3
H4K5ac,1,0.8901929531786826,-4.08
H4K5ac,2,0.9351880993682138,-3.48
H4K16ac,1,-0.5655520703264907,-0.96
H4K16ac,2,0.753633775498831,0
H3K4me3,1,0.7974104195952764,10.08
H3K4me3,2,0.6647459669845434,21.48
H3K9ac,1,0.9468498051505975,-4.98
H3K9ac,2,0.8786775301640335,-3.1799999999999997
H3K14ac,1,0.9154681805673853,-4.140000000000001
H3K14ac,2,0.4817196331965031,46.5
H3K18ac,1,0.9760592066792556,-3.36
H3K18ac,2,0.9475590115039637,-4.2
H3K36me3,1,-0.5807267056969363,-27.900000000000002
H3K36me3,2,0.5412072692372466,60
H3K56ac,1,0.7239246757849932,41.64
H3K56ac,2,-0.786081269998666,-32.22
H4K5ac,1,0.890464676337886,-4.74
H4K5ac,2,0.8965775098235685,-3.36
H4K16ac,1,-0.530893303786037,-3.48
H4K16ac,2,0.7567961623080043,0
H3K4me3,1,0.7828146428115865,10.440000000000001
H3K4me3,2,0.6721908325517632,17.82
H3K9ac,1,0.9599192224230039,-3.42
H3K9ac,2,0.927952529944091,-2.46
H3K14ac,1,0.9277207139707485,-5.1000000000000005
H3K14ac,2,0.51029968752719,44.76
H3K18ac,1,0.9777985288055121,-3.42
H3K18ac,2,0.9644877597558865,-3.3
H3K36me3,1,-0.5784064253620796,-28.080000000000002
H3K36me3,2,-0.44946261105785323,-36.36
H3K56ac,1,0.7468599402850542,42.239999999999995
H3K56ac,2,-0.8041739727894708,-30.54
H4K5ac,1,0.8659328118216044,-3.7199999999999998
H4K5ac,2,0.8895479541764534,-3.42
H4K16ac,1,-0.5731577686706985,-1.98
H4K16ac,2,0.7320247876466142,0
H3K4me3,1,0.7579772073577479,10.62
H3K4me3,2,0.621261247039268,18.06
H3K9ac,1,0.9076857106429269,-4.5
H3K9ac,2,0.8957851918919332,-3.1799999999999997
H3K14ac,1,0.91256311484775,-4.56
H3K14ac,2,0.4866091280769255,47.28
H3K18ac,1,0.9687764908198809,-2.94
H3K18ac,2,0.9594874361912351,-2.82
H3K36me3,1,0.5334571001259667,13.92
H3K36me3,2,0.4435210783436547,60
H3K56ac,1,0.7188778349370436,43.199999999999996
H3K56ac,2,-0.7787884065157737,-30.96
H4K5ac,1,0.8854383205285355,-4.5
H4K5ac,2,0.8986370895345811,-4.68
H4K16ac,1,-0.5938132396865582,-1.98
H4K16ac,2,0.701353844737284,0
H3K4me3,1,0.772765883243724,10.500000000000002
H3K4me3,2,0.6101771874252264,13.14
H3K9ac,1,0.960194386085722,-3.06
H3K9ac,2,0.8966786701613699,-3.9000000000000004
H3K14ac,1,0.9464951070817633,-5.3999999999999995
H3K14ac,2,0.46479499628732307,45.96
H3K18ac,1,0.9535367648220062,-3.54
H3K18ac,2,0.9520641679546794,-4.260000000000001
H3K36me3,1,-0.6196155803818718,-28.080000000000002
H3K36me3,2,0.44336339468539937,60
H3K56ac,1,0.685416356485794,43.019999999999996
H3K56ac,2,0.807106205335619,50.82
H4K5ac,1,0.8880041745676552,-4.32
H4K5ac,2,0.9313717868110009,-0.78
H4K16ac,1,-0.5988042169795809,-4.0200000000000005
H4K16ac,2,0.7442294569333631,0
H3K4me3,1,0.7447295722636715,8.580000000000002
H3K4me3,2,0.6731663366682282,16.5
H3K9ac,1,0.9402199536964885,-4.08
H3K9ac,2,0.9002025560251888,-3.66
H3K14ac,1,0.9140927414218949,-5.220000000000001
H3K14ac,2,0.48504611221245925,41.28
H3K18ac,1,0.9697894412102415,-3.66
H3K18ac,2,0.9618752159147871,-4.140000000000001
H3K36me3,1,-0.6381615586711593,-27.900000000000002
H3K36me3,2,0.46024022385493296,60
H3K56ac,1,0.6890396129481152,43.68
H3K56ac,2,-0.8155727775743362,-32.400000000000006
H4K5ac,1,0.8661952034566215,-3.7199999999999998
H4K5ac,2,0.9178345467846497,-4.8
H4K16ac,1,-0.5769506839215314,-2.76
H4K16ac,2,0.7849685027965003,0
H3K4me3,1,0.7653123743856503,8.22
H3K4me3,2,-0.6105299641276096,-60
H3K9ac,1,0.9529474051319399,-4.0200000000000005
H3K9ac,2,0.8852224514698893,-3.54
H3K14ac,1,0.9131748567540532,-4.56
H3K14ac,2,0.4969710853858678,46.56
H3K18ac,1,0.9484642548562295,-3.36
H3K18ac,2,0.9555860064602636,-3.66
H3K36me3,1,-0.6063482482760459,-27.84
H3K36me3,2,0.4590305234580342,60
H3K56ac,1,0.7000053670351872,39.480000000000004
H3K56ac,2,-0.8135679086835828,-28.44
H4K5ac,1,0.9074857841770129,-4.38
H4K5ac,2,0.9295387978416821,-1.44
H4K16ac,1,-0.533058899710341,-3.48
H4K16ac,2,0.670150604475743,0
H3K4me3,1,0.8063328030632533,9.96
H3K4me3,2,0.6959241949981787,19.32
H3K9ac,1,0.9497262370405599,-4.140000000000001
H3K9ac,2,0.907466293440218,-3.1799999999999997
H3K14ac,1,0.9101350706116921,-4.98
H3K14ac,2,0.530337621124667,51.54
H3K18ac,1,0.9504921373335343,-3.1799999999999997
H3K18ac,2,0.960871406056404,-3.5999999999999996
H3K36me3,1,-0.6451531555056284,-28.26
H3K36me3,2,-0.37225420024350464,21.72
H3K56ac,1,0.7580195245749844,39.84
H3K56ac,2,-0.7999602661972952,-27.84
H4K5ac,1,0.878278613992236,-3.9000000000000004
H4K5ac,2,0.9212815286377665,-2.1
H4K16ac,1,-0.5758203876503969,-3.1799999999999997
H4K16ac,2,0.7109586457292092,0
H3K4me3,1,0.824751702903323,7.26
H3K4me3,2,0.6853043290704982,19.92
H3K9ac,1,0.9530733043576366,-3.48
H3K9ac,2,0.8834191780537616,-3.84
H3K14ac,1,0.9299434249554409,-3.7199999999999998
H3K14ac,2,0.4660157528719023,43.32
H3K18ac,1,0.9821783967902655,-2.94
H3K18ac,2,0.9542916085444231,-3.48
H3K36me3,1,-0.5763433808207077,-28.62
H3K36me3,2,-0.5410484580711168,-35.519999999999996
H3K56ac,1,0.7571479989733738,40.14
H3K56ac,2,-0.760381708794127,-28.080000000000002
H4K5ac,1,0.8981052085544141,-3.36
H4K5ac,2,0.9298650329803713,-2.52
H4K16ac,1,-0.5419602378402223,-3.48
H4K16ac,2,0.6977659106184707,0
H3K4me3,1,0.7824849629622077,10.68
