Sample	Loading
T6	0.2066831886759689
T1	0.20635360698216346
T8	0.2060007083974452
T7	0.20568711292411998
T21	0.2055948486307342
T19	0.20511809609481835
T5	0.20506218399294476
T20	0.2048598324921112
T12	0.2047745609108016
T22	0.20464075668571835
T18	0.20461192698763556
T9	0.20430631095552193
T4	0.2042541354815414
T3	0.20382320751862124
T2	0.2036014223883559
T11	0.20359661724121925
T13	0.20352503253540213
T17	0.20311053520727293
T16	0.20249631905473595
T24	0.20247041445324235
T10	0.202307770209869
T14	0.20220340147490493
T15	0.20216082931778193
T23	0.20162017017900954
