Symbol,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36
YJL157C,12.985993,13.072393,12.7575337,12.625922000000001,12.435377,12.554281,12.52394,12.6375758,12.483102,12.679461,12.8154703,12.823151,12.936858,13.225739,12.7072663,12.564838,12.534571,12.6637789,12.510948,12.7978641,12.7740536,13.010408,12.836755,12.896794,12.850824,12.936198000000001,12.6949151,12.569718,12.658647,12.630058,12.590637000000001,12.6392721,12.954619000000001,12.977661,12.907221,12.921587
YJL156C,7.4697056,7.261501,7.254313,7.4216749,7.390723,7.249322,7.383611,7.5458244,7.5880641,7.4589213,7.5427061,7.915357,7.400142,7.5258366,7.370526,7.164816,7.238714,7.5488515,7.384917,7.779759,7.5592591,7.5913009,7.5456513,7.628331,7.4299574,7.173219,7.323142,7.5314769,7.612945,7.4773034,7.4938234,7.941554,7.5365867,7.700497,7.664312,7.5585094
YJL155C,6.8318411,7.327325,6.936047500000001,7.063284,7.1324320000000005,6.852456500000001,7.036560000000001,6.833644100000001,5.653460000000001,6.641859,6.536004,6.693307000000001,6.91362699,7.447254,7.267526,6.927053010000001,6.8664474,7.1943280000000005,6.899075000000001,6.488975,6.912561050000001,7.0153518,6.6740070000000005,6.886848100000001,7.06869,6.980851,7.03737,6.962864300000001,7.157178,6.9471750000000005,6.9892247,6.005039,6.9614906,6.887177100000001,6.846430300000001,6.788607000000001
YJL154C,9.477332,9.8249773,9.7873826,9.804937800000001,9.802036300000001,9.808527400000001,9.75896144,9.77555856,8.936923,9.416905,9.496061000000001,9.786103,9.373395,9.928186,9.8516593,9.663044000000001,9.7979111,10.052327,9.8339842,9.934777,9.568767000000001,9.8176022,9.642437000000001,9.753627400000001,9.433614,9.617506,9.7525925,9.8377935,9.943981,9.7996976,9.692866800000001,9.522813000000001,9.518894,9.7970611,9.7070037,9.7452989
YJL153C,11.152927,10.3708344,10.785135,10.969431,10.932899,10.43029887,9.920251,9.460394,8.19994,7.4921500000000005,9.639686000000001,10.970981,10.983029,10.543203,10.935313,10.435301130000001,10.233431,10.552392000000001,9.894627,9.819154000000001,7.90067,8.628820000000001,10.755231,10.984509000000001,11.031262,9.892373000000001,10.618176,10.553069,10.526958,10.155947000000001,9.810969,9.701906000000001,8.08159,9.3131,10.935306,11.009811000000001
YJL152W,9.617323899999999,9.6700769,9.6413017,9.694791,9.672012,9.5523215,9.57999148,9.557456799999999,9.5248298,9.5030743,9.6353119,9.6629252,9.5567861,9.690344,9.688699,9.56867297,9.680348,9.57674175,9.557573999999999,9.5209573,9.6038861,9.57154703,9.5348779,9.554482,9.6244882,9.56578079,9.5580467,9.556201699999999,9.632757999999999,9.5364168,9.602846099999999,9.56342343,9.495051,9.5599815,9.6696454,9.5266972
YJL151C,7.134176,7.492964,7.36873493,7.48046,7.673197,7.4418437,7.470655,7.145836999999999,6.545296,6.991446,7.162609,7.357283789999999,7.259435,7.660965,7.5654069999999995,7.420403899999999,7.575492,7.528623,7.352875699999999,7.4162319,7.3529627,7.36162507,7.279905299999999,7.4418451999999995,7.519388999999999,7.407681299999999,7.47317,7.189125,7.4631196,7.20566,7.3894012,7.080623999999999,7.3596471999999995,7.214073999999999,7.3148209,7.3465503
YJL150W,7.6046984,7.638048045,7.63419441,7.7130304,7.5052330000000005,7.6609869,7.6219935,7.5871444,7.5980962,7.6064714,7.5546849,7.6772242,7.639211955,7.6669566,7.732052,7.5585633,7.580605,7.660624,7.6906317,7.64155932,7.63181696,7.6755794,7.6606771,7.6352765400000004,7.492063,7.62574,7.6540344000000005,7.650422,7.613346,7.6969452,7.6893576,7.5684424,7.6542688,7.661967,7.6967195,7.6241696
YJL149W,9.208563,9.372106899999999,9.237957499999998,9.462518999999999,9.481729,9.512656999999999,9.433266,9.395163199999999,8.957151,9.198751999999999,9.163093,9.2996091,9.2664852,9.331312169999999,9.459840999999999,9.2587295,9.326542179999999,9.557732,9.445158999999999,9.191483,9.219964,9.3616262,9.237760699999999,9.342669299999999,9.191809,9.2326839,9.3962936,9.366026399999999,9.4631709999999991,9.3581018,9.379546099999999,9.176941999999999,9.32910783,9.305154199999999,9.358700299999999,9.2611171
YJL148W,8.59402,8.335560000000001,8.91375,9.134674,9.128176,9.395652,9.416324000000001,10.233654,11.56084,9.882072,9.434969,10.525858,8.719477000000001,8.774124,9.448406,9.163506,9.248012000000001,9.8006296,9.6698396,11.74853,9.740463,9.81005,9.7696536,10.052662,8.69482,8.886732,9.381439,9.739580400000001,9.783282400000001,9.895612,9.800807,12.1974,9.6509335,9.823026,10.027283,9.966694
YJL147C,9.0589003,8.9949906,8.783273999999999,8.9396516,8.886426,8.9957897,9.016112289999999,9.0331414,8.744221999999999,8.807962999999999,8.861594,9.353249,9.0336526,9.01729522,9.01792478,8.878437,8.809512,9.120424,9.003983199999999,9.00997716,9.0550587,9.174401,8.979919899999999,9.081036,8.937563599999999,8.897357,8.9486873,9.0570933,9.0845439,9.0341559,9.095042699999999,9.0515873,9.073366199999999,9.140879,9.097313399999999,9.136061999999999
YJL188C,8.522428999999999,8.558798999999999,8.6431773,8.720882,8.915989,8.6713471,8.460049,8.5847915,8.548805999999999,8.486723,8.475223,8.606185499999999,8.785501,8.833888,8.825807,8.853026999999999,8.855584,8.7589045,8.67484569,8.688911899999999,8.700854099999999,8.753241,8.6265409,8.6794481,8.787263,8.533854999999999,8.609299199999999,8.604336499999999,8.796484,8.7841582,8.567684,8.792933,8.745842099999999,8.892214,8.7538982,8.6100064
YJL187C,8.134002,7.881839,7.6943719,7.623264000000001,7.368566,7.431161,7.465919,7.573235,7.625002,8.274072,8.688648,8.492737,8.135155000000001,8.049145000000001,7.7569124,7.472616,7.4191780000000005,7.497033,7.490628,7.788487600000001,8.12203,8.470574000000001,8.203798,8.219331,7.877020000000001,7.633148,7.638518,7.602166,7.624735,7.645754,7.546354,7.8663404,8.345868000000001,8.410797,8.199561000000001,8.191383
YJL186W,8.754654,8.931658,8.656923,8.78696448,8.676463,8.510954,8.67878,8.7115752,8.7227387,8.617464,8.78265552,8.8331467,8.804063600000001,8.975707,8.8244807,8.476855,8.449812,8.79202085,8.7433368,9.388006,8.736406500000001,8.913412000000001,8.7556838,8.91732,8.860403,8.6935904,8.672077,8.895224,8.8808185,8.7316272,8.79313181,9.365736,8.675931,8.8573655,8.951743,8.8087558
YJL185C,12.843619,13.3039606,13.256426,13.423239,13.48887,13.497772,13.483533,13.353594,11.85886,12.641694000000001,12.619753,12.62753,12.845873000000001,13.357227,13.334762,13.23073102,13.22186898,13.761451000000001,13.524373,13.1840925,12.921801,13.1832542,12.816811,12.940953,12.861013,13.2828294,13.349120000000001,13.337982,13.50754,13.352276,13.41645,12.754034,13.027634,13.014767,12.88254,12.970077
YJL184W,8.177073,7.751266000000001,7.6288540000000005,8.002484,8.033975600000002,8.107186200000001,7.945266000000001,7.994645,7.576047000000001,8.197956000000001,8.238595,8.502995,8.06349687,7.847347000000001,7.967435000000001,7.876798000000001,7.944958000000001,8.345875000000001,7.970872000000001,8.080143130000002,8.015315600000001,8.230737000000001,8.0841928,8.306751,8.166883400000001,7.796376,7.907916000000001,7.984955600000001,8.1265053,8.1596436,8.085889,7.954934000000001,8.1673451,8.230214,8.278765,8.326475
YJL183W,9.055784000000001,8.753564,8.474904,8.440849,8.402689,8.329282000000001,8.237537,8.444172,9.000154,8.929055,9.263502,9.5785,8.804626,8.6918661,8.470429000000001,8.073247,8.152965,8.555271000000001,8.252735,9.033871,8.896839,9.055939,9.095458,8.902647,8.6593739,8.49234,8.397919,8.520554,8.6582918,8.596987,8.573804,9.260306,8.819842,8.979339,8.980531000000001,8.976391
YJL182C,9.02713123,9.03380592,8.943584900000001,9.078282,9.0815752,8.9583037,9.0378986,9.022425850000001,9.02241305,9.0330046,8.992816300000001,9.1265468,9.045684600000001,9.03890512,9.075660000000001,9.027595400000001,9.03441198,8.9746673,9.0166261,9.015868000000001,9.006864400000001,9.03591225,9.035494960000001,9.016916,8.968221400000001,8.9923914,9.0047569,9.022548500000001,9.0597173,9.0694012,8.994764100000001,8.9920004,9.03909065,9.035351010000001,9.073434800000001,9.0571701
YJL181W,8.968368,8.8055011,8.617367,8.629569,8.451275,8.627656,8.637696,8.636157,8.551834,9.88278,9.183857,9.534624,8.860559,8.8476078,8.761366500000001,8.540789,8.518781,8.817067100000001,8.6741568,8.7043933,9.055627000000001,9.394281,9.016556,9.039340000000001,8.660399100000001,8.7350016,8.684296400000001,8.659176200000001,8.7407735,8.8120438,8.735505,8.567489,9.175191,9.206761,9.143823000000001,9.034256000000001
YJL180C,9.120112,8.623559,8.1493374,8.1242633,8.012898,7.990746000000001,7.9899640000000005,8.024265000000002,7.0703700000000005,8.880622,9.149532,9.273890000000002,9.168681000000001,8.682759,8.2454873,7.940513000000001,7.907689,8.153587900000002,8.016359000000001,8.147848100000001,8.382927,9.019210000000001,8.818428,8.932854,8.579589,8.3125248,8.1498416,8.096687000000001,8.157006800000001,8.1843727,8.1197415,7.810923000000001,8.813770000000002,8.971424,9.25376,9.178315000000001
YJL179W,7.246024,7.2824412,7.083563,7.203239,7.109384,7.202587,7.2771246000000005,7.2520811,7.3866683,7.3429420500000004,7.2702815,7.7205260000000004,7.143667,7.3700788,7.35435056,7.18551,7.2261180000000005,7.3776377,7.3033906,7.508093000000001,7.2812554,7.4295478,7.34989795,7.403590400000001,7.177630000000001,7.143803,7.286702200000001,7.3712385000000005,7.454094,7.488015,7.35162432,7.805321,7.35440597,7.443965700000001,7.4391125,7.400595200000001
YJL178C,7.507038,7.660089999999999,7.377299,7.80837709,7.982129,7.965643,7.808394659999999,7.7865258,7.28946,7.323271999999999,7.24968,7.859562899999999,7.358868999999999,7.8337452999999995,7.908087999999999,7.8938482,7.763813699999999,8.105156,7.8278275,7.9015236,7.663003,7.855929799999999,7.466658,7.770122,7.577305,7.8236425999999994,7.79834277,8.043451,8.037780999999999,7.936432999999999,7.80280291,7.974977,7.767791399999999,7.8852286,7.778346699999999,7.781166
YJL177W,9.399387999999998,7.697339999999999,8.677570999999999,8.760551,9.135145999999999,9.339158999999999,9.6208636,9.714495999999999,11.104299999999999,10.450085999999999,10.124341999999999,10.316249,9.433407399999998,7.758329999999999,8.874267,8.777348,8.842319999999999,9.216762999999998,9.4765295,10.590319999999998,10.68175,10.288074,10.071169999999999,10.106300999999998,9.51873751,7.679039999999999,8.663846999999999,8.842683,9.486821099999998,9.527102489999999,9.925685,11.016449999999999,10.359119999999999,10.179193,10.105106999999999,9.999288
YJL177W,7.857718,6.80107,7.604354,7.413299,7.9660569,7.946888599999999,8.177016,7.980443,8.476598,8.52162,8.645396,8.471404,7.8308349999999995,6.80573,7.745227,7.552184,7.645970999999999,7.835755,7.9116089999999994,8.330627,8.214694999999999,8.217944,8.212612,8.235894,7.909053,7.460292,7.418146999999999,7.732422,8.179543,8.044997,8.233784,8.404171,8.292943,8.18961,8.311056,8.255559
YJL177W,8.8800756,7.27895,8.699349,8.228775,8.625536,8.715594,9.056618,8.697238,10.0389,9.886192,9.96096,9.776889,8.831374,7.33047,8.8991561,8.433464,8.528546,8.784481,8.94977956,9.634721,9.53563,9.456877,9.518687,9.288997,8.398032,7.970449,8.243705,8.548497,8.94324044,9.0207017,9.189238,9.96029,9.523367,9.405529,9.515147,9.440141
YJL177W,6.559948,5.44731,6.404288,6.305557,6.5827350000000004,6.841238000000001,7.0288927,7.016064,7.5039810000000005,7.506527,7.67096,7.4692870000000005,6.630454,5.57845,6.841598,6.418202,6.449389,7.0225968000000005,6.9755404,7.430105,7.174106,7.313477000000001,7.29117,7.0868731,6.565742,5.76607,6.1537560000000004,6.7305,7.0549301,7.005976,6.9694913000000005,7.456927,7.387866000000001,7.201517,7.287677,7.180497
YJL176C,8.5339414,8.553499,8.44421754,8.4984369,8.3653224,8.44610231,8.200269,8.284483999999999,8.100101,8.386869,8.4352699,9.008248,8.474511399999999,8.591406,8.367981799999999,8.324407,8.27134,8.5449953,8.3681194,8.5419698,8.410692599999999,8.654907,8.4790588,8.606804,8.318733,8.276536,8.3788273,8.608632,8.4285328,8.45489769,8.324135,8.5063229,8.553386,8.731023,8.578687,8.565665
YJL175W,9.2145261,9.2147025,9.198499700000001,9.281163000000001,9.069177,9.2541703,9.209089,9.22297514,9.23424395,9.2536915,9.188843,9.3311851,9.250337,9.192256800000001,9.23755435,9.042135,9.193279800000001,9.1832323,9.229696050000001,9.249202200000001,9.3228235,9.273029300000001,9.3012259,9.2059982,9.054047,9.240571090000001,9.22466691,9.2452609,9.1857593,9.1816855,9.284193700000001,9.247333300000001,9.3136018,9.2476232,9.2372451,9.1559319
YJL174W,11.4865794,11.463947,11.5617402,11.489647699999999,11.698179999999999,11.4950996,11.372629,11.683082299999999,12.210301999999999,11.745728,11.384084,11.968169999999999,11.58571076,11.5579589,11.002721,11.5534348,11.251852999999999,11.6238713,11.6065464,12.565752999999999,11.5079596,11.938142,11.814351,11.905823,11.46857,11.472864999999999,11.38617,11.58088924,11.721340999999999,11.5561887,11.473341,12.938469999999999,11.864455999999999,11.781186,11.799254999999999,11.766057
YJL173C,9.023763,8.662858,8.204095,8.750435,8.649194,8.7847799,8.693545,9.001577,7.2420100000000005,9.46081,9.327459,9.714101,8.8126346,8.655294,8.647282,8.404327,8.626549,8.9586848,8.920110900000001,8.8516487,8.667394,9.271872,8.9484794,9.141556,8.8211596,8.8228245,8.653906000000001,9.045777,8.92114,9.176009,8.976515000000001,8.552571,8.8909313,9.395717,9.201192,9.193235
YJL172W,7.392119,7.565119,7.4040479,7.537622000000001,7.472027000000001,7.451558,7.235525,7.34039457,6.3834930000000005,7.448434000000001,7.316234000000001,7.3173091,7.349796400000001,7.242216,7.480004,6.972564,7.395671,7.4378513,7.323669300000001,7.2841815,7.2805550000000006,7.62159,6.990473000000001,7.305467200000001,7.2999117,7.344885430000001,7.2576801,7.532629,7.4090425,7.4161301,7.3159368,7.272557,7.5039880000000005,7.4200765,7.196833000000001,7.321519100000001
YJL171C,9.767461,9.4226495,9.511225000000001,9.3410115,9.241403,9.250581,9.133509,9.4197711,10.153245,9.797222000000001,9.903921,10.091188,9.779936000000001,9.154841000000001,9.18152,9.065955,9.113900000000001,9.266829000000001,9.251459,9.996294,9.682236000000001,9.815211000000001,9.4579505,9.684104000000001,9.3539455,9.225032,9.281111000000001,9.400066,9.474558700000001,9.3823349,9.203403,10.259701,9.767738000000001,9.835371,9.705381000000001,10.023639000000001
YJL170C,9.5502453,9.675655,9.475809100000001,9.5741827,9.474753,9.6025408,9.5876306,9.5846553,9.286041,9.5171983,9.423344,9.554484500000001,9.5197617,9.4953653,9.5626333,9.542363400000001,9.515304350000001,9.741721,9.5082223,9.4998985,9.5027408,9.620768,9.390442,9.4982866,9.474753,9.6030655,9.5785809,9.601149,9.522560910000001,9.5891868,9.508321200000001,9.5200961,9.5039278,9.4889619,9.481993000000001,9.4959652
YJL169W,8.48425857,8.522684400000001,8.4650206,8.5079397,8.4119457,8.441081500000001,8.4481152,8.4682755,8.689732000000001,8.5565427,8.5754064,8.94726,8.549300800000001,8.4039234,8.581012600000001,8.4471244,8.447884700000001,8.4741932,8.506576,8.5260253,8.493761430000001,8.5493456,8.402946700000001,8.5365255,8.4570945,8.4586047,8.4241772,8.457131200000001,8.5225814,8.48119415,8.4320732,8.579939,8.4643394,8.622217000000001,8.5817022,8.5563535
YJL211C,9.2183525,9.2521235,9.2865097,9.2967552,9.3229207,9.3465499,9.291483999999999,9.2676678,9.106603999999999,9.131364999999999,9.27654076,9.254448499999999,9.3417622,9.3487861,9.413542999999999,9.293213999999999,9.430061,9.385843999999999,9.3599227,9.26838271,9.2530749,9.246233799999999,9.213888899999999,9.1994168,9.391430999999999,9.2062745,9.3140451,9.2989052,9.3662885,9.27171924,9.308665,9.2210707,9.26457623,9.2514339,9.219608599999999,9.16748
YJL210W,8.381088,8.711675000000001,8.806125000000002,8.684378,9.107056,9.00769,9.035476000000001,8.536366500000002,6.779630000000001,6.929790000000001,7.299830000000001,7.804222000000001,8.253595,8.5860535,9.053178,8.704591,8.272653,8.828908,8.728712000000002,8.128144,7.986212000000001,8.010939,7.773880000000001,8.210191,8.634411700000001,8.756761000000001,8.754155,8.722899000000002,8.934370000000001,8.747131000000001,8.974108000000001,7.878203000000001,7.909276000000001,8.105477,7.927703000000001,8.160951
YJL209W,8.0002194,8.0362969,7.859879,7.852988000000001,7.579193,7.833557000000001,7.844749,7.75671,8.0134059,7.9481006,8.228446,8.38809,8.0506772,7.9287874,8.0365083,7.7137340000000005,7.864178000000001,7.918866700000001,7.831963,8.284668,8.0182075,8.101421,8.141226,8.0319189,7.736955,8.0159032,7.822653000000001,7.793091,7.8433530000000005,7.778562,7.909690400000001,8.571351,8.074537000000001,8.088062,8.230701,8.175439
YJL208C,8.223056,7.725012,7.7065,7.56353,7.464302,7.620298,7.645541000000001,7.8927439,8.295489,8.197662000000001,8.363731,9.04758,8.363036000000001,7.728251,7.8060467000000004,7.3646400000000005,7.379272,7.831973700000001,7.736311000000001,8.665129,8.268949000000001,8.385329,8.221806,8.436835,7.8750263,7.6411940000000005,7.626467000000001,7.751987000000001,7.7760085000000005,7.767797000000001,7.7798427000000006,9.08731,8.282067,8.240892,8.538228,8.534144000000001
YJL207C,10.002906,9.699122299999999,9.489405,9.649637299999998,9.575382,9.732719569999999,9.467338,9.425963,9.818292,9.8187597,9.862851,10.23734,9.8094427,9.7198146,9.248164,9.326298999999999,9.483856,9.8185858,9.682320099999998,9.531196999999999,9.787715299999999,9.897203999999999,9.704898499999999,9.934985,9.6506026,9.351545,9.546410999999999,9.880135,9.757498499999999,9.796515,9.465432,9.75212043,9.8238518,9.950823999999999,9.7901888,9.918831999999998
YJL206C,10.311910600000001,10.278481,10.136144,10.2857858,10.173793,10.393915,10.3098875,10.2620098,9.569582,10.040206,9.947854,10.307663400000001,10.368877,10.225810000000001,10.064005,10.1892775,10.23254195,10.536234,10.343039000000001,10.047648,10.2627531,10.25205805,10.009964,10.2214762,10.2101278,10.3053526,10.2737678,10.3327615,10.295736400000001,10.309166900000001,10.3045051,9.792788,10.1954305,10.1912088,10.1496352,10.2162249
11221_at,7.863603,7.804529,7.681045,7.6470936,7.6326787,7.384184,7.349474,7.286843,6.20765,7.57295358,7.5568503,7.995329,7.566722,7.843144,7.393206,7.762852,7.6159477,7.6527147,7.332346,6.94647,7.075788,7.724103,7.58174642,7.700661,7.5328034,7.707349,7.5005337,7.5039121,7.748367,7.749138,7.364365,6.725141,7.309849,7.695368,7.5468884,7.739823
YJL204C,8.519826,8.5529244,8.18075,8.5536434,8.421434,8.696447,8.569949379,8.6573733,8.247971,8.611258,8.4840138,8.90764,8.5022296,8.247632,8.403522,8.290403,8.27626,8.772136,8.704661,8.683143,8.5516191,8.87588,8.418654,8.805299,8.421896,8.303712,8.5229956,8.6533684,8.6135126,8.6168233,8.571190621,8.779086,8.57912845,8.733065,8.6256975,8.779918
YJL203W,7.358182,7.367439,7.327964000000001,7.3332500000000005,7.2818380000000005,7.4385519,7.48791995,7.606533000000001,7.397400800000001,7.5672128,7.522879700000001,7.640127000000001,7.381285,7.135747,7.3936782,7.116586000000001,7.484668571,7.705163000000001,7.5844573,7.727696,7.48615528,7.657726,7.21633,7.423233300000001,7.3437,7.263072,7.4792829,7.485471429,7.573405500000001,7.5410668,7.5220564,7.726421,7.5646171,7.66314,7.3943513,7.5355159
YJL202C,8.2093529,8.25003275,8.24342745,8.3046658,8.24042305,8.2715609,8.3020884,8.37823,8.23773273,8.2724269,8.228236,8.494311,8.2765746,8.1580601,8.295815,8.230058,8.2155724,8.3340507,8.24643255,8.2557958,8.1926097,8.2956986,8.117597,8.1699172,8.1731993,8.124971,8.1935468,8.3345314,8.2626909,8.2938733,8.1851149,8.2905359,8.23666497,8.370518,8.2221094,8.1463843
YJL201W,8.492908,8.555264,8.348997899999999,8.319842,8.120536999999999,8.2530483,8.15006,7.992169,8.3968248,8.602283,8.617545,8.80177,8.4190975,8.3234517,8.3123022,8.158406,7.937285999999999,8.3196763,8.184515,8.188443999999999,8.587231999999998,8.780550999999999,8.348997899999999,8.601852,8.2775599,8.3656413,8.218404,8.178759999999999,8.33196834,8.318526899999998,8.2915168,8.345811659999999,8.606499999999999,8.588987,8.471926,8.610494
YJL200C,8.363375,6.658429999999999,7.327179999999999,7.804879999999999,8.060232,8.426409,8.7512642,8.971143999999999,9.84522,9.276062,9.105758999999999,9.612827,8.463588999999999,6.530729999999999,7.61886,7.545159999999999,7.5971899999999994,8.8053627,9.00441,9.81284,9.222389,9.261783,8.763198505,9.247485999999999,8.235786999999998,7.2567699999999995,7.59329,8.341052,8.685319799999998,8.762181494999998,9.069061,9.931769999999998,9.053811,9.192198,9.14635,9.171102999999999
YJL199C,8.1124717,8.350275,8.1041523,8.234955000000001,8.0625414,8.141622,8.1311403,7.968469100000001,6.87215,7.677021000000001,7.73894,7.791781,7.913502,8.442958,8.527956000000001,8.383348000000002,8.324597,8.526826,7.994370700000001,7.806341000000001,7.759964000000001,7.939961800000001,7.659333000000001,7.963964400000001,8.04128167,8.264102000000001,8.361659000000001,8.169761000000001,8.475693000000001,8.352948000000001,8.036198330000001,7.470465000000001,7.761696000000001,7.859031000000001,7.822561,7.9358900000000006
YJL198W,7.914709,7.845535000000001,8.319929,8.342769,8.473824,8.408312,8.725809,8.990393000000001,10.17467,8.663782300000001,8.59501167,8.890601,7.988784000000001,8.009802,8.386731000000001,8.490045,8.423254,8.781796,8.806793,10.99493,8.854716,8.5023496,8.389013,8.693571,8.103682000000001,8.055946,8.458771,8.583168330000001,8.713386,8.6705108,8.843574,11.10917,8.683178100000001,8.446967,8.6519665,8.693314
YJL197W,12.4324931,12.449822000000001,12.52797473,12.482161900000001,12.402709,12.445588500000001,12.392100000000001,12.188313,12.913077000000001,12.6678,12.623895000000001,13.025173,12.291483000000001,12.317256,12.497795,12.333658,12.495296900000001,12.725686,12.466329400000001,12.955602,12.5704163,12.723080000000001,12.266201,12.811491,12.278603,12.211488000000001,12.384854,12.6139536,12.789488,12.584138900000001,12.533807300000001,13.014813,12.51122527,12.847002,12.774425,12.892747
YJL196C,15.18585,15.002732,14.52248097,14.368582,14.26868,14.194426,14.277173999999999,14.014258,12.7346,15.202486,14.531319029999999,15.042847,15.187128999999999,15.105993999999999,14.667088999999999,14.165365,14.302617,14.4390457,14.174163,14.109943,15.15419,14.920067999999999,14.5930223,14.927487,14.869501,14.675096,14.4974666,14.352386,14.28462,14.4278783,14.437558899999999,13.16333,15.106235,15.073889999999999,15.046349,14.970392
YJL195C,7.166931900000001,7.2835108,7.24587,7.2416385000000005,6.988982,7.119205900000001,7.169926200000001,7.143260700000001,7.2747488,7.255547,7.1813813,7.2393758,7.2000829500000005,7.303299,7.361281,7.064523,7.2266689,7.1589717,7.19714263,7.134231300000001,7.312258000000001,7.20431705,7.218942,7.1427959,7.079931,7.207797200000001,7.20967757,7.1517512000000005,7.2223752,7.19818581,7.198779320000001,7.03294,7.228767100000001,7.213277000000001,7.307652,7.1590014
YJL194W,7.673939,8.722152,8.3258453,8.2773547,8.045907999999999,8.105855,7.955228999999999,8.143077,8.490124999999999,8.654596,8.165854,8.582042,7.817830999999999,8.917506,8.2851884,7.9473959999999995,8.1778398,8.2443876,8.108794999999999,8.06848,8.524685999999999,8.319867499999999,8.3379891,8.3275437,7.922897999999999,8.441448999999999,8.26149214,8.27278786,8.3173967,8.1720931,8.153207,7.831354999999999,8.678865,8.396633999999999,8.457172,8.1816249
YJL193W,9.389041,9.822061,9.8957875,9.915022200000001,9.9414944,10.0773434,9.9360784,10.0754721,10.614811,10.0677078,9.99062838,10.260635,9.53483,9.829635,9.773536,9.636966000000001,9.9780777,10.237526,9.9889092,10.445519000000001,9.870384,10.0196449,10.122143,10.117836,9.589393,9.778038,9.9098492,10.0769162,10.269046,10.113265,9.9859308,10.728161,9.9465323,10.102055,10.300106,9.9244725
YJL192C,7.407613,7.2876177,7.103816,6.927789,7.047381,7.068899,6.88089,7.3164545,7.3829365,7.549122,7.659539,7.850404,7.2507209999999995,7.3744403,7.3648197,7.217758,7.137338,7.46118,7.1018479999999995,7.611693,7.68142,7.717002,7.4266844,7.591525,7.2987518,7.070532,7.1643859999999995,7.381002,7.3094994,7.214068,7.158519,7.762453,7.5005299999999995,7.686595,7.586942,7.4513933
YJL191W,7.397083,7.22886,8.060199,8.100207000000001,8.676446,8.354362400000001,8.00032,8.388486,8.867515000000001,8.439793,8.079685,8.30501583,7.473026,7.5225040000000005,8.151993000000001,8.29866417,8.2464083,8.506438000000001,8.2246983,8.910884000000001,8.941096,8.442406,8.2156631,8.30875743,7.719483,7.4823070000000005,7.995376,8.3427527,8.534962,8.30695147,8.3149431,9.42083,8.57363,8.165154000000001,8.416147,8.2683321
YJL190C,8.3043541,6.989749999999999,7.600401,8.01122,8.138027,8.002766,8.033517999999999,8.620486999999999,9.511579999999999,9.63204,9.292842,9.44578,8.227915999999999,7.420488999999999,7.868421999999999,7.969176999999999,7.9940109999999995,8.328348799999999,8.212527999999999,9.45577,9.37209,9.213147,9.003769,9.06439,8.287776,7.779795999999999,7.90145,8.3870636,8.721262999999999,8.804044999999999,8.4092364,9.53031,9.213904,9.010005,8.980604999999999,8.938403999999998
YJL189W,7.563562500000001,6.656235000000001,7.307673,7.475669000000001,7.431862000000001,7.391018000000001,7.3264190000000005,7.4398290000000005,8.222322,8.24114,8.200276,8.088374,7.318402000000001,7.259163,7.415290000000001,7.404464000000001,7.6164776000000005,7.754154000000001,7.5778974,7.918013,8.004174,7.92124,7.578020700000001,7.731968,7.5327923000000006,7.117975,7.389683000000001,7.6044393,7.991822,7.949003,7.5327494,8.159422000000001,7.927735,7.9371160000000005,7.8881310000000004,7.819177000000001
11238_at,8.86945474,8.8121616,8.85661687,8.8744584,8.902389900000001,8.9089735,8.9097533,8.8803439,8.891027600000001,8.8148449,8.8487284,8.85668431,8.9022418,8.8344021,8.9195434,8.8772423,8.7888015,8.87251352,8.8323531,8.7838101,8.8503443,8.8274113,8.8513511,8.830588,8.9389548,8.9228866,8.86843569,8.8745563,8.829372900000001,8.8213325,8.8798932,8.8401037,8.8283205,8.8334081,8.877130300000001,8.8893956
11239_at,7.8606134,7.84566624,7.7785984,7.85450449,7.7552243,7.848372739999999,7.85819196,7.8084166999999995,7.84562299,7.9609559999999995,7.867590799999999,7.8799326999999995,7.7829660999999994,7.8196775999999995,7.84747488,7.7802716,7.8506425236999995,7.8622166,7.8642786,7.773157299999999,7.916324899999999,7.8870254,7.8371658,7.8750925,7.7691080999999995,7.884468099999999,7.849786121,7.8504774763,7.814256599999999,7.8718366,7.8189606,7.873314499999999,7.8649019,7.8822144,7.8712097,7.8230545
11240_s_at,10.0503926,10.1013471,10.06594158,10.1080694,10.0234024,10.027776000000001,9.964923,9.963849,10.0318839,10.080549,10.07398982,10.1022008,10.008601200000001,10.0991126,10.0815119,10.0075996,10.0444324,10.122382,10.0438326,9.957438,10.0414682,10.1040069,10.07587901,10.1075061,9.9975343,10.0202103,10.081429,10.066010180000001,10.0969506,10.084810300000001,10.092981,9.974486500000001,10.0394408,10.0944403,10.07540055,10.0800101
11241_at,7.87983105,7.8429235,7.9321428,7.87621516,7.707866,7.86725444,7.8026569,7.763591,7.8705682,7.88026956,7.9512252,7.990756,7.8996509999999995,7.833262,7.9067638,7.86716338,7.8956038,7.9398672,7.8621393,7.86378066,7.873160974,7.871679026,7.8952533,7.898866,7.753138,7.856095,7.8603781,7.857361,7.8581867,7.8592448,7.9256393,7.8458452,7.8858557,7.9025516,7.9268583,7.9205066
