Symbol,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36
YLR306W,7.0178712999999995,7.157666,6.945228999999999,7.1515654,7.04987464,7.1355002999999995,6.9878523,6.9740031,6.491553,6.934125,6.8717429999999995,7.227958999999999,7.0933508,7.28188,7.1632109999999996,7.1409183999999994,6.935103,7.337775,6.93213,6.849454,6.952554,7.1537339,7.05768536,7.257810999999999,7.0069047,7.091855499999999,6.9773605,7.205946,7.161802,7.021843,7.0390143,6.906105,6.900271999999999,7.278682,7.201962,7.205839
YLR307W,6.6464007,6.419480999999999,6.524628,6.6909725799999995,6.6470582,6.7482736,6.6630899999999995,6.69704301,5.958748,6.41283,6.549746,6.7816282,6.528783,6.6347524,6.7421193,6.7605325,6.6393447,7.168854,6.7560039,6.6796581999999995,6.589481999999999,6.822056,6.6942569899999995,6.821298,6.7341929,6.651567999999999,6.7294484,6.9415759999999995,7.061185999999999,6.853885999999999,6.906903,6.584232,6.487716,6.961955,6.9626339999999995,6.824256999999999
YLR308W,6.591515,6.6311435,6.6943755099999995,6.7490134,6.7781628,6.7728487,6.8167729999999995,6.6863498,6.595574,6.6818642,6.572819,6.6411839,6.595703,6.7242597,6.7359884,6.57471,6.869847,6.982786,6.7542615,6.585135,6.6294408,6.6868276,6.7435854,6.6813189,6.6042961,6.6777758,6.7779969,6.7876474,6.83154,6.7978048,6.804347,6.7135574,6.574798,6.7322926,6.70474449,6.6430438
YLR309C,6.932417999999999,6.83638,6.624003999999999,6.6779095,6.629092,6.561471999999999,6.251437999999999,6.559792,6.49662,6.7989203,6.851808999999999,7.436997,6.971482,7.055687,6.584307,5.9785759999999994,6.426394999999999,6.6514216,6.6830491,6.7889897999999995,7.001708,7.173469,7.043590999999999,7.075917,6.574075,6.591291,6.451567,6.730475343,6.612937,6.730124656999999,6.6441789,6.8154395999999995,6.7955802,7.0356749999999995,7.199489,7.1776349999999995
YLR310C,6.61118974,6.798479,6.413318,6.730358000000001,6.6808798000000005,6.570641200000001,6.347232,6.6591396000000005,6.392418,6.440091000000001,6.606672110000001,6.791944,6.724996,6.861435,6.5373352,6.359834,6.6118796600000005,6.659714,6.674330800000001,6.6407499,6.474291,6.720123,6.621156340000001,6.6913847,6.505714,6.553607100000001,6.5759371,6.772495,6.6870843,6.495062000000001,6.61966034,6.4109300000000005,6.487698,6.5913931,6.7151683,6.628544300000001
YLR311C,6.73964503,7.392175,6.7172056,7.2100859999999996,6.965180999999999,7.116433,6.847824699999999,7.065777,6.010762,6.2460949999999995,6.261911,6.627079999999999,6.74582584,7.499262,7.04313,6.902502,6.941224,6.9233199999999995,7.157738999999999,6.508368,6.618233,6.633387,6.617825,6.7374592,6.622961,7.064289,7.021519,7.069401,7.131877,6.630967,6.8926929999999995,5.771819,6.642743,6.628156,6.7515541599999995,6.7089400999999995
YLR312C,6.6419065,7.226262,6.881926,6.992323000000001,7.03064,7.017498000000001,6.880434,6.925201,4.77216,5.782401,5.42813,5.886978,6.525339000000001,7.381114,7.0749900000000006,7.133269,6.7364417,7.051108,6.963701,6.036936000000001,5.858319,5.88466,5.769752,6.1960120000000005,6.278886,7.049686,6.875075000000001,7.080315000000001,7.1338870000000005,6.954195,6.6718583,5.269030000000001,6.200283000000001,6.104127,6.011305,6.21473
YLR313C,6.8677125,6.9051025,6.776445,6.774109,6.70435,6.9154764,6.89601012,6.779113,6.4613499999999995,7.449847,7.0551569999999995,7.277242,6.88256988,6.9086642,6.778884,6.781072,6.8057685999999995,6.9664798,6.8429246,6.758182,7.008582,7.356814,7.221653,7.112611,6.780221,6.89672094,6.8358578,6.730509,6.703825,6.8240095,6.9157641,6.541568,7.191476,7.263867,7.11395,6.9628953
YLR314C,6.996468,7.171123000000001,6.831600000000001,6.591951000000001,6.119686000000001,6.387628,6.215629000000001,5.781966000000001,6.581253,6.6903553,7.2467690000000005,7.533394,7.008368000000001,7.285434,6.640376000000001,6.539104,6.127454,6.45711,6.464476,6.695884700000001,7.042244,7.321691,7.2111600000000005,6.992609000000001,6.296843000000001,6.7331873,6.40388,6.656131500000001,6.545581,6.52937,6.1824330000000005,6.833331,7.051114,7.514572,7.311800000000001,7.346752
YLR315W,7.289676399999999,7.2777682,7.3066472,7.262260889999999,7.169072699999999,7.2963985,7.2509046999999995,7.094759,6.8105329999999995,7.2100389,7.2594737,7.231251899999999,7.3949869999999995,7.4248829999999995,7.289509499999999,7.26609911,7.0479709999999995,7.338901,7.1732683999999995,6.917484,7.272899219999999,7.385438,7.3347877,7.2945952,7.1966643999999995,7.2433479,7.2819331,7.0717289999999995,7.1666737,7.145600999999999,7.2358135,6.894673,7.3215286,7.4273419999999994,7.2876387,7.291841
YLR316C,6.532663,6.555565,6.605085,6.719513,6.748956,6.91922001,6.927075747,7.091092,7.472167,6.926804253,6.80783,6.9878669,6.7225280000000005,6.648628,6.669405,6.774997,6.593093,7.042207,6.9729413000000005,7.738721,6.9514899,7.0080964,7.037407,7.087937,6.599785,6.621916,6.750171,6.764545,7.037432,6.8818374,7.076675,7.877484,6.9931942000000005,6.9618128,7.036834,7.07294
YLR274W,6.1055079999999995,6.375302,6.5057403,6.5674222,6.400593,6.5011196,6.4693803999999995,6.6989719999999995,6.879047,7.040922,6.301201,6.4589494,6.086984,6.5076729,6.728505,6.6229017,6.264627,6.7966299999999995,6.53528826,6.969346,6.822846999999999,6.7585619999999995,6.431933,6.5290117,6.258716,6.442842,6.54589174,6.679867,6.760337,6.5141352999999995,6.6106444,7.097742,6.743917,6.78461,6.6099665,6.408633
YLR275W,6.9567727999999995,7.0252436,6.9479846,6.9474979999999995,6.819421,7.0822372,7.085168299999999,7.177263,7.096683,6.796704999999999,6.817055,7.159514,6.784879,7.0637364,6.9267476,6.8151839999999995,6.825286999999999,7.317495,7.128362999999999,7.240855,6.934743699999999,7.0057896,6.9508801,7.081881399999999,6.854029,6.9110432,6.9664611999999995,7.115278,7.170942999999999,6.9759704,7.105428,7.252126,6.676076,7.0866494,7.0481329,6.9191182
YLR276C,6.21052,6.143522,6.432989,6.625496,6.7327265999999995,6.7860312,6.8925221,7.248441,8.29361,6.767606799999999,6.6469689999999995,7.377606,6.374459,6.25597,6.7193285,5.882972,6.9456169999999995,7.039009,7.042679,8.39044,7.0599419999999995,6.80132652,6.957566,7.233796,6.403179,6.393984,6.557919999999999,6.79187348,6.931094,6.915283,7.028409,8.73791,6.626271,6.738726,7.240050999999999,7.069986
YLR277C,6.41291,6.5495909999999995,6.5317519,6.5574638,6.49531,6.5118123,6.285124,6.72933,6.5429881,6.6002782,6.7068859,6.9510439999999996,6.5911213,6.61351307,6.448059,6.009552,6.5264726,6.60960693,6.738424,6.918836,6.6519518,6.922224,6.81848,6.84566,6.350631,6.441967,6.520575,6.6646754,6.5906579999999995,6.6398354,6.752291,7.061252,6.6363919,6.6863958,6.899758,6.7979959999999995
YLR278C,6.56022742,6.531795,6.366855,6.57791258,6.402088,6.525984,6.363072,6.76146,6.5407626,6.444403,6.750393,6.6687159,6.5967535999999996,6.5832569,6.322343,6.274414,6.445005,6.721553,6.759856,7.134296,6.515187,6.694441,6.6679919,6.682954,6.338974,6.441207,6.5499799,6.703922,6.722812,6.40665,6.6387728,6.897317,6.403449,6.5504937,6.675645,6.6532548
YLR279W,12.5021057,12.5123714,12.317648,12.42389691,12.401887799999999,12.43194297,12.3601649,12.436452449999999,12.4785886,12.543803,12.5109139,12.5240631,12.517980399999999,12.42321096,12.4458374,12.3459396,12.435639649999999,12.3553248,12.385271,12.3608374,12.525538899999999,12.4606291,12.4969322,12.4211926,12.4464176,12.3572584,12.3816803,12.4083449,12.410613399999999,12.311454,12.502883599999999,12.2674,12.540149,12.4743488,12.43425703,12.3528174
YLR280C,12.703938,12.402143,12.056272,12.324759,12.713702,12.091913,11.874307,11.91527,10.140509999999999,12.1353446,11.767212,12.569513,12.329864,12.2783079,12.136974200000001,12.1081716,12.2628048,12.24526,11.784983,10.929120000000001,11.337261,11.874329,12.16014,12.095528,12.044033,12.538296,12.6933,12.441285,12.751317,12.66355,12.390147,11.0667,12.2865369,12.2633778,12.2692572,12.1357616
YLR280C,13.236258,13.281883,12.955307,13.1026956,13.255348,13.0695432,12.936363,12.892954,11.91525,12.986943,12.840631,13.1305778,12.9821727,13.1668253,13.1222198,13.227947,13.103592,13.223899,12.834385,12.393723,12.620897,12.933082,12.847855000000001,13.0188714,13.053818,13.18069,13.227393,13.1578273,13.378496,13.203314,13.1151781,12.463542,12.897699,13.1007192,13.0503645,13.0660568
YLR281C,8.953634699999999,9.143282,8.859061299999999,8.9164645,8.8610495,8.9467547,8.768758,8.48205,7.848929999999999,8.692046,8.615490999999999,8.909004999999999,8.900613499999999,9.068449999999999,8.9013853,8.9330369,8.8092632,9.165809999999999,8.716940999999998,8.337337999999999,8.447975999999999,8.829115799999999,8.72152,8.957482899999999,8.7815231,9.066692999999999,9.132793999999999,8.9156751,9.190484,8.8983236,8.763900999999999,8.324562,8.731304,8.987641,8.9235008,8.8632564
YLR282C,10.183085799999999,10.168410802999999,10.2025612,10.1860956,10.1803758,10.244741,10.2049872,10.075135,10.1471126,10.152219599999999,10.1583428,10.212047799999999,10.16718027,10.193265499999999,10.199674,10.17765801,10.1321087,10.2058578,10.167389,10.0952664,10.2353066,10.1326161,10.170389197,10.144897499999999,10.0935553,10.1374818,10.2035428,10.151328699999999,10.1795181,10.1466117,10.158069,10.1579122,10.2005529,10.1894434,10.1967381,10.1366746
YLR283W,10.46906,10.3296843,10.36356825,10.3269423,10.209572,10.35650434,10.172655,10.233691,9.764415,10.234856,10.508095,10.769533000000001,10.463610000000001,10.4480727,10.3948458,10.250326000000001,10.192244,10.4137479,10.2773494,10.3283396,10.407358200000001,10.479768,10.444824,10.523541,10.174628,10.25469,10.24121,10.4233395,10.506085,10.361181421000001,10.23395,10.080315,10.359418579,10.552747,10.534208000000001,10.581835
YLR284C,6.9154373,7.802945,7.289011,7.248978,7.156357,7.1018680000000005,6.778944,6.8168868,4.71987,4.41785,4.53137,4.85844,6.9822641,8.118970000000001,7.614522,7.395318,6.9703858,7.124199,6.8637427,6.165981,4.68084,4.96687,4.90102,5.35363,7.06283,7.397271,7.392552,7.141814,7.161994,7.012937,6.67369,5.70242,4.76854,5.00253,5.09014,5.297610000000001
YLR285W,7.7548140000000005,7.571104,7.188735,7.385404,7.194903,7.326122000000001,7.275591,7.766184,8.026369,7.718330000000001,7.6199529,8.187881,7.7481480000000005,7.552716200000001,7.4537450000000005,7.119000000000001,7.102653,7.5721159,7.458627000000001,8.326039,7.395252,7.835573,7.725252,8.015911000000001,7.6334286,7.3046940000000005,7.343076,7.589540850000001,7.729006,7.60661915,7.511761300000001,8.376601,7.5051999,7.922976,8.001173,7.867380000000001
YLR286C,5.64264,6.9703729999999995,9.56034,9.95731,9.99157,9.75921,9.28448,8.618134,7.559279,6.205299999999999,6.297899999999999,6.36712,5.9687,7.5028299999999994,9.76431,10.11253,10.07028,9.43174,9.20187,7.907140999999999,6.873492,6.67852,6.7131799999999995,6.60463,6.0662199999999995,8.377265999999999,9.63859,10.03238,9.65968,9.48787,8.953289999999999,7.538694,6.877706,6.8619639999999995,6.70592,6.35579
YLR287C,11.033233000000001,11.194363000000001,11.151456,11.33806,11.364907,11.4683369,11.44553321,11.753722,11.808204,11.324331,11.4430427,11.78063,11.112116,11.084967,11.3800567,11.317158000000001,11.464166,11.713595,11.5438156,12.47816,11.249448000000001,11.5306066,11.445634,11.560886,11.204044,11.262369,11.343099,11.668721,11.749626000000001,11.606038,11.563426,12.841940000000001,11.217767,11.5294202,11.606646,11.542300000000001
YLR287C-A,11.084735,10.176114,10.732417,10.784151999999999,10.949792799999999,10.783814,10.90395399,10.446921,10.522019,11.083724,11.210241,11.229353,10.8471239,10.108431,10.874206299999999,10.9489337,10.941180899999999,10.725427999999999,10.9226489,10.8601116,10.9737461,10.778096,10.891627699999999,10.927724999999999,11.054703,10.436900999999999,10.9344862,10.9290226,11.022639999999999,11.3016,10.91553839,10.757964,10.734066,10.90486161,11.057034,11.0037094
YLR288C,8.482651,8.740091000000001,8.581648000000001,8.897230200000001,8.699095,9.043375000000001,9.010092,9.008128000000001,8.313717,8.460752000000001,8.753499,8.731963,8.632682,8.676031,8.9029775,8.8950832,9.101218000000001,9.236454,9.214689,8.853685720000001,8.515002,8.879896500000001,8.8083839,8.997661,8.651631,8.626543,8.86353428,9.005617,9.142132,8.9152305,8.734984,8.892372100000001,8.580299,8.8393846,9.009317000000001,8.877998100000001
YLR289W,8.731256,8.421604,7.7981169999999995,7.9083096,7.697076,7.805648,7.798337,7.8925427,7.714338,8.313535,8.788979,8.894435999999999,8.748344,8.266067,7.9952175599999995,7.760676999999999,7.734926,7.98800244,7.739723,7.8705,8.46166,8.478475,8.262837,8.365993,8.356843,7.889011999999999,7.865926,7.829263,8.0018804,7.9438347,7.881050999999999,7.9728723,8.617562,8.62934,8.623078,8.519378999999999
YLR290C,7.0710869999999995,7.4321326,7.41342025,7.442812,6.595846,7.560867,7.420907339999999,7.559909,5.65871,6.715016,7.1535899999999994,7.41583975,7.09265,7.580766,7.559957,7.4838284,7.534585,7.832041,7.5074399,7.045876,6.736844,7.312383,7.273442999999999,7.3924861,7.242345,7.2213519999999995,7.549322,7.629985,7.884603,7.864074,7.208303,6.792661,6.87331,7.528109,7.4652601999999995,7.3755476
YLR291C,10.946364,11.258535,11.298553,11.375808900000001,11.144855,11.4903602,11.43608373,11.584803,11.717465,11.5275669,11.281417,11.4653408,11.4114107,11.222359,11.28552,11.298651,11.251837,11.42511627,11.4644488,12.185831,11.566069,11.683427,11.603114,11.85481,11.228846,10.797952,11.28887,11.4105926,11.572691,11.4060757,11.142607,12.47067,11.779773,11.675579,11.741993,11.70292
YLR292C,8.852268,8.687581999999999,8.681188,8.644308,8.627885,8.85105,8.75613,9.09505923,9.226145,9.220641,9.313797,9.517928,8.83752,8.899327,8.708618,8.877212,8.761328,9.271032,8.745601,9.1840142,9.1533439,9.295717999999999,9.08006077,9.293512,8.719422,8.817555,8.868654,9.1616483,9.2224,9.200208,8.767602,9.730576,9.242185,9.1621976,9.336505,9.243244
YLR293C,7.659926,6.86319,7.573945,7.586634,7.8252333,7.591575,7.544233,7.8843169,8.705873,8.253275,8.258724,8.407741,7.968585,7.2640709999999995,7.655498,7.519511,7.015929,7.8402608,7.8836992,8.97351,8.316749,8.429271,8.479327,8.503211,7.7987022,7.234133,7.478752,7.637618,7.644606,7.752887,8.060312,8.99349,8.419371,8.334743,8.438189,8.458118
YLR294C,9.545954700000001,9.4703003,9.677829000000001,9.489025380000001,9.47983967,9.020411000000001,8.907708,8.8068,8.212900000000001,9.361253,9.671506,9.668438,9.5098878,9.752537,9.610374,9.4067566,9.008892,9.224583,9.293095000000001,8.768686,9.487824810000001,9.48364033,9.607597,9.614043,9.596364,9.5316242,9.5284575,9.255839,9.264140000000001,9.306148,9.118829,8.413590000000001,9.4512503,9.618154,9.690278000000001,9.705834
YLR253W,14.23621,13.329871,12.8457611,12.705491,12.476272,12.613347000000001,12.507338,12.6615,12.735196,13.767818,14.21538,14.30511,14.29928,13.293078,12.722408,12.644715,12.244367,12.708379,12.561222,12.9940389,13.715226,14.12915,14.17971,14.30049,13.579866,12.673486,12.649923,12.664177,12.814469,12.657372,12.62275,13.056719,13.663652,14.13162,14.29629,14.41356
YLR254C,9.165935000000001,10.107985,9.565878,10.008090000000001,9.951033,10.010369,9.81812696,9.982102,9.15407,9.50911,9.191896,9.203413,9.232793000000001,10.151034000000001,10.055934,9.982725,10.081743,10.342345,9.988879,9.7437968,9.164662,9.7941603,9.229619,9.339616,9.521184,10.043433,9.958376,10.096146000000001,10.32617,10.265788,9.928478,9.7592296,9.326871,9.81127304,9.362068,9.343504
YLR255C,8.643219499999999,8.641968799999999,8.5967662,8.6811758,8.6804963,8.6257706,8.6945654,8.6319677,8.5989161,8.6697483,8.7003016,8.5702335,8.61445988,8.60592902,8.6355504,8.60562109,8.639298,8.5942406,8.5930092,8.5938946,8.5421896,8.5489773,8.61948318,8.60516114,8.7032658,8.60398414,8.6695557,8.5891971,8.6006352,8.61012012,8.6996179,8.5930468,8.5981523,8.5729494,8.61923886,8.6229131
YLR256W,10.687695,11.5677298,11.773335,11.82018,12.01365,12.194495,11.955003,11.733748,10.900695,11.114501,10.886938,10.805108,10.710887,11.323484,11.938004,12.020235,11.987122,12.237047,12.249902,11.109883,11.082433,11.4320702,10.891638,11.105936,10.86285,11.664998,11.98573,12.024788000000001,12.256834,12.091241,11.841725,11.126058,11.174246,11.323484,11.132157,11.074888
YLR257W,9.148667799999998,9.023223,8.820618,9.122641999999999,9.172248799999998,9.208029799999998,9.029286999999998,9.1301466,8.904656999999998,9.528127,9.327447,9.579941999999999,9.29802,8.878791,9.115676899999999,9.123661899999998,9.0927051,9.388656999999998,9.1699547,9.1934112,9.911907999999999,9.599108,9.086443699999998,9.552978999999999,9.1486694,8.875477,9.022689,9.362392,9.375105999999999,9.403499,9.1029521,9.2554609,9.582317999999999,9.589799,9.480186999999999,9.520164
YLR258W,6.268320999999999,7.87618,7.836169999999999,7.71819,7.587324,7.573537999999999,7.380348,6.7940499999999995,4.60368,5.57647,5.5476399999999995,5.5033199999999995,6.271445,7.648829999999999,8.03239,7.743659999999999,7.753839999999999,7.4760349999999995,7.068281,5.789821999999999,5.59239,6.075737999999999,5.701648,5.939139,6.49501,7.92479,8.08013,7.5244349999999995,7.627769,7.223427999999999,6.484312999999999,5.3346,5.693121,6.110078,5.801461,5.943413
