Sample	Loading
RT4	0.4353541963473918
RT3	0.25440479605603794
RT10	0.14050827856128897
RT11	0.10909565069414554
RT9	0.10900147686983878
MT20	0.09018956307618121
MT35	0.08784502739340579
MT2	0.08329707697752375
RT8	0.08237109907797598
MT14	0.07908782402759489
MT24	0.07703098271673982
MT36	0.07173189007862707
RT2	0.06771931017674893
MT23	0.06257400847700507
MT12	0.06238646744506482
MT3	0.05540198684300268
MT15	0.054209965757550396
MT34	0.05356917390161693
MT26	0.049655175990999785
MT4	0.03892845439569966
MT11	0.03697957012851813
MT13	0.03384830296080894
RT7	0.0330818793560189
MT27	0.03252842340973257
MT5	0.02966553876458909
MT1	0.029070779178360987
MT25	0.025141591258889668
MT16	0.024617823286770795
MT18	0.02429343378784275
MT22	0.023160628993047484
MT28	0.02307445178663686
MT6	0.013803436850801903
MT8	0.013081012283276836
MT19	0.010197183909818499
MT31	4.0616003984697747e-4
MT7	-0.01736167632493063
MT17	-0.017683943773108973
MT29	-0.018373662292893563
MT32	-0.02128211684321205
MT30	-0.029197113324206592
RT12	-0.039139884700743574
RT1	-0.04616556656285407
RT6	-0.1451431571127353
RT14	-0.15142222301665526
MT33	-0.16513669023834054
RT15	-0.16712249084305378
RT16	-0.16771617073482037
MT10	-0.17283869512351047
RT13	-0.21576775087186903
MT21	-0.2614568808040607
RT5	-0.30141923627011435
MT9	-0.5014161052760608
