6.9597203	7.00630989	7.0096263	6.9741489	7.0800776	6.930709	6.89975	6.99379201	6.9639183	7.00806438	6.91954	7.0433258	7.112383	7.0512011	6.99490338	6.9491912	7.0504552	6.9516007	6.9568283	7.0196011	7.0210846	6.99669004	7.0346444	7.0227696	7.148805	7.0129719	6.9846309	7.00388067	7.002126294	6.9247194	6.9565372	7.0571958	6.99913368	7.0653528	7.001653706	6.9353352
7.591252	7.19238918	6.786649	6.883578	6.666826	6.779558	6.697786	7.1071065	7.649918	7.443502	7.647995	8.163872	7.573347	7.20357082	7.032192	6.693374	6.755855	6.928673	6.899011	8.135333	7.677811	7.657645	7.724408	7.999225	7.355259	6.929272	6.779935	7.00696	6.928443	6.839753	6.981663	8.29642	7.752206	7.838959	7.902836	7.880069
6.427136	6.140858	6.485456	6.6289868	6.7560363	6.7039332	6.321719	6.861669	6.492889	6.904188	6.557271	6.979883	6.067472	6.214396	6.6116558	6.111704	6.868721	6.7629246	6.7315881	6.86945	6.235293	6.7508842	6.900704	6.547001	6.267496	5.839361	6.471806	7.024053	6.7632326	6.904188	6.585657	7.155709	6.443205	7.25942	7.093517	6.963987
6.6153191	5.26726	6.226022	6.349026	6.462047	6.481825	6.277308	6.836352	6.6333421	7.386293	7.301979	7.085322	6.139073	5.693899	6.12345	6.21854	6.6516751	6.6057968	6.800753	7.089473	6.760457	6.866808	6.8483	6.785048	6.462614	5.753752	6.39788	6.527721	6.6775362	6.6481649	6.80842	7.088916	6.820901	6.843309	6.808218	6.776086
7.78094424	7.7399082	7.7738384	7.7633209	7.7524146	7.7889021	7.821202	7.79203943	7.8197632	7.7960377	7.893859	7.7859019676	7.7452189	7.78119137	7.8188605	7.8287045	7.79491452	7.7505088	7.7705493	7.7743525	7.8139513	7.770179	7.8153588	7.7658554	7.7329518	7.725937	7.8042414	7.77643061	7.77804527	7.7964983	7.77976898	7.8319533	7.8029471	7.7859980324	7.79443674	7.8208326
7.9483369	7.783606	7.79333	7.77001	7.494487	7.8695419	7.536845	7.8664111	7.9186922	8.085222	8.166569	8.514645	7.8837435	7.8710919	7.817628	7.561267	7.8669218	8.159146	7.8696817	8.286077	7.9452308	8.31124	8.217396	8.219662	7.8012004	7.748275	7.683016	7.8839369	7.9724158	7.9140431	7.8212408	8.370786	8.029604	8.255895	8.465897	8.352806
7.524792	7.655647	7.651198	7.7585188	7.642151	8.001877	7.853888691	8.035315	8.782086	7.742866	7.7737044	8.396941	7.413927	7.7603834	7.738593	7.467589	7.852931309	8.341403	7.983501	9.03112	7.706282	7.7656638	7.904711	8.06774	7.532655	7.651349	7.7594077	8.125982	8.311057	8.034175	7.9107795	9.25343	7.685386	7.8789684	8.061171	8.004024
8.6036813	8.724762	8.6333307	8.722128	8.4741684	8.770064	8.5265113	8.401526	7.4362	8.437945	8.4382	8.405257	8.726582	8.6448185	8.667858	8.744618	8.6200272	8.831751	8.605353	8.443014	8.5358472	8.664472	8.55211426	8.764924	8.55362513	8.690359	8.56699487	8.4688595	8.4675333	8.390974	8.5243675	8.13811	8.776666	8.547204	8.519991	8.6290584
8.5146322	8.5487954	8.5274078	8.691404	8.53052135	8.5074313	8.5788171	8.5115722	8.4924856	8.5712639	8.567372	8.401541	8.562372	8.6207354	8.52982689	8.630585	8.5709043	8.4993019	8.5389138	8.53308353	8.4864101	8.4753044	8.5104202	8.556426	8.5043319	8.564749	8.5600955	8.51956041	8.5090397	8.53301015	8.5134033	8.4865656	8.5239522	8.4487568	8.4751637	8.4951207
8.808266	8.717572	8.756818	8.825686	9.053073	8.829972	8.8524722	8.9660094	8.94376195	9.098144	8.9736165	9.0345212	9.103892	8.8542306	8.9099387	9.0009075	8.9931485	8.9145257	8.9569909	9.015	8.9837982	8.964013	8.829003	8.943481922	9.05609	8.829972	8.781896	8.8437425	8.9093439	8.9651687	8.941518078	8.9867153	8.8873659	9.0276186	8.8987365	8.835472
11.204191	10.991496	10.984938	10.8011591	10.498667	10.107753	10.192929	10.068422	9.31417	10.952656	11.15979	11.174324	11.121078	11.050421	10.915512	10.696126	10.172836	10.336151	10.36603	10.054318	10.8288409	10.988602	11.048424	11.020523	10.942756	10.7731935	10.590048	10.534815	10.207726	10.567619	10.45144	9.72681	11.090187	11.09012	11.073821	11.062883
11.38738	11.1606675	11.1225708	11.09869	11.099596	11.1167413	11.087993	11.1288409	11.1926122	11.358257	11.504767	11.648495	11.478146	11.21307613	11.1148696	10.980657	11.035873	11.013123	11.082808	11.1134949	11.477252	11.3008501	11.312572	11.443532	11.2583086	11.1113272	11.253921	11.19772387	11.1889	11.326259	11.2743298	11.1639669	11.478587	11.294602	11.397415	11.336781
10.834002	11.649178	11.46960884813	11.749373	11.807242	12.077887	11.898293	11.5409317	10.543103	11.014088	10.759473	10.812827	11.079145	11.620208	11.4969467	11.301482	11.95902	12.115439	12.06021	11.161614	11.005334	11.227323	10.878681	10.945178	11.332014	11.5321642	11.651024	11.851656	11.947829	11.88991	11.93165	11.060529	11.345604	11.46959115187	11.199068	10.920868
6.55851	6.7146117	6.7020182	6.7217057	6.623372	6.8184558	6.622332	6.76876622	6.8299493	6.390684	6.6948389	7.033518	6.527933	6.905247	6.882546	6.7495844	6.906503	7.154218	6.7617302	7.12095	6.6748925	6.7087601	6.727408	6.891667	6.632786	6.7163696	6.76479378	6.946867	7.023025	6.7953659	6.8144174	7.125332	6.61247	6.8636553	6.934821	6.7959381
7.144594	7.084698	6.67084	6.911398	6.8633834	6.833458	6.712711	6.9229231	5.74634	7.101699	6.636729	6.8447134	7.242825	7.017825	6.8713995	6.768713	6.8425182	6.89892069	6.89560244	7.018452	7.236638	7.013021	6.89163394	7.017109	7.107035	6.9935702	6.8032943	6.8753755	6.732199	6.775265	6.8072312	6.89605931	7.502937	7.023344	6.90061771	6.9300055
6.423779	6.855167	7.517108	7.1339805	7.187959	6.759869	6.149569	6.758347	6.627162	7.221236	7.93197	7.796938	6.419843	7.528179	7.279675	6.9982649	7.0169993	6.767276	6.611706	7.524078	6.509789	7.486237	7.733355	7.520421	6.471708	7.0977207	7.173733	6.928051	6.924528	6.672872	6.689876	7.661031	6.560562	7.667295	7.744812	7.56736
7.312223	6.832809	6.963913	6.923103	6.813173	6.880683	6.732378	7.1257376	6.389958	6.892496	7.126778	7.679962	7.108806	7.0862753	7.0711766	6.959431	7.1239874	7.264372	7.0222215	7.415297	6.855758	7.0448894	7.1868145	7.330138	7.1156659	6.708072	6.955533	7.1092426	7.1570732	7.0755103	7.1066647	7.318167	6.862749	7.1903415	7.414756	7.378335
