Symbol,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
YAL037C-B,10.011980731286195,9.843296762927329,10.003331881894916,10.002107736434688,9.927640229059788,9.953961854117287,9.780096807402911,9.670837203502728,9.83896913000879,9.798951448599768,9.817679364938547,9.915301718671607,10.03328376098374,9.932506333514377,9.836884540229564
YAL037C-A,9.511014992906965,9.24805397386221,9.29634617130985,9.490001526090907,9.227558007082218,9.463710892391532,9.264552836327164,9.231683718767046,9.343703858054992,9.206095996990655,9.21904061632373,9.457247344519027,9.52028494462309,9.55711419527821,9.579229954370934
YAL037W,10.291842059337265,10.127159402426082,10.191985043482953,10.170424079105066,10.140698064921153,10.24173080295729,9.945928393258507,9.885605002832502,10.090903496923536,10.053006867005946,10.14504186337486,10.284549824163532,10.290329412560006,10.11937207258055,10.024566690451662
YAL036C,9.749225744469785,9.699072163342487,9.801908850095561,9.47752802803169,9.696374637179732,9.478796501153697,9.837518204470586,9.729660092581145,9.74416459606022,9.468723234922708,9.625262650211766,9.879987669230765,9.819599848611196,9.513986455253983,9.66604642526288
YAL035W,10.023374492702406,9.960913944112605,10.038467033363244,9.71388081154206,9.845799945329505,9.738989949807092,9.892741359211819,9.878195392816648,9.967962883535327,9.671988692705165,9.881113463395032,10.006135615722725,10.09140496223437,9.893267094060382,9.894090346775972
YAL034C-B,9.478270512368152,9.562825085717908,9.70109705536125,9.508511864751338,9.565168644588528,9.448465871885338,9.392677288310326,9.326511012685328,9.422657000619395,9.06883671883451,9.68967151604256,9.704377666148707,9.74744991408307,9.564818946384909,9.762699903420078
YAL034W-A,9.511014992906965,9.760061759326087,9.84223543180394,9.734994590335441,9.661261086226109,9.694452793385288,9.76833308925183,9.59538132627934,9.665187796205995,9.468723234922708,9.773785459875846,9.919655810267235,9.95826639874158,9.821116649472213,9.711035729582072
YAL034C,9.941661263222818,9.938145129590435,9.723887940011588,9.831269713010949,9.722815231807807,9.66837175580671,9.87090509481217,9.615891896732277,9.69133246861057,9.594084429792765,9.915185571949367,9.811349604732477,9.934831200025782,9.843459925912532,9.705488194693048
YAL033W,9.735436063621655,9.626872483526943,9.5376392406896,9.526787713979871,9.599819130644116,9.674936350692942,9.780096807402911,9.49514872690046,9.634420099284638,9.355233339115392,9.657826493588106,9.5750990454435,9.71169981261478,9.545479363473685,9.48037049330631
YAL032C,10.000496270248178,10.329675062400359,10.415898806427498,10.227406499825682,10.108974024160997,10.097698999566655,10.131847661289973,9.922092749748733,10.114877157656418,10.08183483721419,10.173473423921543,10.326144021448666,10.187492221251572,10.11150274731793,10.0323425826915
YAL031W-A,10.023374492702406,10.448829470630166,10.438622263828362,10.193487820552793,10.156302265575865,10.097698999566655,10.246519516798653,9.927230761004678,10.135532214965725,10.023591090012278,10.162167947376727,10.279476963857269,10.193676102490304,10.116753730601479,10.051054221503332
YAL031C,9.18552988304985,9.280998595629761,9.374373427573284,9.339600436949718,9.394750992518292,9.303486578200902,9.123930861594838,9.440138976745624,9.42745100284353,9.152748911035678,9.633472777654724,9.653002006841163,9.428880077693188,9.587689349415896,9.568574211672722
YAL030W,9.123354912407764,9.266449338301175,9.334541645052528,9.33269172857791,9.414350836148262,9.433058034568752,9.142276658686288,9.472833774229173,9.458229636491247,9.33142330948788,9.540484461173934,9.59429193284336,9.392784182830246,9.533749937426427,9.506126588581633
YAL029C,9.735436063621655,9.752251297272851,9.941034897250526,9.708553729922489,9.759036394831403,9.782193281863918,10.075682743510596,9.626038859981511,9.74416459606022,9.671988692705165,9.75885228555693,9.706899044341146,9.532046139619956,9.636032115826165,9.384686424625128
YAL028W,9.70745487239628,9.682728515320234,9.935719987688605,9.637449899991113,9.70170166485866,9.763835758539978,9.976924167517929,9.592796880066114,9.715052581480673,9.727774765983574,9.728514065937034,9.66601845604119,9.54951008796637,9.568655946389246,9.375982287788101
YAL027W,10.111423253137254,10.092523644025741,10.05490200062687,9.760959566951636,9.974604800969075,9.788260911890708,9.565765889731253,9.750680032663558,9.638560568917088,9.78148377243037,9.981006801084817,10.114558409296764,10.258825675322168,10.060641414627547,10.264161485707879
YAL026C-A,9.965483955454285,10.096641862718348,9.917860864357387,9.806550449724796,9.838564164642259,9.806312174263464,9.657906466192125,9.585015646081676,9.75182959955234,9.93156427179158,9.773785459875846,9.836897636012683,9.97128330807789,10.11937207258055,10.003246960675316
YAL026C,9.693258098196734,10.149135660106767,9.823172813604375,9.6486196508139,9.74103948410216,9.594118174836769,9.552109082927796,9.613343965473865,9.740316768533361,9.671988692705165,9.743762921516629,9.917480407064174,10.063312607957041,9.999418056787963,9.848256903868153
YAL025C,9.123354912407764,9.445024266420505,9.154087843017003,9.532828575342638,9.37154280073948,9.417483865097239,9.481815840729023,9.39634878669216,9.621926911570753,9.307213719071479,9.566445074198008,9.626611405056511,9.424680078075196,9.485854690935607,9.485234916680671
YAL024C,10.374240281611735,10.35568149256059,10.270079065751663,10.010790247274334,9.965776248137274,10.112283121038837,9.987109852912138,9.866474282889756,9.96631667695929,10.191709973958636,10.092408930799346,10.07411636932031,10.215721141545119,9.993721279394347,9.96429134127367
YAL023C,10.604085693305947,10.711691833033655,11.013601104029707,10.402568515161228,10.660369939359372,10.380733150216486,10.50935597817028,10.234633940177918,10.594614004011207,10.572986065263697,10.458651398664372,10.490283636938779,10.616406920973098,10.1732872828656,10.217177861331523
YAL022C,10.132620700003057,9.795961702536667,9.949849798476027,9.975742209464135,9.907034909720794,9.915672896320196,9.76833308925183,9.849253581767151,9.971249672103397,10.389152028122323,9.961573816829933,9.94550796062509,9.917001546906839,9.964895002838968,9.81257772447924
YAL021C,11.05079142031066,11.212516720421661,11.30014961738735,11.114479445314112,11.036358678041855,10.91492585949706,10.859085247890633,10.533762412298282,10.871105205970034,11.081169088943206,10.880348310612153,10.784523300586876,10.953173701200386,10.699534317201994,10.504335733348698
YAL020C,10.82200262272066,10.98705990085151,11.022820544783123,10.803247923333087,10.69817250313879,10.489004579826332,10.650619444038277,10.359235815775685,10.59780727902789,10.642362971646648,10.731493124371504,10.55748529975988,10.68824237733982,10.484848294208346,10.374022255269262
YAL019W-A,10.982383403761968,11.194377069310402,11.324755237811136,11.152247286780455,11.057288117868598,10.84679051270565,10.842351050791017,10.52903877511411,10.883369552343188,11.022897907989508,10.91106530644211,10.804673244414296,10.92371486498251,10.683699619395737,10.566859265673434
YAL019W,11.028347237238403,11.195337495319588,11.243919819255796,11.098276570690908,10.913188163825314,10.71921515785869,10.886551329155242,10.476732677100127,10.800798377411109,10.938726580174967,10.848963052943201,10.740900539213115,10.848891616387135,10.60180926538275,10.501137283454216
YAL018C,9.036053740150253,9.361923697053374,9.395175765969327,9.140366251718818,9.424051800784792,9.401739733034034,9.281204615539602,9.432932293513336,9.398445084286253,9.378656782991609,9.007918699009279,9.32234279640183,9.197371515383347,9.415160109148596,9.187880738244466
YAL017W,8.943127538718914,9.30255101565718,9.361217981226659,9.179397713492012,9.449606588334747,9.486280561188082,9.377270326396696,9.518486162570845,9.429842043324708,9.446728253280643,9.057576736505524,9.338693189881758,9.207185835484596,9.290595930064983,9.17388831013867
YAL016C-B,9.283547259024074,9.295402590666036,9.301864970722914,9.03364769020659,9.361480994367195,9.440782522397573,9.481815840729023,9.587614056689464,9.458229636491247,9.282590928438426,9.293465651536446,9.12907990116,9.364558923317826,9.209362034970015,9.338840382144392
YAL016C-A,9.036053740150253,9.164206104151328,9.353266744833563,9.116430234943916,9.48710957391903,9.566140398702233,9.59269768371947,9.575884176399182,9.617738358067115,9.424392743124281,9.272590225254,9.039897022532584,9.238628978753036,9.144001345944506,9.28963689605485
YAL016W,9.320962604609072,9.425512304979367,9.413134965484465,9.311764852820549,9.468479939375596,9.425291965498998,9.59269768371947,9.659767354355012,9.613537608585911,9.232047585887383,9.540484461173934,9.315750398986069,9.545647438955047,9.38501276781087,9.460747104953526
YAL015C,10.22433395254543,10.270755189210345,10.196436298504919,10.193487820552793,10.124923241978662,10.126721286691543,10.113367908967444,9.999258222409264,10.215316460455899,10.137818159261137,10.206867816098937,10.238238846943181,10.264711840876766,10.100943094502655,10.118355132160456
YAL014C,10.460591836191346,10.858363347288362,10.882543135167065,10.76783160333622,10.679395034053275,10.489004579826332,10.598422571236899,10.426092700172019,10.676432185452018,10.661587235252812,10.591011762442285,10.542035509049342,10.705655945661668,10.25175448923423,10.283838181804159
YAL013W,10.194406030689732,10.31207329176904,10.408244082937307,10.422227498474669,10.300202163145194,10.159858822831758,10.304687163329152,10.114551933853129,10.37769470596286,10.281432202763106,10.312909591445466,10.225985623520799,10.397079876927496,10.095634142104455,10.103668347916303
YAL012W,10.400692729770583,10.901373543787678,10.826211138132875,10.71302159156922,10.54359849164834,10.47402588965909,10.571598433696824,10.270653161107056,10.546948622715508,10.583103659555796,10.372984290353598,10.517828296063408,10.430977400167396,10.225259993903904,10.150353405598674
YAL011W,10.768839615367478,10.751414634777106,10.756579420250048,10.488998018968704,10.570053128828878,10.575750787098414,10.421954997481878,10.416624942493408,10.742361673315596,10.613037556893472,10.591011762442285,10.497583372088213,10.767489213268165,10.353119404123516,10.425545085666709
YAL010C,9.410463923941693,9.663423930473215,9.597203571433909,9.734994590335441,9.608353259830656,9.311934804777229,9.732455219340254,9.63862302033849,9.537972501987038,9.532765042373125,9.505127256544645,9.47510693651847,9.675041261578357,9.43210847241526,9.577712515515115
YAL009W,9.375326841024014,9.757462967398093,9.610606840447748,9.755803821582841,9.53564361632196,9.580197106342405,9.524401408037027,9.649855670829345,9.648860051554236,9.709418050133719,9.450411635515426,9.52454052065687,9.669727449848647,9.537670351527611,9.735738992422627
YAL008W,9.42771667666446,9.577632998598943,9.50451751906551,9.614847563855031,9.529665403714763,9.179702749911275,9.524401408037027,9.504804021834804,9.388645386661363,9.378656782991609,9.364238901453248,9.533090943259538,9.67857296038922,9.398010272222901,9.386420967982724
YAL007C,8.651604630563446,8.820174062540708,8.643210522101484,8.610987321366492,8.800966404693382,8.623393980808833,8.769986437707077,9.005533259952932,8.570573693492406,8.884778438573404,8.745444652318632,8.79173343381797,8.595069384518403,8.578188053127992,8.711372789057881
YAL005C,8.395146605391112,8.558773290246874,8.386968543175941,8.783038699369975,8.569987543703432,8.55386609949405,8.8833928339221,8.877605792533418,8.863719812149915,8.595949892340622,8.264385982238002,8.376197426515732,8.591326965224333,8.382816786210634,8.431211606453557
YAL004W,8.966926229688571,9.071002725360852,8.958314058967462,9.075632643982313,9.079919091318796,9.08429547445821,9.048121775445917,9.221681685642528,8.949543099413232,8.917132091638019,9.069728697972929,9.110155825115408,9.124147945808675,9.096952057270896,9.135210217941408
YAL003W,8.125939444803985,8.491556968420463,8.279186271317762,8.677933786884843,8.522614184586272,8.539549194782152,8.793392106274183,8.805776600145762,8.787460340217342,8.555414432882325,8.084439184377828,8.318012508940047,8.506437655711315,8.255299980544804,8.304838247061248
YAL002W,9.46161529076114,9.52053561471276,9.699007191954529,9.626192994601585,9.59410153549079,9.515834500205118,9.914252037347238,9.623508801982085,9.70324127386306,9.378656782991609,9.657826493588106,9.751546185224115,9.650074290082571,9.67926262116662,9.349550285385
YAL001C,8.621932023117472,8.628696054427179,8.457894366381996,8.633649742761644,8.528621626524481,8.66355716151931,8.162911174085709,8.767329265273348,8.600597366998477,8.711140272477339,8.385996034128265,8.48008373003492,8.553358933777664,8.600849148709772,8.617016144210202
YAR002W,8.791450081993528,8.611530501785234,8.477534533633575,8.47955034810536,8.534604156922342,8.765494266074064,8.363888307024116,8.83450132954557,8.600597366998477,8.595949892340622,8.326471998617102,8.636393259224018,8.624664304354978,8.615761181689718,8.74150172529161
YAR002C-A,9.678920231731787,9.987770513580122,9.870365249592773,9.776317166163631,9.893132694646637,9.745241631655833,9.791765379632345,9.896124578324207,9.78582690758306,9.76380200864401,9.70533425167083,9.785340986388624,9.74744991408307,9.92653855843086,10.024566690451662
YAR003W,9.635031318182028,9.951849493414773,9.774384294408737,9.72447632549765,9.728045694210344,9.66837175580671,9.744513918637292,9.797445463307394,9.673282891184307,9.690824751672105,9.673836868573737,9.74665307851322,9.6228356269473,9.811434005124932,9.960803040002988
YAR007C,9.816263740508624,9.917341361670381,9.809677511196556,9.975742209464135,9.913936100747273,9.794303129758076,10.085196722351688,9.887715063255516,9.90576634999465,9.532765042373125,9.832018829422529,9.77576583690656,9.78233550458981,9.85607384916453,9.900173859536013
YAR008W,9.410463923941693,9.65507080095648,9.418225368866503,9.620531431833632,9.585482430185841,9.456108518893116,9.6450983712035665,9.786178264040283,9.57732859124851,9.06883671883451,9.531726064456793,9.396066239113605,9.428880077693188,9.398010272222901,9.540806778311799
YAR014C,10.122060907849736,10.115029741073693,10.299342813740196,10.049227595045089,10.04125367196677,9.864902194742541,9.803340332695967,10.171951402051961,10.253612762832317,10.023591090012278,10.025357660626437,10.00203521425849,10.068705875869592,9.914528435814022,10.051054221503332
YAR015W,9.90517300262705,9.874811626815037,10.09041311043905,9.841040033222626,9.85299961627273,9.648496822926132,9.657906466192125,10.048185890530084,10.08636374479423,9.633562342580325,9.810455829197828,9.711928619375023,9.85280312900619,9.71432412223719,9.853282654808734
YAR018C,9.494735649781633,9.144450470393632,8.937192310932911,8.90914127832156,9.100230398462042,9.286440245667151,9.437934895885185,9.324954614082454,9.160042971705716,9.152748911035678,9.117338126348873,9.136580569800012,9.022204812853161,9.345302548065375,9.395062540531933
YAR019C,9.494735649781633,9.690923482944076,9.532953868314369,9.556742210803826,9.63644117887479,9.594118174836769,9.8487332363085809,9.787308951992621,9.761353938409863,9.097353194106507,9.839135466504828,9.483954502341362,9.615484281745022,9.568655946389246,9.640109468459984
YAR019W-A,10.100706579092718,10.394669172766802,10.366718462272699,10.314141052759792,10.36542745476268,10.263672056421427,10.376185230276619,10.292318733867239,10.448975738467672,10.243660944708115,10.318012474193575,10.28792184839761,10.278741421402508,10.082275655381281,10.137021075568182
YAR020C,10.347293742708782,10.407986849801548,10.28269342535215,10.061815791611009,10.194589973332796,10.102576772860033,10.150093693595242,10.094595376877336,10.12080883954399,10.243660944708115,10.056222339144995,10.233000203569846,10.193676102490304,10.244576837183102,10.22882631207004
YAR023C,8.621932023117472,8.89774636334857,8.875611353708964,9.116430234943916,8.97823453117047,8.801937261988693,8.816424105452228,9.213293359158476,8.97268619666842,9.06883671883451,9.163426489403442,9.332175251915341,9.129318918120246,9.30906292684896,8.950572799295198
YAR027W,8.621932023117472,8.774633987359634,8.88299409499156,8.852306231243462,8.92457190089529,8.702632456904066,9.123930861594838,9.070132877742083,8.95287207280145,8.513707039833,9.081779156652875,9.132835110034666,9.057896643201422,9.214269235771384,9.116520677990367
YAR028W,9.649809805361738,9.8843716189097,9.665150978794422,9.626192994601585,9.628072072412941,9.812279416966629,9.8487332363085809,9.767965690194883,9.772700762724332,9.899536260472209,9.8031959433251,9.77816558869131,9.931874851200304,9.880975578237477,9.919470486195644
YAR029W,9.664438440382629,9.960913944112605,9.786244891584747,9.776317166163631,9.814179387311153,9.937676570853096,9.997224129408146,9.837293973886537,9.90576634999465,10.023591090012278,9.961573816829933,9.857469212096898,10.026370966020474,9.920545994793871,10.018986709557408
YAR030C,9.693258098196734,9.826037693450989,9.647920191205888,9.614847563855031,9.520651378343763,9.70090004220148,9.392677288310326,9.74137562606041,9.564328821572278,9.573932838730041,9.374071795765449,9.639867049102852,9.749130401272431,9.85607384916453,9.938512415640192
YAR031W,9.693258098196734,9.803539685182473,9.546964581667824,9.550800860219825,9.414350836148262,9.493725997524965,9.695662311323792,9.703546060598425,9.611432638118561,9.6139584161939,9.531726064456793,9.399187705252476,9.732236787806187,9.762021337236128,9.781277167026937
YAR033W,9.693258098196734,9.798492122057093,9.667290428945451,9.697840191058747,9.48710957391903,9.6617771539102,9.538321761917585,9.62477438560288,9.497512614330526,9.355233339115392,9.600348154842656,9.605145736661319,9.6873645673039,9.932506333514377,9.891649740676293
YAR035W,9.165101176242699,9.31674247576254,9.5306054635714,9.681619215604796,9.417591744343177,9.493725997524965,9.2306613525218,9.34505799459793,9.425055993008733,9.282590928438426,9.007918699009279,8.874806382350112,9.022204812853161,9.003664025201783,9.052413477087354
YAR035C-A,10.565636596266764,10.929350777611287,11.067244286006247,10.783116608379757,10.865333258773122,10.634185643519338,10.480806621641921,10.392308593103314,10.829152427764907,10.73602063691513,10.548226851053176,10.439641110748958,10.63015135680687,10.200744445053658,10.144215328649198
YAR042W,10.663549254599284,11.09906528769557,11.186901300124637,10.845116428740917,10.913188163825314,10.650931389719142,10.657013244136895,10.316799290611563,10.832770755966042,10.754044051843861,10.607776662152501,10.54062274367889,10.672388408583185,10.28944361850333,10.22882631207004
YAR047C,6.055164140431088,4.411909425412343,4.253494692076833,4.687131247465905,5.927128278416797,5.508811490246922,4.486730072160665,4.533092441950666,4.351650505879245,4.488056711588359,5.783616571418587,5.170877686635454,5.046933948124427,4.259455730542746,4.285086885369165
YAR050W,9.123354912407764,9.288218569418472,9.117000903750371,9.058984993768519,9.264023717007962,9.242921844960986,9.067450762173488,8.858367992875763,8.93614985494433,9.307213719071479,8.903160621258385,9.158851397341284,9.194907467798606,9.290595930064983,9.17589555641497
YAR053W,9.842230373071533,9.910339569173892,10.045063504188496,9.64304558529461,9.796861445298612,9.463710892391532,9.281204615539602,9.277464330659665,9.26554291225496,9.6139584161939,9.665853890451627,9.634579397808192,9.733935078904285,9.824329810114264,9.708264628598897
YAR060C,9.410463923941693,9.511310026429681,9.210926012415548,9.346476218846458,9.1242324230684,9.17044098630513,9.10534876506671,9.024835248148547,9.09825109174963,9.206095996990655,9.383838126001708,9.213069263791427,9.329044537593724,9.477715249721966,9.47711840838603
YAR064W,10.35633196065904,10.348792153924,10.472050143140002,10.166544019024386,10.173657586334116,10.097698999566655,9.956334486228776,10.008013974837429,9.995664765718073,10.067492856069425,10.162167947376727,10.260722360227899,10.243408295969093,10.3239047638,10.191612198991217
