Symbol,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
threonine,20.185359413535938,20.425766030811534,20.2688602533311,20.32084791473478,20.44980456355824,20.568829169435773,20.415009981792277,20.750975709025933,20.719560394613577,20.235043847753314,20.196404417295106,20.40727087664611,20.36626066329533,20.60033490033682,20.525573059760728,20.316560702763017,20.36841978034151,20.454605539782268,20.36288735885445,21.076380038963407,20.77005972949564,20.348712307824382,20.127793277949607,20.409287338162596
mannitol,19.039970356961167,19.125697237043358,18.71987563589626,19.14630846176854,19.07763981836585,19.338914068444524,19.31625943146909,19.37964488767126,19.24573373737878,18.916991276590526,19.18669218860024,19.40549398686488,19.118963878185134,19.27540387770826,19.145298652385268,19.197019068091006,19.04612394308857,19.232591903539646,19.285573050727216,19.483702957358354,19.294072496953,19.06750788859859,19.115696491864675,19.426178744814482
threonate,15.239337472099264,15.432280897214161,15.435659410301275,15.763705148111528,15.956625721179082,16.141235697926902,16.022996254201086,15.462725919003715,15.07045641594465,14.481442076576318,14.867455719011094,15.28116936974005,15.286750262114065,15.681471776502116,15.746199379523775,15.847424434727419,15.904626782276303,16.106269846205947,16.142871557555225,15.400890551678227,15.271159029993358,14.816517044430542,14.718336650491638,15.551670320756402
3-hydroxy-butanoate,16.87270293240145,16.845998383968375,17.093531044231487,17.029887505955507,17.20247301205046,16.94254886790259,17.407627375080178,16.720057174705524,16.459581037765023,16.091311409722717,16.53587779150693,16.47530067575366,17.028287405864397,17.374292360813588,17.29814313695061,17.21795138883548,16.944326967691946,16.932933674581626,17.096344551658852,16.619651625724646,16.52885595655319,16.52015825086304,16.24838470967122,16.87367145091919
pseudouridine,16.092915394916975,16.234976433089596,16.11904918430817,16.14170137528109,16.32938467142321,16.32873335566788,16.151393182854086,16.514909210721928,16.279906759656317,16.128806602038143,16.494095128142444,16.433476774199494,16.263477059480127,16.188598503819843,16.095259648123022,16.332799991636605,15.99141112419436,16.066257405352253,16.576794322865393,16.342173076525206,16.41034644930907,16.222065322394013,15.921686000163973,16.274590324600556
ribulose-5-phosphate,15.455027484003528,15.548716567650345,15.155055374909212,14.849975159112509,15.003188472013191,15.051803709042758,15.184746229971722,15.508888302326422,14.953696297922246,14.914151516246765,15.510815668278115,16.11142098518489,15.714147116211112,15.132238639251698,15.203857771205584,15.065724657554025,14.835935255813233,14.828781108980358,15.317294834087857,15.544894018411318,15.08119214007615,14.82097669262124,15.244264718288973,15.388065981147449
2-amino-adipinate,15.119508568181148,15.055663736593432,15.034956541012923,14.88140078827952,14.345301282433807,14.575952804251978,14.89001088366999,16.055395424109218,15.693241913755061,15.377572062790115,15.920779285696481,15.6907073549287,14.849649439171882,14.879296060392985,15.162010987066763,14.837061189593564,14.878705547399992,14.629717097002336,15.421177267344309,15.66031165175011,15.91583270704563,15.705200378063116,15.851927935959147,15.404197281886194
phenylalanine,17.349373387304876,17.653429409324502,17.49204615240988,17.460943772895963,17.34611113931877,17.571932830896234,17.466262374679136,17.537013595635354,17.308451617778275,16.93984700135805,17.330076554797458,17.380762609688603,17.53765825352734,17.52533727956561,17.55896373440131,17.365707298398945,17.336550144051387,17.451133285781967,17.801430502233853,17.63543472216468,17.428739096485423,17.097486938084156,17.023100967787055,17.42308134522196
NADfragment,15.311547296086164,15.405507144236287,15.957699110044283,15.390045770012097,15.653740778706569,15.507092608850094,15.495740542561789,15.68776750842548,15.687731064078239,15.157833752267639,16.138665116707188,15.831505185085327,15.507763675429565,15.355867235613749,15.73641954911616,15.649396532520479,15.08834657484054,15.109993845845157,15.76317777934953,15.671144809260657,15.778436526155883,15.574547625503312,15.612292594109512,15.561696972805137
alanine,22.696902597385588,22.20438726150658,22.258098343487028,22.53621282338055,22.767678020001576,23.09169950059466,22.768122254008876,22.72859946829676,23.008196639454592,22.79736685740441,22.119012338594153,22.848963851089387,22.646256628787835,22.72572821107905,22.522423809593473,22.37772614550097,23.00669611654904,23.135945958845515,22.501650050581297,23.11208331817968,23.193805114536826,23.019743812851214,22.639796866930023,22.888933093642752
norvaline,13.851488791565819,14.803626635260308,14.790348496751914,14.565419468096692,14.983171762188007,15.221901745107692,14.846045329389373,14.039233230364598,13.638171908623125,13.369642781914958,13.276560638218413,13.500800393595808,14.167104482379933,15.213389053906685,15.040189815844505,14.867133922312968,14.968681791194438,15.139697895316544,15.008837094388566,14.013497154291704,13.817016944540958,13.70789831624117,13.109830654278793,14.457043307051899
2-methylmalate,15.550546397155838,15.66248758230818,14.924626959905327,14.888156590907519,14.49031816426571,14.250939867906864,14.585079902767108,15.25502856981873,14.735362100254964,15.021327032624372,15.652219445540645,15.784072461105804,16.05704687223065,15.547225923425199,15.047535775933778,14.48892800762706,14.5931965715082,14.433781021038394,14.63026712502677,15.132566668268627,15.010149258371777,15.233444921137067,15.62057304701176,15.267986913155402
