Symbol,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
YDL248W,8.764585142863545,8.623255875693065,8.117987391459414,7.836208038598543,7.91947521151334,8.134855009362077,8.437428138323646,8.368971660672218,8.358196248602127,8.266786540694902,8.449992120484382,8.924100839148222,9.005193984781318,8.359101417350006,8.99815373711023,8.95582714248156
YDL247W-A,1.1009042455114604,2.0937838505856825,0,1.9163600120576068,1.8120817659795996,1.6461223828286242,1.6211066339259494,1.944717794897403,1.1138487816350746,1,1.1755952631520936,1.8393599570168686,0,1.957603585557384,0,0.9342958576713002
YDL247W,2.976243597390356,2.9140523175567137,2.827265235649248,3.596789591429344,4.114755160023949,3.079752571654999,3.634430590448356,4.0999577456454235,4.0121119801922855,3.700439718141092,3.892144918987548,3.1268963989941763,4.223759728141712,3.47178171745027,3.8085532935724182,3.462122344193611
YDL246C,4.183753513365322,3.922597575204384,3.427021497129878,3.2209620767720106,3.0932996366420697,2.8855231901656837,4.050572884854523,3.63209353408322,4.112626247414208,3.807354922057604,4.118126145323501,3.924272647344335,3.500276920479138,3.2709008124291055,4.307033719303284,4.0431941034464876
YDL245C,4.354955969342553,4.439724486564762,4.07492627704053,3.4210794467294976,4.215709920069443,4.731126287033339,4.5751428285476585,4.972508700159452,4.206591377091482,4.857980995127572,4.778002111358099,4.99738943406501,4.857993264246097,4.303565730960467,4.7561302386976205,4.62555693495025
YDL244W,6.685033096461751,6.980695987937191,6.692569785127655,6.32334849714446,6.050907398021234,6.375067868234098,6.898912281485316,7.00318883588835,6.945366054348031,7.491853096329675,7.68786052543261,7.739627176787943,7.54446874072288,6.770248897149802,6.382096817351055,7.232632610460544
YDL243C,7.413152721880281,7.40837948623437,7.668385339113297,7.022626470879607,6.700036459777256,7.4031236612432645,7.203256820903322,7.605660837289107,7.601851915025382,7.672425341971495,8.01717827242433,8.589457674053934,7.643489126967893,7.210352733190067,7.470698941279093,7.350059367317951
YDL242W,3.989464330040677,4.874226556461406,4.733818291678265,3.7534041546310113,4.215709920069443,5.042149173444714,5.052228492845462,4.6291742921922285,4.4565435859630025,4.754887502163468,5.276713241046525,5.356388278527533,5.18462674484081,3.6480800149699384,4.307033719303284,4.395136153033434
YDL241W,3.88153643690228,3.28042653930698,4.07492627704053,3.7534041546310113,4.901209214366717,3.891849992154916,4.138230602157351,4.321747590392921,3.193701895609272,4.700439718141092,4.485467453049573,3.5000434681294896,4.105231281012346,4.40525299269329,3.4751056021694997,3.78171725355861
YDL240C-A,1.1009042455114604,2.0937838505856825,0,1.9163600120576068,1.1736027731766028,2.068625735983215,1.0271926379831156,0.963381560388631,0,0,0,2.2832605640215666,1.9809006651797658,1.2881112215311405,0,1.496674755766535
YDL240W,9.046563880374391,9.15968532282585,9.313645089468704,9.140224069987378,9.065945346794205,8.926652037862125,9.28980868350029,9.531386657523486,9.67028708279213,9.700439718141093,9.619356215701057,9.45870314894826,9.503943012594627,9.385179999880755,9.152727674965766,8.937180451368933
YDL239C,9.847828234944318,9.335425908973095,8.52378133571356,7.301681449907328,7.76147020862299,8.929805891376148,8.774856058350275,8.762026347998619,8.761852851304527,8.707359132080883,8.819132013184008,9.343176508426344,9.976614500646479,9.60414883366238,9.647347527971139,9.677790155795822
YDL238C,9.336993958275402,8.972103288764986,8.42486693945319,6.824960529067767,6.050907398021234,7.8182995658444,7.760988258365925,7.880312672127478,8.038644944031013,7.965784284662087,8.085631984240697,9.005972429310681,9.172966484876387,8.969824533215103,9.104284492332832,9.185348787080883
YDL237W,10.398403221554453,10.287283883903434,10.280335428990265,10.204871025054002,9.615783543452702,10.297734118952883,10.411393895838644,10.358406400334095,10.203584272276998,10.192292814470767,10.19288645312919,10.626018178436482,10.215290227757011,9.838068612835484,10.019025632706896,10.134696949814153
YDL236W,9.62748773780532,9.729064883680678,10.157864678435715,11.130291310583797,10.811143967430477,10.28054346526604,10.339242042778045,10.28011695389369,10.345889156094895,10.33427328530719,10.35420110677998,10.024349784364295,9.597477215893822,9.796562181451653,9.700957803287091,9.709530488221459
YDL235C,9.21999916597195,9.387987368875578,9.538476300739902,9.876876346870883,10.187759827351377,9.560311946327943,9.577372298086846,9.4611873890518,9.545479188240394,9.612868497291041,9.323057468517721,8.961892080380983,8.958946911157494,9.160033224647766,9.220725803003306,9.312741241232393
YDL234C,10.933195445449876,10.794321093074437,10.403645945867257,9.344914114237211,9.45729959592141,9.870413489782209,9.900882123036784,10.083223011940596,10.086427558823766,10.06204613772049,10.205246380863347,10.968101437306881,11.147853595371364,10.86320048692396,10.978569796372307,10.995445856783956
YDL233W,8.905580704152364,8.74182133522435,8.765289380208369,8.251856746591708,8.467050418466027,8.18850514065413,8.320497017931446,8.339660584002793,8.268447127712003,8.257387842692651,8.460341692698652,8.973039075445827,8.697346090582917,8.830532968682158,8.9651473371410475,8.989830007548168
YDL232W,7.6119944908885095,7.857890394580314,7.752374523177914,8.31606678780027,8.398911039016863,8.285250742298425,8.533514312688562,8.525918456830217,8.517928551057887,8.7414669864011465,8.597941603064875,8.530317628541066,8.505928667211952,8.352751333667213,8.136852716491592,7.899417133940677
