Sample	Loading
T8	0.5220366031794559
T3	0.3445917619558424
T11	0.3094114119746706
T15	0.23159448982982764
T13	0.20711107598148715
T2	0.12335916292033912
T9	-0.04464240354296141
T10	-0.06951957695374102
T1	-0.07390387465726005
T7	-0.10173576748481512
T14	-0.10512373590718885
T16	-0.23678441362732466
T6	-0.24029173526623515
T5	-0.24587929603267591
T4	-0.30250301732822443
T12	-0.3190452116837465
