Time,dO2
1,16.36332767402377
1.0341796875,16.826825127334466
1.068359375,16.71360582306831
1.1025390625,17.9953007518797
1.13671875,19.648026315789473
1.1708984375,26.789473684210524
1.205078125,26.907894736842103
1.2392578125,26.907894736842103
1.2734375,27.855263157894736
1.3076171875,27.855263157894736
1.341796875,30.096325719960277
1.3759765625,30.096325719960277
1.41015625,30.57894736842105
1.4443359375,30.69736842105263
1.478515625,34.60526315789473
1.5126953125,35.43421052631579
1.546875,35.43421052631579
1.5810546875,36.14473684210526
1.615234375,36.52368421052631
1.6494140625,37.39750692520775
1.68359375,37.75956937799043
1.7177734375,37.85338345864661
1.751953125,38.06907894736842
1.7861328125,39.08157894736842
1.8203125,39.507894736842104
1.8544921875,39.815789473684205
1.888671875,39.984962406015036
1.9228515625,40.40789473684211
1.95703125,40.64473684210526
1.9912109375,40.49248120300752
2.025390625,40.49248120300752
2.0595703125,40.881578947368425
2.09375,40.56015037593985
2.1279296875,41
2.162109375,41
2.1962890625,41
2.23046875,41.118421052631575
2.2646484375,41.118421052631575
2.298828125,41.23684210526316
2.3330078125,41.23684210526316
2.3671875,41.23684210526316
2.4013671875,41.23684210526316
2.435546875,41.473684210526315
2.4697265625,41.59210526315789
2.50390625,41.59210526315789
2.5380859375,41.59210526315789
2.572265625,41.71052631578947
2.6064453125,42.30263157894737
2.640625,42.18421052631579
2.6748046875,42.30263157894737
2.708984375,42.30263157894737
2.7431640625,42.30263157894737
2.77734375,42.53947368421052
2.8115234375,42.776315789473685
2.845703125,42.776315789473685
2.8798828125,42.89473684210526
2.9140625,43.13157894736842
2.9482421875,43.13157894736842
2.982421875,43.13157894736842
3.0166015625,43.48684210526315
3.05078125,43.68421052631579
3.0849609375,44.19736842105263
3.119140625,44.19736842105263
3.1533203125,44.19736842105263
3.1875,44.315789473684205
3.2216796875,44.43421052631579
3.255859375,44.78947368421053
3.2900390625,44.78947368421053
3.32421875,44.78947368421053
3.3583984375,44.78947368421053
3.392578125,45.14473684210526
3.4267578125,45.14473684210526
3.4609375,45.14473684210526
3.4951171875,45.381578947368425
3.529296875,45.73684210526316
3.5634765625,46.09210526315789
3.59765625,46.09210526315789
3.6318359375,46.09210526315789
3.666015625,46.09210526315789
3.7001953125,46.09210526315789
3.734375,46.21052631578947
3.7685546875,46.21052631578947
3.802734375,46.328947368421055
3.8369140625,46.68421052631579
3.87109375,46.921052631578945
3.9052734375,46.80263157894737
3.939453125,46.80263157894737
3.9736328125,46.80263157894737
4.0078125,47.03947368421052
4.0419921875,47.1578947368421
4.076171875,47.1578947368421
4.1103515625,47.1578947368421
4.14453125,47.39473684210526
4.1787109375,47.75
4.212890625,47.75
4.2470703125,47.75
4.28125,47.75
4.3154296875,47.868421052631575
4.349609375,48.10526315789473
4.3837890625,47.98684210526315
4.41796875,47.98684210526315
4.4521484375,48.10526315789473
4.486328125,48.223684210526315
4.5205078125,48.223684210526315
4.5546875,48.223684210526315
4.5888671875,48.223684210526315
4.623046875,48.223684210526315
4.6572265625,48.460526315789465
4.69140625,48.460526315789465
4.7255859375,48.460526315789465
4.759765625,48.460526315789465
4.7939453125,48.57894736842105
4.828125,48.57894736842105
4.8623046875,48.57894736842105
4.896484375,48.57894736842105
4.9306640625,48.57894736842105
4.96484375,48.57894736842105
4.9990234375,48.57894736842105
5.033203125,48.57894736842105
5.0673828125,48.57894736842105
5.1015625,48.69736842105263
5.1357421875,48.815789473684205
5.169921875,48.815789473684205
5.2041015625,48.815789473684205
5.23828125,48.93421052631579
5.2724609375,49.05263157894736
5.306640625,49.05263157894736
5.3408203125,49.05263157894736
5.375,49.05263157894736
5.4091796875,49.05263157894736
5.443359375,49.05263157894736
5.4775390625,49.05263157894736
