Sample	Loading
T32	0.2673996945513118
T12	0.2628275593278034
T20	0.23699544875201928
T35	0.2348577694954515
T18	0.19716847673403595
T34	0.1691689265201167
T36	0.16412604306816
T24	0.16161153609727272
T14	0.1520524060438321
T2	0.12510074695368534
T29	0.11211012452371287
T28	0.10413543426590055
T22	0.08381861698238863
T15	0.06911178102549513
T23	0.06376734044228774
T30	0.0193607943295711
T26	-0.0015867847265399401
T4	-0.012525242936054995
T6	-0.0177794874792994
T11	-0.020552650656627754
T31	-0.030033239067677003
T19	-0.04330483593402553
T8	-0.05860587025642094
T27	-0.06355237660361754
T3	-0.06604721165590334
T16	-0.08111001212563873
T1	-0.09234018727379784
T13	-0.12304143925060476
T17	-0.1306033638109302
T5	-0.13292669088269848
T25	-0.1488525441371029
T7	-0.17544083579686356
T33	-0.2358844191634874
T10	-0.2680787562253501
T9	-0.359245388559748
T21	-0.39891700744825953
