Sample	Loading
T9	0.3689344521494971
T32	0.30105755800793965
T10	0.22302210767046812
T12	0.21963534876196308
T20	0.21353361230478948
T11	0.1985273678980667
T21	0.17419917018667636
T33	0.15420205443760368
T35	0.1491218417969129
T23	0.14202371864544422
T24	0.1356347497824992
T22	0.1329258444068138
T36	0.12715316228609713
T34	0.11851953282985954
T13	0.016404296083891084
T1	0.015884800548812125
T8	-0.024026807963437743
T25	-0.028686982096107524
T31	-0.04817407437279927
T30	-0.09037577176421434
T19	-0.09069475226803707
T29	-0.10831359970900573
T7	-0.11365421228252676
T18	-0.12327396596483717
T28	-0.1240442463102741
T6	-0.1536125170411978
T17	-0.15978317058706312
T27	-0.16221409607395532
T15	-0.17292201543113428
T4	-0.17403536811286097
T16	-0.1759943990382786
T3	-0.17942066745529525
T26	-0.1838496798832455
T5	-0.18811665858952212
T14	-0.20140183960595112
T2	-0.20744713580521132
