Sample	Loading
T9	0.3795530265881874
T2	0.32880772948067294
T14	0.3063696243571476
T32	0.25335852318505425
T26	0.24068399728317244
T13	0.20907383501227497
T1	0.18710406925831058
T3	0.18347859335623498
T25	0.15295364960426455
T15	0.12120455289062937
T20	0.0969940578052841
T27	0.06611937121470746
T4	0.027745977545337103
T16	0.005605752776882167
T24	-0.005803446887377909
T36	-0.012446201853674722
T21	-0.0459890820840153
T23	-0.04616000685572179
T12	-0.06661243497826247
T35	-0.06694626354835628
T28	-0.0726546312488845
T17	-0.08348267977815083
T33	-0.09777019377970134
T5	-0.10179636153188269
T29	-0.11241477445431544
T11	-0.13545258286103634
T34	-0.14245132215767198
T22	-0.14818723953015178
T6	-0.1549548529308222
T7	-0.15580103239050946
T8	-0.15985691899533383
T31	-0.16547857936026203
T10	-0.1818608350370868
T30	-0.1903426068637192
T18	-0.19349521988763194
T19	-0.20016791757936475
