Sample	Loading
T12	0.16992455788912827
T35	0.16908438151468894
T34	0.1690236917580638
T24	0.16856700267217525
T18	0.16844014627625642
T22	0.16834306760789883
T36	0.1681989013119706
T32	0.16776133667970117
T29	0.16751823284222966
T20	0.16744705463882914
T33	0.16740059099780993
T23	0.16739903675091664
T13	0.16697153457870467
T30	0.16694967051223544
T10	0.1667851019569225
T14	0.16678185039299592
T6	0.16673598511238358
T11	0.16667847220118487
T31	0.1666267569973252
T28	0.1665782741693336
T15	0.16645487419160412
T1	0.16624462687529476
T2	0.16619984230182586
T19	0.1661842894203375
T8	0.1660479989845926
T21	0.16602547459853223
T4	0.16593949211712525
T25	0.16567508499700193
T16	0.16542169062246795
T27	0.16518513555810943
T5	0.1651359763874423
T7	0.16496711418461904
T17	0.16478246436172855
T26	0.1647816467601131
T3	0.1646236303048164
T9	0.1628892501807008
