value,dim,ratio,cum_ratio,distance
4921.178239002934,0,695.7646312597716,NA,NA
128.86329910772798,1,0.4770705957261043,0.4770705957261043,0.9738145434183996
97.93612041839425,2,0.27555604978893317,0.7526266455150374,0.23999989836888336
44.18124917932015,3,0.056078984404168725,0.8087056299192061,0.548876870039646
34.76139086854688,4,0.034715102201701445,0.8434207321209076,0.21320941543641103
31.019661395257184,5,0.027643833192071292,0.8710645653129789,0.10764038434018253
24.16083818700612,6,0.016770582658717944,0.8878351479716968,0.22111212372227107
23.014904578043392,7,0.015217472137569821,0.9030526201092667,0.04742938138541153
21.281571982316237,8,0.013011625853749856,0.9160642459630165,0.07531348174177455
18.75659585321071,9,0.010107231187804416,0.9261714771508209,0.1186461287353977
16.406739793144222,10,0.007733369099115786,0.9339048462499367,0.12528158512645282
13.677927084731726,11,0.005374829925295735,0.9392796761752324,0.16632266634427684
13.405153083769301,12,0.005162590927034007,0.9444422671022664,0.019942641839852615
13.125175823510675,13,0.004949193316813644,0.9493914604190801,0.020885793583186874
12.588007822473788,14,0.004552376431805709,0.9539438368508858,0.04092653753823827
11.862967857565332,15,0.004043066321201326,0.9579869031720871,0.05759767352654632
11.67279064799523,16,0.003914475245877847,0.961901378417965,0.016031166218563153
11.031711475573887,17,0.0034963101220760995,0.965397688540041,0.05492081471806798
10.56803769756126,18,0.0032085799522398855,0.9686062684922809,0.0420309921120835
9.919818021861625,19,0.002827037493264677,0.9714333059855457,0.06133775202649239
9.692447173268965,20,0.0026989264116684345,0.9741322323972141,0.022920868920334292
9.484347759127214,21,0.00258427720874583,0.9767165096059599,0.02147026549865272
9.341655977669063,22,0.0025071013876784265,0.9792236109936383,0.01504497568858465
9.208713793503117,23,0.002436251439205157,0.9816598624328435,0.014231115391504567
8.700541867265926,24,0.002174787160910099,0.9838346495937536,0.055183811510757685
8.3931433774663,25,0.0020238272640676126,0.9858584768578212,0.035330959207972135
8.24668478509376,26,0.001953812786768475,0.9878122896445897,0.017449790356941608
7.880066048250083,27,0.001783954910142335,0.989596244554732,0.04445649935673024
7.564887671081349,28,0.0016441033922604625,0.9912403479469925,0.0399969207413845
7.365013005550062,29,0.0015583722072863705,0.9927987201542788,0.026421365950397013
7.061531879723063,30,0.0014325902999984582,0.9942313104542773,0.0412057827458423
6.823461807774605,31,0.001337622878186589,0.9955689333324639,0.033713658169846616
6.680976775707637,32,0.0012823426360572137,0.9968512759685211,0.020881633997661075
6.355299088496973,33,0.0011603690744274337,0.9980116450429486,0.048747016812697885
6.031236149158421,34,0.0010450494106836192,0.9990566944536322,0.050990981671515945
5.730125250237759,35,9.433055463677377e-4,0.9999999999999999,0.049925237791042076
