Sample	Loading
T4	0.5239930806835439
T12	0.4032270129015272
T13	0.38009626581316475
T11	0.1261251748242667
T5	0.11873601339590283
T14	0.06990107709555499
T3	0.030420654988952685
T10	0.008724659611576011
T9	-0.09081141747682636
T15	-0.14325523946692995
T8	-0.16997049440557022
T2	-0.20357615029287915
T16	-0.22413771651152356
T7	-0.2336928867439112
T1	-0.2915250296871966
T6	-0.305832698928525
