Sample	Loading
T7	0.3730875217836755
T21	0.28193113190216973
T20	0.24036661465664758
T8	0.23393465777137268
T9	0.19339652271684027
T17	0.19063968517697838
T22	0.18984889512164793
T19	0.15698211653419725
T18	0.1136374667364651
T6	0.09113933794890179
T13	0.05201808547013651
T5	0.015399237032999868
T16	-0.026042319997922888
T10	-0.03555265739413509
T14	-0.04146833072854314
T24	-0.15724943288999824
T15	-0.16333788294564872
T2	-0.18193142623456404
T4	-0.201493069320882
T23	-0.20358868425489438
T11	-0.2136357586112782
T12	-0.26290373309571374
T3	-0.26951348520969265
T1	-0.39065713208565167
