Sample	Loading
T6	0.38592453950414596
T12	0.2963566735857663
T21	0.29439722564564813
T3	0.23773764172323908
T20	0.1875268598822913
T18	0.17142244564400863
T22	0.1299651984249014
T2	0.12758938704583528
T4	0.1132138245060841
T5	0.09583615625496855
T14	0.07991442180208147
T8	0.02971929036337721
T9	-0.052700590505407686
T24	-0.05785819631794722
T11	-0.07209610960081078
T10	-0.12759125580504177
T15	-0.1531802763762478
T13	-0.15480083977670964
T23	-0.15546733502748275
T17	-0.19377782270477337
T19	-0.27081050928789546
T1	-0.2739829976582498
T16	-0.30210116612568333
T7	-0.3415153327135134
