Phase,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
1A,0.3201311717198294,0.47847346567249255,0.670056067469149,1,0.8764995594840606,0.3902851978659469,0.4421478755094095,0.35326871408388494,0.3066587553688439,0.23645372961836464,0.19355645587785686,0.4194622710320077,0.29262354772199456,0.394808485808115,0.3195486551320648,0.30615680676951157
1B,0.5665049103426194,0.5681721478962665,0.410063002863087,0,0.15068140143460623,0.442115857182533,0.45096833793445656,0.46119148235046203,0.4857447435484245,0.5532148810562489,0.6096097947735125,0.7329297088545361,0.6709492144217489,0.7093300188090169,0.6870823722610626,0.6322622081508046
2A,0.20933463125534751,0.3414787941881706,0.48614572954240437,0.6316790893333566,0.5098455119562074,0.15535214039238515,0.19362150619224022,0.10270291775681442,0.09209451993660442,0.08225525168753522,0.09219741187181249,0.3752934168996251,0.20335589088013942,0.3312996697813131,0.24759278847132232,0.23059259768659626
2B,0.6740989566600735,0.7071265763765202,0.640291434474222,0.5107349415581312,0.6419924518408014,0.7371307916038344,0.7593294964298308,0.779251991998394,0.7730819541813049,0.7821448173122314,0.7925122668465241,0.83052728664736,0.782387029992368,0.7717657863990255,0.7539674965738103,0.6951457366640671
