Phase,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
1A,0.22205237977152534,0.3221376693351516,0.589865935574883,1,0.7542540140533504,0.3998713600816064,0.42086534843778917,0.3841070648917728,0.35976671261690835,0.29297893682423165,0.05751821700179084,0,0.12314194258111269,0.12775301978218076,0.16007086882465765,0.22492841353236148
1B,0.6084176636469278,0.5460406031860869,0.43693703779966486,0.0010976573474478111,0.06664071565157142,0.3331259299185742,0.29192103795530433,0.34251700160250903,0.3637174733405358,0.4306506467692505,0.6653514999256791,0.6397601805093817,0.6379083515701014,0.6910186747931745,0.6824355094068799,0.7008825383656667
2A,0.2943475735275679,0.33417829087273904,0.5044567238138316,0.6654355222778818,0.3986989629441507,0.1460543759504872,0.15669792192107695,0.1606279181388062,0.15760189371634997,0.14932864834375112,0.12336712799685846,0.11425925173610686,0.20041529127972704,0.24754384777513527,0.2815658794215312,0.3477439068068839
2B,0.44693104393326477,0.45148554851475564,0.45669924233086895,0.3621664056476003,0.44730416421809727,0.6016666942018185,0.570102487734494,0.5794916177839889,0.5826337938946785,0.5863851125553005,0.5712229371260121,0.5131723091657805,0.5130404328962561,0.5204319480791363,0.498018444092413,0.49586733915168646
