Phase,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
1A,0.18713801728941346,0.23880543204879837,0.34081575057176017,0.6235291139363839,0.5208725956293642,0.3635296830116308,0.41512930047524454,0.5959778733374703,0.44414091851095205,0.009983479537454846,0.022475238442503386,0.040079867044595964,0.07600239859548572,0.14607685421163735,0.14785917128811982,0.17884842239889853
1B,0.7745603310622287,0.7024873671240673,1,0.7965738221053255,0.7355708722472908,0.8209119643241817,0.769724202298022,0.8880823358864666,0.6590825338158048,0.21987106420762975,0.31284513537745373,0.30065347954554283,0.37020208496615176,0.5206227663290539,0.7430101333403399,0.774334383370448
2A,0.4026369295482178,0.39523999986121067,0.5755614432472264,0.7217420390399948,0.5630093800502636,0.41259637453046233,0.4097284275322286,0.5642695338346827,0.4114308642441824,0,0.037102469685878214,0.0682985270356564,0.11360605763982418,0.21702350864627445,0.3131655615202931,0.3980414131718709
2B,0.4437131334043641,0.4476778185442585,0.563572390264967,0.481341676538316,0.5412675270070567,0.688135963592667,0.7113064023333016,0.8430683568270333,0.6396129905164867,0.22170483231846488,0.3071901561445263,0.2829087694746162,0.32597077228641896,0.41519456740816507,0.4978298483462351,0.46067128497834414
