Data,1A,1B,2A,2B
H3K4me3,0.7285409001027404,0.49921280643479904,0.20028205021305387,0.8436494022519309
H3K9ac,0.5910615297501148,0.5851349885526811,0.42344537338160715,0.4941524853893713
H3K14ac,0.7230230499918272,0.601147567402212,0.39404001011078327,0.783125663181448
H3K18ac,0.6244809867831262,0.6506471908745001,0.422736703372134,0.576246330437181
H3K36me3,0.8346173321435835,0.3870736749563595,0.45684145462898895,0.25016492685983643
H3K56ac,0.4838076150750477,0.5078301043740928,0.48756757103909215,0.5344186949343468
H4K5ac,0.6531298031488688,0.6519469724001359,0.3990126610465658,0.7765007601048348
H4K16ac,0.8725970074548095,0.16485771863391888,0.5401779416565381,0.2936331183148937
