Phase,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
1A,0.2401016860094077,0.3671308353223967,0.6166694169161245,1,0.8688090492173106,0.5087931626875539,0.5347481398564248,0.6451516223185256,0.4594902104338361,0.40576020871706203,0.2344815754504199,0.06939084989628508,0.28613228546767827,0.15447476873682814,0.5452981881484092,0.20884455729054133
1B,0.47466094263611286,0.4904560991997119,0.3440734568339569,0,0.14199434762596436,0.45148410285537965,0.40221830285855914,0.5892031349135461,0.44892398727915267,0.5358071811831104,0.6422939474596963,0.5939986202445007,0.5911690738950227,0.5639914078619941,0.771857342336568,0.5879748877858719
2A,0.19275725213782527,0.295447175914074,0.4448258687654417,0.6121027945341572,0.4778682094287724,0.2373152114190813,0.24219679215093,0.44904100597770547,0.21457912810451416,0.251060275096521,0.22429339028900305,0.09812488660979057,0.2561683668483719,0.16541324319325418,0.5464503637725812,0.2256844968798353
2B,0.5937969895916115,0.6363194420988647,0.6197579259226972,0.565721643527015,0.680355374277922,0.815571797434953,0.7868890792169903,0.8486886011145108,0.7773560335142359,0.78253834060838,0.7424171443223021,0.6819617807712074,0.7085205797366736,0.6424546845404849,0.8065003836254199,0.6090449336940178
