Time,dO2
47.95,52.469845722300136
47.95269761606023,52.469845722300136
47.95539523212045,52.469845722300136
47.958092848180684,52.49929873772791
47.96079046424091,52.469845722300136
47.96348808030113,52.469845722300136
47.96618569636136,52.469845722300136
47.96888331242158,52.469845722300136
47.971580928481806,52.469845722300136
47.97427854454204,52.469845722300136
47.97697616060226,52.440392706872366
47.97967377666249,52.440392706872366
47.98237139272271,52.440392706872366
47.985069008782936,52.4109396914446
47.98776662484317,52.4109396914446
47.99046424090339,52.440392706872366
47.99316185696362,52.440392706872366
47.99585947302384,52.440392706872366
47.998557089084066,52.469845722300136
48.00125470514429,52.469845722300136
48.00395232120452,52.440392706872366
48.00664993726475,52.4109396914446
48.00934755332497,52.4109396914446
48.012045169385196,52.38148667601683
48.01474278544542,52.38148667601683
48.01744040150565,52.35203366058906
48.02013801756588,52.35203366058906
48.0228356336261,52.38148667601683
48.025533249686326,52.4109396914446
48.02823086574655,52.4109396914446
48.030928481806775,52.440392706872366
48.03362609786701,52.469845722300136
48.03632371392723,52.49929873772791
48.039021329987456,52.49929873772791
48.04171894604768,52.52875175315568
48.044416562107905,52.49929873772791
48.04711417816814,52.49929873772791
48.04981179422836,52.49929873772791
48.052509410288586,52.469845722300136
48.05520702634881,52.469845722300136
48.057904642409035,52.469845722300136
48.06060225846926,52.469845722300136
48.06329987452949,52.469845722300136
48.065997490589716,52.469845722300136
48.06869510664994,52.469845722300136
48.071392722710165,52.469845722300136
48.07409033877039,52.469845722300136
48.07678795483062,52.440392706872366
48.079485570890846,52.440392706872366
48.08218318695107,52.440392706872366
48.084880803011295,52.4109396914446
48.08757841907152,52.38148667601683
48.090276035131744,52.35203366058906
48.092973651191976,52.35203366058906
48.0956712672522,52.32258064516129
48.098368883312425,52.29312762973352
48.10106649937265,52.26367461430575
48.103764115432874,52.20476858345021
48.1064617314931,52.20476858345021
48.10915934755333,52.14586255259467
48.111856963613555,52.1164095371669
48.11455457967378,52.086956521739125
48.117252195734004,52.057503506311356
48.11994981179423,52.057503506311356
48.12264742785446,52.02805049088359
48.125345043914685,51.99859747545582
48.12804265997491,51.99859747545582
48.130740276035134,51.99859747545582
48.13343789209536,51.99859747545582
48.13613550815558,51.96914446002805
48.138833124215815,51.96914446002805
48.14153074027604,51.93969144460028
48.144228356336264,51.93969144460028
48.14692597239649,51.91023842917251
48.14962358845671,51.85133239831697
48.152321204516944,51.85133239831697
48.15501882057717,51.79242636746143
48.157716436637394,51.76297335203366
48.16041405269762,51.73352033660589
48.16311166875784,51.70406732117812
48.16580928481807,51.67461430575035
48.1685069008783,51.64516129032258
48.17120451693852,51.61570827489481
48.17390213299875,51.61570827489481
48.17659974905897,51.58625525946704
48.1792973651192,51.58625525946704
48.18199498117943,51.58625525946704
48.18469259723965,51.55680224403927
48.18739021329988,51.58625525946704
48.1900878293601,51.61570827489481
48.19278544542033,51.64516129032258
48.19548306148055,51.70406732117812
48.19818067754078,51.73352033660589
48.20087829360101,51.76297335203366
48.20357590966123,51.79242636746143
48.20627352572146,51.8218793828892
48.20897114178168,51.85133239831697
48.21166875784191,51.88078541374474
48.21436637390214,51.88078541374474
48.21706398996236,51.85133239831697
48.21976160602259,51.79242636746143
48.22245922208281,51.76297335203366
48.225156838143036,51.73352033660589
48.22785445420327,51.67461430575035
48.23055207026349,51.64516129032258
48.23324968632372,51.61570827489481
48.23594730238394,51.58625525946704
48.238644918444166,51.5273492286115
48.2413425345044,51.49789621318373
48.24404015056462,51.46844319775596
48.24673776662485,51.43899018232819
48.24943538268507,51.40953716690042
48.252132998745296,51.40953716690042
48.25483061480552,51.40953716690042
48.25752823086575,51.40953716690042
48.26022584692598,51.40953716690042
48.2629234629862,51.38008415147265
48.265621079046426,51.38008415147265
48.26831869510665,51.38008415147265
48.27101631116688,51.35063113604488
48.27371392722711,51.35063113604488
48.27641154328733,51.35063113604488
48.279109159347556,51.35063113604488
48.28180677540778,51.35063113604488
48.284504391468005,51.35063113604488
48.287202007528236,51.35063113604488
48.28989962358846,51.35063113604488
48.292597239648686,51.35063113604488
48.29529485570891,51.35063113604488
48.297992471769135,51.35063113604488
48.300690087829366,51.35063113604488
48.30338770388959,51.35063113604488
48.306085319949815,51.35063113604488
48.30878293601004,51.35063113604488
48.311480552070265,51.35063113604488
48.31417816813049,51.35063113604488
48.31687578419072,51.35063113604488
48.319573400250945,51.35063113604488
48.32227101631117,51.35063113604488
48.324968632371395,51.35063113604488
48.32766624843162,51.35063113604488
48.33036386449185,51.35063113604488
48.333061480552075,51.35063113604488
48.3357590966123,51.32117812061711
48.338456712672524,51.32117812061711
48.34115432873275,51.29172510518934
48.343851944792974,51.26227208976157
48.346549560853205,51.2328190743338
48.34924717691343,51.17391304347826
48.351944792973654,51.14446002805049
48.35464240903388,51.08555399719495
48.3573400250941,50.99719495091164
48.360037641154335,50.9382889200561
48.36273525721456,50.90883590462833
48.365432873274784,50.84992987377279
48.36813048933501,50.82047685834502
48.37082810539523,50.79102384291725
48.37352572145546,50.76157082748948
48.37622333751569,50.73211781206171
48.378920953575914,50.67321178120617
48.38161856963614,50.6437587657784
48.38431618569636,50.61430575035063
48.38701380175659,50.55539971949509
48.38971141781681,50.55539971949509
48.392409033877044,50.55539971949509
48.39510664993727,50.58485273492286
48.39780426599749,50.58485273492286
48.40050188205772,50.55539971949509
48.40319949811794,50.52594670406732
48.405897114178174,50.496493688639546
48.4085947302384,50.496493688639546
48.41129234629862,50.43758765778401
48.41398996235885,50.40813464235624
48.41668757841907,50.37868162692847
48.4193851944793,50.3492286115007
48.42208281053953,50.26086956521739
48.42478042659975,50.23141654978962
48.42747804265998,50.20196353436185
48.4301756587202,50.20196353436185
48.43287327478043,50.17251051893408
48.43557089084066,50.14305750350631
48.43826850690088,50.14305750350631
48.44096612296111,50.084151472650774
48.44366373902133,50.084151472650774
48.44636135508156,50.054698457223
48.44905897114178,50.02524544179523
48.45175658720201,49.96633941093969
48.45445420326224,49.96633941093969
48.45715181932246,49.90743338008415
48.45984943538269,49.84852734922861
48.46254705144291,49.81907433380084
48.46524466750314,49.78962131837307
48.46794228356337,49.73071528751753
48.47063989962359,49.701262272089764
48.473337515683816,49.701262272089764
48.47603513174404,49.64235624123422
48.478732747804266,49.55399719495091
48.4814303638645,49.52454417952314
48.48412797992472,49.4656381486676
48.486825595984946,49.318373071528754
48.48952321204517,49.25946704067321
48.492220828105395,49.1711079943899
48.49491844416563,49.1711079943899
48.49761606022585,49.11220196353436
48.500313676286076,49.08274894810659
48.5030112923463,49.02384291725105
48.505708908406525,48.99438990182328
48.50840652446675,48.99438990182328
48.51110414052698,48.99438990182328
48.513801756587206,48.90603085553997
48.51649937264743,48.84712482468443
48.519196988707655,48.78821879382889
48.52189460476788,48.64095371669004
48.52459222082811,48.552594670406734
48.527289836888336,48.523141654978964
48.52998745294856,48.493688639551195
48.532685069008785,48.46423562412342
48.53538268506901,48.43478260869565
48.538080301129234,48.40532959326788
48.540777917189466,48.31697054698457
48.54347553324969,48.22861150070126
48.546173149309915,48.22861150070126
48.54887076537014,48.110799438990185
48.551568381430364,48.05189340813464
