ID,Symbol,GeneTitle,Loading,p value
YBR052C,RFS1,Rad55 (Fifty-five) Suppressor,0.00862718658665536,0.29208
YGR131W,FHN1,Functional Homolog of Nce102,0.00862688374430772,0.11358
YGR010W,NMA2,Nicotinamide Mononucleotide Adenylyltransferase,0.00862589294841469,0.06582
YMR164C,MSS11,Multicopy Suppressor of STA genes,0.0086120017028096,0.10168
YGR253C,PUP2,PUtative Proteasome subunit,0.00861010631588849,0.15157
YPR005C,HAL1,HALotolerance,0.00859991082805949,0.15349
YKR051W,HFL1,Has Fused Lysosomes,0.00857938411318905,0.06875
YLR028C,ADE16,ADEnine,0.00857573329723643,0.14396
YMR194C-A,NA,NA,0.00857484562310168,0.18316
YHR198C,AIM18,Altered Inheritance rate of Mitochondria,0.00857322936968942,0.33946
YDR027C,VPS54,Vacuolar Protein Sorting,0.00857106993486645,0.21677
YNL275W,BOR1,BORon transporter,0.00856537752965951,0.0917
YDR084C,TVP23,Tlg2-Vesicle Protein,0.00856419378257548,0.20786
YHL030W,ECM29,ExtraCellular Mutant,0.00856260157306348,0.11706
YPR052C,NHP6A,Non-Histone Protein,0.00855947512771829,0.25293
YBR167C,POP7,Processing Of Precursor RNAs,0.00854518487880687,0.17495
YIL066C,RNR3,RiboNucleotide Reductase,0.00853617763409902,0.23256
YKL007W,CAP1,CAPping,0.00853325620859449,0.1264
YML083C,NA,NA,0.00852608697614236,0.18003
YJR156C,THI11,THIamine metabolism,0.00850438127047427,0.37468
YML034W,SRC1,Spliced mRNA and Cell cycle regulated gene,0.0084940962709543,0.06549
YJL003W,COX16,Cytochrome c OXidase,0.00849302649911572,0.16728
YJR025C,BNA1,Biosynthesis of Nicotinic Acid,0.00848876947636692,0.1467
YNR060W,FRE4,Ferric REductase,0.00847731098838418,0.11157
YLL020C,NA,NA,0.00847444658064149,0.1277
YMR100W,MUB1,MUlti Budding,0.00847136943491044,0.34496
YLL025W,PAU17,seriPAUperin,0.00842867899483807,0.08835
YBL106C,SRO77,Suppressor of rho3,0.0084275778858214,0.16172
YOR141C,ARP8,Actin-Related Protein,0.00842514910941689,0.1
YPR037C,ERV2,Essential for Respiration and Viability,0.00842132857609588,0.3364
YML092C,PRE8,PRoteinase yscE,0.00840952675716666,0.12656
YIL075C,RPN2,Regulatory Particle Non-ATPase,0.00840097398438464,0.09269
YMR150C,IMP1,Inner Membrane Protease,0.00839767573914846,0.24729
YKL094W,YJU3,NA,0.00838521777706602,0.07488
YBR094W,PBY1,P-BodY associated protein,0.0083770286902864,0.12068
YOL111C,MDY2,Mating-Deficient Yeast,0.00837094718232979,0.08797
YHR200W,RPN10,Regulatory Particle Non-ATPase,0.0083673265729056,0.10657
YOL105C,WSC3,cell Wall integrity and Stress response Component,0.0083579995466666,0.15788
YOR389W,NA,NA,0.00835640529476822,0.26171
YLL019C,KNS1,Kinase Next to SPA2,0.00834087722804598,0.1248
YFR052W,RPN12,Regulatory Particle Non-ATPase,0.00833421486607784,0.08851
YOR132W,VPS17,Vacuolar Protein Sorting,0.00833175107428577,0.15401
YFR045W,MRX20,Mitochondrial oRganization of gene eXpression (MIOREX),0.0083260282839206,0.28544
YPL141C,FRK1,Fatty acyl-CoA synthetase and RNA processing-associated Kinase,0.00830980176308168,0.21744
YOR163W,DDP1,Diadenosine and Diphosphoinositol Polyphosphate phosphohydrolase,0.00829163452967216,0.10439
YBR005W,RCR1,Resistance to Congo Red,0.00829159719818433,0.25124
YDL248W,COS7,COnserved Sequence,0.00828906817296726,0.1401
YBR051W,NA,NA,0.00828875972621133,0.19152
YJR114W,NA,NA,0.00828791079414111,0.21639
YJL211C,NA,NA,0.00827993399974225,0.10552
YLR362W,STE11,STErile,0.00827002094160332,0.14894
YDR506C,GMC1,Grand Meiotic recombination Cluster,0.00826992825124039,0.11981
YOR087W,YVC1,Yeast Vacuolar Conductance,0.00826186708575916,0.10678
YKL032C,IXR1,Intrastrand cross (X)-link Recognition,0.00825978249836915,0.18674
YOR356W,CIR2,Changed Intracellular Redox state,0.00825723917558909,0.20118
YDR230W,NA,NA,0.00824197998328395,0.11599
YPR148C,NA,NA,0.00824088626266016,0.0801
YOR138C,RUP1,Rsp5-Ubp2 interacting Protein,0.0082397878553914,0.10731
YMR252C,MLO1,Mitochondrially LOcalized protein,0.00823531905566212,0.14012
YDR277C,MTH1,MSN Three Homolog,0.00822031042097719,0.19508
YJL053W,PEP8,carboxyPEPtidase Y-deficient,0.00821838781623086,0.12149
YHR194W,MDM31,Mitochondrial Distribution and Morphology,0.00821201618799174,0.13576
YPL271W,ATP15,ATP synthase,0.00820969350927815,0.32886
YBR140C,IRA1,Inhibitory Regulator of the RAS-cAMP pathway,0.00820061493059834,0.20511
YDR229W,IVY1,Interacting with Vps33p and Ypt7p,0.00819893536469824,0.07317
YGR183C,QCR9,ubiQuinol-cytochrome C oxidoReductase,0.00819389906227738,0.3065
YOR055W,NA,NA,0.00819350713981383,0.15001
YGR223C,HSV2,Homologous with SVP1,0.00817468792588614,0.20303
YKL085W,MDH1,Malate DeHydrogenase,0.00817161597611988,0.33543
YOL165C,AAD15,Aryl-Alcohol Dehydrogenase,0.00815843052046845,0.20381
YJR146W,NA,NA,0.00815700870641579,0.16917
YHR022C,NA,NA,0.00815275964696918,0.18064
YLR031W,NA,NA,0.0081468655956641,0.16038
YML120C,NDI1,NADH Dehydrogenase Internal,0.00814166524677468,0.40416
YMR159C,ATG16,AuTophaGy related,0.00813694436137532,0.12624
YNR016C,ACC1,Acetyl-CoA Carboxylase,0.00812986120150994,0.21744
YGR167W,CLC1,Clathrin Light Chain,0.00812965360279241,0.14465
YHR116W,COX23,Cytochrome OXidase,0.00812116917480241,0.41836
YMR001C,CDC5,Cell Division Cycle,0.00811184306125829,0.37058
YDL126C,CDC48,Cell Division Cycle,0.00811007241365658,0.21054
YDL025C,RTK1,Ribosome biogenesis and TRNA synthetase-associated Kinase,0.0081060579826939,0.11227
YJR098C,NA,NA,0.00810084309684306,0.18255
YPR030W,CSR2,Chs5 Spa2 Rescue,0.00809713932107855,0.19826
YAL055W,PEX22,PEroXisome related,0.0080926835276729,0.11595
YLL050C,COF1,COFilin,0.00807572763571179,0.16897
YMR253C,NA,NA,0.0080727009244632,0.09302
YCR082W,AHC2,Ada Histone acetyltransferase complex Component,0.00806661955259301,0.12737
YDR327W,NA,NA,0.00806135175401922,0.10368
YGR077C,PEX8,PEroXin,0.00805887812127588,0.08788
YMR068W,AVO2,Adheres VOraciously (to TOR2),0.00805611581228423,0.09846
YAR018C,KIN3,protein KINase,0.00804779186900624,0.19865
YLR279W,NA,NA,0.00803515610107713,0.17094
YMR086W,SEG1,Stability of Eisosomes Guaranteed,0.00802747779584257,0.14771
YJR150C,DAN1,Delayed ANaerobic,0.00800611283777443,0.18149
YHR101C,BIG1,Bad In Glucose,0.00798761985574278,0.10412
YKL038W,RGT1,Restores Glucose Transport,0.00798586825303424,0.12253
YPL236C,ENV7,late ENdosome and Vacuole interface function,0.00796560556540399,0.10448
YLL020C,NA,NA,0.00796075454828768,0.1771
YDR466W,PKH3,Pkb-activating Kinase Homolog,0.00795957797450927,0.12535
YKL005C,BYE1,BYpass of ESS1,0.00795438173792462,0.11742
YGR010W,NMA2,Nicotinamide Mononucleotide Adenylyltransferase,0.00794792121497586,0.03609
YNL329C,PEX6,PEroXin,0.00794710378187837,0.10001
YGR112W,SHY1,SURF Homolog of Yeast,0.00793952706634892,0.32767
YOR009W,TIR4,TIp1-Related,0.00793788579927113,0.13853
YGR080W,TWF1,TWinFilin,0.00793644685626689,0.10006
YOL117W,RRI2,NA,0.00793284795470723,0.11439
YLR337C,VRP1,VeRProlin,0.00792399005803357,0.10816
YFR019W,FAB1,Forms Aploid and Binucleate cells,0.00789509406990077,0.20098
YOR090C,PTC5,Phosphatase Two C,0.0078850483695532,0.07363
YLR141W,RRN5,Regulation of RNA polymerase I,0.00788248327951992,0.09876
YOR002W,ALG6,Asparagine-Linked Glycosylation,0.007876628722479,0.10288
YPR106W,ISR1,Inhibition of Staurosporine Resistance,0.00787642619255832,0.19472
YDR477W,SNF1,Sucrose NonFermenting,0.00787390810666023,0.12967
YLR193C,UPS1,UnProceSsed,0.00787192967478357,0.11956
YDL216C,RRI1,Regulator of Rub1 specific Isopeptidase,0.0078630683662227,0.1244
YOR364W,NA,NA,0.00785358209272244,0.21782
YBR196C,PGI1,PhosphoGlucoIsomerase,0.00785233539691457,0.17112
YDL133W,SRF1,Spo14 Regulatory Factor,0.00784470188683619,0.11302
YOL089C,HAL9,HALotolerance,0.00783713559078754,0.13574
YFR008W,FAR7,Factor ARrest,0.00781966505031271,0.09628
YER095W,RAD51,RADiation sensitive,0.0078159752507316,0.1279
YER014W,HEM14,HEMe biosynthesis,0.00779470003074374,0.20209
YPL164C,MLH3,MutL Homolog,0.00778551865879628,0.05269
YBL095W,MRX3,Mitochondrial oRganization of gene eXpression (MIOREX),0.0077844294426632,0.33
YHR178W,STB5,Sin Three Binding protein,0.00778437294273607,0.09084
YKL209C,STE6,STErile,0.00778281456097232,0.08379
YJL206C,NA,NA,0.00777568083002193,0.10231
YER115C,SPR6,SPorulation Regulated,0.00776025758394301,0.16014
YPR081C,GRS2,Glycyl-tRNA Synthase,0.0077556835486966,0.13228
YJL004C,SYS1,Suppressor of Ypt Six,0.0077473825877599,0.11037
YNL057W,NA,NA,0.00774623250427606,0.22405
YHR082C,KSP1,Kinase Suppressing Prp20-10,0.00773765471009713,0.12808
YIL146C,ATG32,AuTophaGy related,0.00772674906777731,0.11128
YMR040W,YET2,Yeast Endoplasmic reticulum Transmembrane protein,0.007716597014629,0.16564
YDR443C,SSN2,Suppressor of SNf1,0.00770299280709703,0.09278
YHR017W,YSC83,NA,0.00769689040370414,0.22869
YNL135C,FPR1,Fk 506-sensitive Proline Rotamase,0.00769381797626828,0.12277
YCR023C,NA,NA,0.00769340245513863,0.23374
YHR004C,NEM1,Nuclear Envelope Morphology,0.00768391209136411,0.12295
YGL055W,OLE1,OLEic acid requiring,0.00767110458902523,0.18986
YKR089C,TGL4,TriacylGlycerol Lipase,0.00766997075787583,0.11167
YDR394W,RPT3,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",0.00766915347519568,0.12581
YDL115C,IWR1,Interacts With RNA polymerase II,0.00766005316937683,0.14645
YDR426C,NA,NA,0.0076587471433295,0.19959
YGR225W,AMA1,Activator of Meiotic APC/C,0.00765430351301066,0.14731
YLR030W,NA,NA,0.00764552074312823,0.1408
YLR417W,VPS36,Vacuolar Protein Sorting,0.00764159588684467,0.11361
YKR096W,ESL2,EST/SMG-like,0.00764100984039672,0.20793
YCL048W,SPS22,SPorulation Specific 2 too (2),0.00762983413453843,0.1267
YML058W,SML1,Suppressor of Mec1 Lethality,0.00762226906927597,0.30778
YOL053W,AIM39,Altered Inheritance rate of Mitochondria,0.00762198402680297,0.40022
YGR059W,SPR3,SPorulation Regulated,0.00760961168335032,0.16939
YKL182W,FAS1,Fatty Acid Synthetase,0.00760241975293966,0.19184
YBR016W,NA,NA,0.00759448593423233,0.1486
YFL018C,LPD1,LiPoamide Dehydrogenase,0.00759026478944877,0.27651
YGR197C,SNG1,NA,0.00758786085036217,0.11398
YJL166W,QCR8,ubiQuinol-cytochrome C oxidoReductase,0.00758748433669628,0.20988
YKR055W,RHO4,Ras HOmolog,0.00757728863975408,0.08571
YGR241C,YAP1802,Yeast Assembly Polypeptide,0.00757095703765692,0.29754
YDR424C,DYN2,DYNein,0.00757056851773796,0.17401
YOL016C,CMK2,CalModulin dependent protein Kinase,0.00757034095906448,0.14175
YBR090C,NA,NA,0.00756972027393549,0.17049
YIL089W,NA,NA,0.007556761194398,0.08026
YDR287W,INM2,INositol Monophosphatase,0.00753680410712405,0.05367
YHR001W-A,QCR10,ubiQuinol-cytochrome C oxidoReductase,0.00753418585843298,0.29996
YGR288W,MAL13,MALtose fermentation,0.00750804185271943,0.12359
YHR199C,AIM46,Altered Inheritance rate of Mitochondria,0.00750730059322103,0.10009
YGR026W,NA,NA,0.00748137291413348,0.20543
YKL195W,MIA40,Mitochondrial intermembrane space Import and Assembly,0.00748005898681193,0.42646
YKL002W,DID4,Doa4-Independent Degradation,0.00747735640539926,0.20605
YEL024W,RIP1,Rieske Iron-sulfur Protein,0.00747694646071347,0.35921
YLR181C,VTA1,VpsTwenty Associated,0.00746266259491625,0.10619
YGR180C,RNR4,RiboNucleotide Reductase,0.00745648314303233,0.21022
YOR352W,TFB6,NA,0.00745457466310687,0.16336
YOR380W,RDR1,Repressor of Drug Resistance,0.0074358246374985,0.26851
YIL065C,FIS1,mitochondrial FISsion,0.00742810989629678,0.34198
YML048W,GSF2,Glucose Signaling Factor,0.00742571610059707,0.28193
YJL083W,TAX4,NA,0.00742560246682724,0.13046
YKL064W,MNR2,MaNganese Resistance,0.00741860207150928,0.12577
YBR109C,CMD1,CalMoDulin,0.00740154397715191,0.09261
YJL023C,PET130,PETite colonies,0.0074009577798899,0.09753
YKL020C,SPT23,SuPpressor of Ty,0.00739366853338126,0.08655
YLR012C,NA,NA,0.00737897167178228,0.26793
YMR122C,NA,NA,0.00736862010835361,0.13673
YOR007C,SGT2,Small Glutamine-rich Tetratricopeptide repeat-containing protein,0.00735209031038547,0.27465
YGL228W,SHE10,Sensitivity to High Expression,0.00735134702746774,0.11575
YKR096W,ESL2,EST/SMG-like,0.00734589330163647,0.11753
YBL091C-A,SCS22,Suppressor of Choline Sensitivity,0.00734428239887123,0.10787
YIR007W,EGH1,Cryptococcus neoformans EGCrP2 Homolog,0.00733995885527798,0.15448
YDL045C,FAD1,FAD synthetase,0.00733423624560697,0.21911
YDL193W,NUS1,Nuclear Undecaprenyl pyrophosphate Synthase,0.00732767968719539,0.09649
YPL056C,LCL1,Long Chronological Lifespan,0.00732260730806173,0.235
YGL048C,RPT6,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",0.00732223311187767,0.12224
YNL116W,DMA2,Defective in Mitotic Arrest,0.00731023673896617,0.12712
YER181C,NA,NA,0.0072891028510213,0.23257
YKL105C,SEG2,Stability of Eisosomes Guaranteed,0.00727521674028948,0.09846
YGR157W,CHO2,CHOline requiring,0.0072750962059814,0.33159
YHR180W,NA,NA,0.00727357696451827,0.08358
YOR044W,IRC23,Increased Recombination Centers,0.00727241926508885,0.41131
YHR101C,BIG1,Bad In Glucose,0.00725725564784493,0.14605
YIL071W-A,NA,NA,0.007245601923699,0.13266
YDR525W,API2,APIcal,0.00723280614049883,0.2264
YHR027C,RPN1,Regulatory Particle Non-ATPase,0.00722895689523844,0.13275
YML013W,UBX2,UBiquitin regulatory X,0.00722447543952302,0.17086
YMR210W,MGL2,MonoacylGlycerol Lipase,0.0071969588756735,0.42145
YJL196C,ELO1,ELOngation defective,0.00719549193814539,0.39013
YPL231W,FAS2,Fatty Acid Synthetase,0.00718790184329749,0.24416
YOR303W,CPA1,Carbamyl Phosphate synthetase A,0.00717649156812605,0.3982
YBR161W,CSH1,CSG1/SUR1 Homolog,0.00717463133594039,0.23561000000000001
YDR105C,TMS1,NA,0.00717255581427336,0.09251
YAR020C,PAU7,seriPAUperin family,0.00717023578162731,0.13764
YNL242W,ATG2,AuTophaGy related,0.00716996377559352,0.25748
YMR151W,YIM2,NA,0.00716684777551678,0.19005
YIL034C,CAP2,CAPping,0.00716322649928523,0.1998
YBR256C,RIB5,RIBoflavin biosynthesis,0.00715226274065699,0.14169
YLL029W,FRA1,Fe Repressor of Activation,0.00715025168712726,0.13771
YOR290C,SNF2,Sucrose NonFermenting,0.00713943815297184,0.22982
YNL293W,MSB3,Multicopy Suppressor of Bud Emergence,0.00713408127326717,0.08704
YNL257C,SIP3,SNF1-Interacting Protein,0.00712882593445873,0.14305
YBR057C,MUM2,MUddled Meiosis,0.00712875227766422,0.20096
YGL141W,HUL5,Hect Ubiquitin Ligase,0.007128316609949,0.10798
YER125W,RSP5,Reverses Spt- Phenotype,0.00711451628429102,0.12091
YGL262W,NA,NA,0.00711365714445299,0.12669
YOL131W,NA,NA,0.00709657217966787,0.21562
YJR074W,MOG1,Multicopy suppressor Of ts Gsp1,0.00709284775834794,0.16291
YDR005C,MAF1,NA,0.00707392742507668,0.12289
YPL262W,FUM1,FUMarase,0.00707239498087796,0.40312
YMR052C-A,NA,NA,0.00706157555324935,0.15748
YPL015C,HST2,Homolog of SIR Two (SIR2),0.00706114606386337,0.27418
YIL152W,NA,NA,0.00705890997813014,0.0934
YNR061C,NA,NA,0.00705888151230342,0.11002
YNL003C,PET8,PETite colonies,0.00704971513720545,0.11223
YGR235C,MIC26,MItochondrial contact site and Cristae organizing system,0.00704886769421814,0.19651
YGR066C,GID10,Glucose Induced Degradation deficient,0.00704116180172018,0.32425
YGL152C,NA,NA,0.00704068461021249,0.22956
YGR111W,NA,NA,0.00703966467570546,0.07375
YGR268C,HUA1,NA,0.0070196477102852,0.12002
YPR049C,ATG11,AuTophaGy related,0.00701437436252506,0.16139
YGL160W,AIM14,Altered Inheritance rate of Mitochondria,0.00700814722920783,0.13034
YKR050W,TRK2,TRansport of potassium (K),0.00699846957458722,0.13762
YGL087C,MMS2,Methyl MethaneSulfonate sensitivity,0.00699146696982752,0.07411
YPR200C,ARR2,ARsenicals Resistance,0.00698566330371186,0.12144
YNR073C,MAN2,MANnitol dehydrogenase,0.00697431405711043,0.28376
YBR273C,UBX7,UBiquitin regulatory X,0.00696807621593221,0.08646
YJR107W,LIH1,LIpase Homolog,0.00694233667155994,0.1534
YDR168W,CDC37,Cell Division Cycle,0.00694076491226065,0.15903
YER159C,BUR6,Bypass UAS Requirement,0.00693900465046206,0.3845
YGL188C,NA,NA,0.00692917748536193,0.17838
YKL069W,NA,NA,0.00692441634836244,0.18317
YBL041W,PRE7,PRoteinase yscE,0.006904568845549,0.11147
YHR001W,OSH7,OxySterol binding protein Homolog,0.00689772066581652,0.22354
YPL120W,VPS30,Vacuolar Protein Sorting,0.00689660371992831,0.23461
YPR097W,NA,NA,0.00689144517930721,0.12738
YBR119W,MUD1,Mutant U1 Die,0.00688598489741796,0.2282
YPR066W,UBA3,UBiquitin-like protein-Activating enzyme,0.00688272911409238,0.15454
YGL190C,CDC55,Cell Division Cycle,0.00687366658758308,0.22174
YBR170C,NPL4,Nuclear Protein Localization,0.0068723955808354,0.099
YPL057C,SUR1,SUppressor of Rvs161 and rvs167 mutations,0.00687227947829827,0.17971
YMR226C,NA,NA,0.00687199055090881,0.29786
YNL280C,ERG24,ERGosterol biosynthesis,0.00686963926630391,0.26772
YDR305C,HNT2,Histidine triad NucleoTide-binding,0.00686741901136533,0.14135
YBR223C,TDP1,Tyrosyl-DNA Phosphodiesterase,0.00686654544576931,0.09893
YJL055W,LOG1,LOnely Guy,0.00686429812621666,0.14488
YGL036W,NA,NA,0.00685148379281113,0.30928
YOR365C,NA,NA,0.00684432470046242,0.15691
YJR092W,BUD4,BUD site selection,0.00682802709662186,0.43093
YGL073W,HSF1,Heat Shock transcription Factor,0.00680150943112924,0.29767
YNL031C,HHT2,Histone H Three,0.00679587035185746,0.37917
YHL048W,COS8,COnserved Sequence,0.00678781127246592,0.18477
YER080W,AIM9,Altered Inheritance rate of Mitochondria,0.00677737082332321,0.15746
YFR033C,QCR6,ubiQuinol-cytochrome C oxidoReductase,0.0067694486471014,0.38842
YBR077C,SLM4,Synthetic Lethal with Mss4,0.0067672419005579,0.16842
YDR129C,SAC6,Suppressor of ACtin,0.00675246803324392,0.24075
YOR059C,LPL1,LD phospholipase,0.00675062671628665,0.1742
YHL035C,VMR1,Vacuolar Multidrug Resistance,0.00674891719978796,0.17063999999999999
YLR140W,NA,NA,0.00674569852103199,0.16384
YBR229C,ROT2,Reversal Of Tor2 lethality,0.00674328870743373,0.08783
YPR025C,CCL1,NA,0.00673495066380239,0.18578
YDR535C,NA,NA,0.0067334849682197,0.15405
YNL203C,NA,NA,0.00673253925915934,0.2781
YDL018C,ERP3,Emp24p/Erv25p Related Protein,0.00673137445336653,0.32954
YFR010W,UBP6,UBiquitin-specific Protease,0.0067144000862461,0.24988
YOR376W,NA,NA,0.00671035177270928,0.25075
YFR006W,NA,NA,0.00670988862304963,0.14427
YLR240W,VPS34,Vacuolar Protein Sorting,0.00670634329332134,0.09776
YOL104C,NDJ1,NonDisJunction,0.00670604514561816,0.27115
YPL206C,PGC1,Phosphatidyl Glycerol phospholipase C,0.00670208995130765,0.16269
YKR102W,FLO10,FLOcculation,0.00670015644375915,0.18519
YOR251C,TUM1,ThioUridine Modification,0.00669442119459015,0.19232
YHL048W,COS8,COnserved Sequence,0.00669352941792663,0.17562
YOR255W,OSW1,Outer Spore Wall,0.0066841117551764,0.25058
YFR014C,CMK1,CalModulin dependent protein Kinase,0.00668136550463887,0.12838
YLR371W,ROM2,RhO1 Multicopy suppressor,0.00666750588666855,0.11339
YML057W,CMP2,CalModulin binding Protein,0.00666608154769787,0.24433
YGR051C,NA,NA,0.00666576512118577,0.14785
YER175C,TMT1,Trans-aconitate MethylTransferase,0.00666239988051111,0.16872
YBR151W,APD1,Actin Patches Distal,0.00665699168043804,0.26944
YGR141W,VPS62,Vacuolar Protein Sorting,0.00663951678134558,0.10888
YJL219W,HXT9,HeXose Transporter,0.0066342676501072,0.14419
YLL056C,NA,NA,0.00662581007469496,0.3296
YGR050C,NA,NA,0.00662446131564606,0.17747
YDR377W,ATP17,ATP synthase,0.00662108219750691,0.31296
YLR011W,LOT6,LOw Temperature-responsive,0.00662048290443956,0.09784
YOR366W,NA,NA,0.00661166072546027,0.26487
YGL237C,HAP2,Heme Activator Protein,0.00661121456512481,0.11704
YDR275W,BSC2,Bypass of Stop Codon,0.00660724519888544,0.17169
YDR307W,PMT7,NA,0.00660594650951571,0.22791
YPL260W,CUB1,Cu2+ suppressing and Bleomycin sensitive,0.00659064798555909,0.30108
YGR100W,MDR1,Mac1-Dependent Regulator,0.00658574878280394,0.09547
YML001W,YPT7,Yeast Protein Two,0.00658525008454932,0.12563
YJL094C,KHA1,K/H ion Antiporter,0.00657886516162916,0.0948
YLR036C,NA,NA,0.00657826101306805,0.13273
YFL029C,CAK1,Cdk-Activating Kinase,0.0065766470389676,0.12354
YJR161C,COS5,COnserved Sequence,0.00657508503600352,0.20683000000000001
YJL154C,VPS35,Vacuolar Protein Sorting,0.00657492434779513,0.19865
YGL117W,NA,NA,0.00657196438460356,0.28276
YOR208W,PTP2,Protein Tyrosine Phosphatase,0.00656208146518158,0.11446
YDL106C,PHO2,PHOsphate metabolism,0.00655860603793289,0.12426
YER012W,PRE1,PRoteinase yscE,0.00655466000981699,0.15052
YPL225W,NA,NA,0.00653940016513901,0.28505
YFL020C,PAU5,seriPAUperin family,0.00653665392987421,0.13164
YOL122C,SMF1,Suppressor of Mitochondria import Function,0.00653633968136055,0.23653
YDR254W,CHL4,CHromosome Loss,0.00653435814233414,0.21515
YIL071C,PCI8,Proteasome-COP9 signalosome (CSN)-eIF3,0.0065320576720407,0.15197
YPR108W,RPN7,Regulatory Particle Non-ATPase,0.00653106382936969,0.13687
YIL032C,NA,NA,0.00652126288344683,0.25879
YLR280C,NA,NA,0.00652091189216846,0.2429
YHR021W-A,ECM12,ExtraCellular Mutant,0.00651688691931754,0.17364
YAL001C,TFC3,Transcription Factor class C,0.0065107453263802,0.13571
YBR301W,PAU24,seriPAUperin family,0.00650888405420993,0.23567
YBR103W,SIF2,Sir4p-Interacting Factor,0.00649859686677607,0.22022
YBR178W,NA,NA,0.00648867495277015,0.26867
YOR117W,RPT5,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",0.00647841075721795,0.12753
YNL025C,SSN8,Suppressor of SNf1,0.00647302525123163,0.11084
YOL101C,IZH4,Implicated in Zinc Homeostasis,0.00646159262907744,0.41889
YJL172W,CPS1,CarboxyPeptidase yscS,0.00645809177058295,0.182
YML118W,NGL3,NA,0.00645516466285997,0.17618
YFL019C,NA,NA,0.00645297873353298,0.1695
YPR078C,NA,NA,0.00644585733421461,0.17829
YDR344C,NA,NA,0.00643505751110699,0.27427
YPL134C,ODC1,OxoDicarboxylate Carrier,0.00643501669971337,0.40936
YDL097C,RPN6,Regulatory Particle Non-ATPase,0.00643132728772774,0.15997
YDR470C,UGO1,UGO (Japanese for fusion),0.00641943748688123,0.1836
YHR053C,CUP1-1,"Cu, copper, CUPrum",0.00641926985315387,0.29767
YJL170C,ASG7,a-Specific Gene,0.00641806377842545,0.18994
YLR006C,SSK1,Suppressor of Sensor Kinase,0.00641558245637534,0.12316
YJL037W,IRC18,Increased Recombination Centers,0.00640154119251487,0.10249
YLR202C,NA,NA,0.00639709321001898,0.2767
YJL026W,RNR2,RiboNucleotide Reductase,0.00639440836123496,0.35127
YKR011C,NA,NA,0.00637157829441135,0.35303
YFL039C,ACT1,ACTin,0.00637138796984087,0.11226
YCR017C,CWH43,Calcofluor White Hypersensitive,0.00637116136763322,0.17815
YGR023W,MTL1,Mid-Two Like,0.00636469435749755,0.36063
YJL027C,NA,NA,0.00636114169821804,0.23534
YGL082W,NA,NA,0.00635219604796547,0.31676
YJR034W,PET191,PETite colonies,0.00635055738089547,0.44113
YJR035W,RAD26,RADiation sensitive,0.00634702809705177,0.13701
YFL033C,RIM15,Regulator of IME2,0.00634576821818432,0.1458
YER028C,MIG3,Multicopy Inhibitor of Growth,0.00634510065112278,0.25393
YKR031C,SPO14,SPOrulation,0.00634051576432232,0.18314
YER144C,UBP5,UBiquitin-specific Protease,0.00633396026996389,0.16167
YLR408C,BLS1,BLoS1-homolog,0.00632782082436716,0.26989
YDR252W,BTT1,BTf Three,0.00632376264627313,0.14565
YDR315C,IPK1,Inositol Polyphosphate Kinase,0.00631402326328661,0.11271
YFR018C,NA,NA,0.00631352140901826,0.16988
YNL130C,CPT1,CholinePhosphoTransferase,0.00631172397498679,0.23779
YMR011W,HXT2,HeXose Transporter,0.00630694090400653,0.38016
YGL056C,SDS23,homolog of S. pombe SDS23,0.006293659926528,0.21019
YGL206C,CHC1,Clathrin Heavy Chain,0.00628512663039927,0.33736
YJR102C,VPS25,Vacuolar Protein Sorting,0.00627772211381238,0.21332
YGL187C,COX4,Cytochrome c OXidase,0.00627499446225919,0.38149
YGR029W,ERV1,Essential for Respiration and Viability,0.0062597285509959,0.34354
YDR427W,RPN9,Regulatory Particle Non-ATPase,0.00625537679124229,0.1214
YML129C,COX14,Cytochrome c OXidase,0.00624493689648003,0.43899
YDR363W-A,SEM1,Suppressor of Exocyst Mutations,0.00623468594412405,0.20943
YPL016W,SWI1,SWItching deficient,0.00623338435308457,0.23437
YOR257W,CDC31,Cell Division Cycle,0.00622997619524589,0.3033
YIL100W,NA,NA,0.00622408713877443,0.22281
YIL162W,SUC2,SUCrose,0.00622223803836891,0.43799
YOR193W,PEX27,PEroXisome related,0.006215320498377,0.10692
YMR056C,AAC1,ADP/ATP Carrier,0.00620464444699674,0.30716
YER017C,AFG3,ATPase Family Gene,0.00619853064380786,0.3135
YER059W,PCL6,Pho85 CycLin,0.00619423525066393,0.2042
YKL146W,AVT3,Amino acid Vacuolar Transport,0.00619363079258118,0.33635
YKL204W,EAP1,EIF4E-Associated Protein,0.00619112740258935,0.14553
YNL285W,NA,NA,0.00619026758520554,0.17177
YGR048W,UFD1,Ubiquitin Fusion Degradation protein,0.00618436647273382,0.17398
YOR083W,WHI5,WHIskey,0.00618147875238002,0.18475
YPR003C,NA,NA,0.00616002455862246,0.11317
YOL070C,NBA1,Nap1p and Bud neck Associated,0.00615288623053784,0.13245
YBR272C,HSM3,enHanced Spontaneous Mutability,0.00615277564593208,0.10436
YER119C-A,NA,NA,0.00615221810627841,0.19015
YJL100W,LSB6,Las Seventeen Binding protein,0.00613977214633126,0.13963
