ID,Symbol,GeneTitle,Loading,p value
YDR243C,PRP28,Pre-mRNA Processing,-0.00211505696216195,0.37271
YMR257C,PET111,PETite colonies,-0.00211672547294383,0.39188
YDR419W,RAD30,RADiation sensitive,-0.00211913005117709,0.18975
YER107C,GLE2,GLFG LEthal,-0.00212403339723367,0.28415
YIL098C,FMC1,Formation of Mitochondrial Complexes,-0.00213033551667298,0.47941
YGL243W,TAD1,tRNA-specific Adenosine Deaminase,-0.0021320629196548,0.41828
YHR014W,SPO13,SPOrulation,-0.00213549611039671,0.31643
YHR134W,WSS1,Weak Suppressor of Smt3,-0.00213829054124293,0.35707
YML114C,TAF8,TATA binding protein-Associated Factor,-0.00214459107698478,0.33016
YGL018C,JAC1,J-type Accessory Chaperone,-0.00214577855349097,0.40902
YDR521W,NA,NA,-0.00214606727100034,0.37856
YPR204W,NA,NA,-0.00214794990713101,0.39011
YHL050C,NA,NA,-0.00215014582751351,0.42973
YLR445W,GMC2,Grand Meiotic recombination Cluster,-0.00215122721114471,0.35618
YKL176C,LST4,Lethal with Sec Thirteen,-0.00215270644801465,0.36794
YOR266W,PNT1,PeNTamidine resistance,-0.00215820270796265,0.46178
YOR263C,NA,NA,-0.00216135904619248,0.43564
YLR192C,HCR1,High-Copy suppressor of Rpg1,-0.00216526964821156,0.32881
YOR381W,FRE3,Ferric REductase,-0.00216588649477447,0.2882
YJR093C,FIP1,Factor Interacting with Poly(A) polymerase,-0.00216682075961507,0.29941
YGL039W,NA,NA,-0.00216738248377535,0.37167
YOL017W,ESC8,Establishes Silent Chromatin,-0.00217681808570295,0.40272
YBR198C,TAF5,TATA binding protein-Associated Factor,-0.00217766820309634,0.43492
YLL066C,NA,NA,-0.00217848692664609,0.41773
YDR491C,NA,NA,-0.0021788190518399,0.31825
YDL162C,NA,NA,-0.00218936559878423,0.36443
YLR163C,MAS1,Mitochondrial ASsembly,-0.00219264673754427,0.47202
YJR118C,ILM1,Increased Loss of Mitochondrial DNA,-0.0021969246587806,0.3947
YDL002C,NHP10,Non-Histone Protein,-0.00219874407926395,0.22513
YPL195W,APL5,clathrin Adaptor Protein complex Large chain,-0.00219909486573777,0.33466
YGR277C,CAB4,Coenzyme A Biosynthesis,-0.00220231016879324,0.36659
YER029C,SMB1,SmB/B' homolog,-0.00220821417173974,0.40045
YJR158W,HXT16,HeXose Transporter,-0.00220836033855933,0.45371
YIR024C,INA22,INner membrane Assembly 22 kDa,-0.00220945495443262,0.45487
YNL306W,MRPS18,"Mitochondrial Ribosomal Protein, Small subunit",-0.00222111981997573,0.47852
YBL066C,SEF1,Suppressor of Essential Function,-0.0022218676503807,0.32147
YMR130W,DPI35,Delta-Psi dependent mitochondrial Import protein of 35 kDa,-0.00222578997805797,0.18832
YLR438C-A,LSM3,Like SM,-0.0022275389942187,0.39549
YER058W,PET117,PETite colonies,-0.00222769841056589,0.48522
YGL172W,NUP49,NUclear Pore,-0.00222931829232301,0.20694
YMR295C,NA,NA,-0.00223343744877004,0.42224
YOR110W,TFC7,NA,-0.00223414341529236,0.21355
YOR037W,CYC2,CYtochrome C,-0.00223442370382137,0.39829
YMR113W,FOL3,FOLic acid synthesis,-0.0022381120535601,0.25799
YMR218C,TRS130,TRapp Subunit,-0.00224568292250579,0.25315
YPR021C,AGC1,Aspartate-Glutamate Carrier,-0.00224605505712741,0.43774
YER068W,MOT2,Modulator Of Transcription,-0.00224829137036758,0.23968
YFR040W,SAP155,Sit4 Associated Protein,-0.0022486527781107,0.4055
YER087C-A,NA,NA,-0.00225257196554849,0.43888
YNR066C,NA,NA,-0.00225285099051091,0.32824
YEL027W,VMA3,Vacuolar Membrane Atpase,-0.00225515396615082,0.29625
YDR115W,MRX14,Mitochondrial oRganization of gene eXpression (MIOREX),-0.00225724772225689,0.4806
YBL005W,PDR3,Pleiotropic Drug Resistance,-0.00226438837257599,0.33219
YOL164W,BDS1,Bacterially Derived Sulfatase,-0.00226890039576432,0.26449
YNL225C,CNM67,Chaotic Nuclear Migration,-0.00227437361499329,0.34489
YMR044W,IOC4,Iswi One Complex,-0.00227495483987979,0.31152
YPL259C,APM1,clathrin Adaptor Protein complex Medium chain,-0.00227610401370403,0.30283
YOR247W,SRL1,Suppressor of Rad53 null Lethality,-0.00227919793214586,0.48734
YKR073C,NA,NA,-0.00228694011714718,0.37705
YJR135W-A,TIM8,Translocase of the Inner Mitochondrial membrane,-0.00230154961763554,0.4731
YIR004W,DJP1,DnaJ Protein,-0.00230367448752796,0.24354
YGL113W,SLD3,Synthetically Lethal with Dpb11-1,-0.00230589760310978,0.2203
YLR385C,SWC7,SWr Complex,-0.00230837473265194,0.34472
YGR099W,TEL2,TELomere maintenance,-0.00231170107864228,0.32498
YKL003C,MRP17,Mitochondrial Ribosomal Protein,-0.00231242738551016,0.47636
YKL080W,VMA5,Vacuolar Membrane Atpase,-0.0023131470306486,0.25773
YNL339C,YRF1-6,NA,-0.00231419771062932,0.31172
YDL067C,COX9,Cytochrome c OXidase,-0.00231690060891289,0.46487
YDR322C-A,TIM11,Translocase of the Inner Mitochondrial membrane,-0.00231794231524265,0.46832
YML065W,ORC1,Origin Recognition Complex,-0.00232138199128412,0.24403
YGR096W,TPC1,Thiamine Pyrophosphate Carrier,-0.0023223863655484,0.36546
YMR236W,TAF9,TATA binding protein-Associated Factor,-0.00232334955489555,0.37126
YGL110C,CUE3,Coupling of Ubiquitin conjugation to ER degradation,-0.00232664995692937,0.27958
YOL042W,NGL1,NA,-0.0023281017092904,0.37793
YHL014C,YLF2,NA,-0.00233412946058283,0.45571
YDR362C,TFC6,Transcription Factor C,-0.00233884695625706,0.3132
YDR138W,HPR1,HyPerRecombination,-0.00234403157066435,0.22161
YGR039W,NA,NA,-0.0023447635083959,0.3059
YJR068W,RFC2,Replication Factor C,-0.00234617500277951,0.2432
YJL203W,PRP21,Pre-mRNA Processing,-0.00235047950395826,0.28242
YDR058C,TGL2,TriacylGlycerol Lipase,-0.0023548549017212,0.32594
YBR257W,POP4,Processing Of Precursor RNAs,-0.0023578706348018,0.44325
YML062C,MFT1,Mitochondrial Fusion Targeting,-0.00235932274064116,0.3206
YOR280C,FSH3,Family of Serine Hydrolases,-0.00236013588970446,0.36812
YGL200C,EMP24,EndoMembrane Protein,-0.00236365752493689,0.46007
YLR104W,LCL2,Long Chronological Lifespan 2,-0.00236548411698181,0.22806
YLR095C,IOC2,Iswi One Complex,-0.00236765056427381,0.28626
YMR134W,ERG29,ERGosterol biosynthesis,-0.00237044988133216,0.25305
YDR079W,PET100,PETite colonies,-0.00237197313523379,0.45648
YLR467W,YRF1-5,NA,-0.00237750913536409,0.36644
YIL005W,EPS1,ER-retained Pma1 Suppressing,-0.00237789991177727,0.29401
YMR023C,MSS1,Mitochondrial Splicing System,-0.00237941635603832,0.43013
YDL084W,SUB2,SUppressor of Brr1-1,-0.00238046263860917,0.28033
YER098W,UBP9,UBiquitin-specific Protease,-0.00238180963183228,0.31178
YDR159W,SAC3,Suppressor of ACtin,-0.00239044930310428,0.20009
YJR147W,HMS2,High-copy Mep Suppressor,-0.00239242218193533,0.35929
YFR037C,RSC8,Remodel the Structure of Chromatin,-0.00239593657032138,0.25364
YOR199W,NA,NA,-0.00240251122323371,0.32797
YLR319C,BUD6,BUD site selection,-0.00241581125693011,0.32576
YLR429W,CRN1,CoRoNin,-0.0024177064419432,0.39043
YKL008C,LAC1,Longevity-Assurance gene Cognate (LAG1 Cognate),-0.00242294916751072,0.42918
YDR147W,EKI1,Ethanolamine KInase,-0.002423855949,0.2594
YDR047W,HEM12,HEMe biosynthesis,-0.00242456508350593,0.36537
YMR098C,ATP25,ATPase,-0.0024280561096399,0.43305
YJR080C,AIM24,Altered Inheritance rate of Mitochondria,-0.00242936948188103,0.47283
YPL189W,GUP2,Glycerol UPtake,-0.00243971768662501,0.29599
YGL088W,NA,NA,-0.00244102815653189,0.35195
YOL046C,NA,NA,-0.00244580376230637,0.38586
YGR005C,TFG2,Transcription Factor G,-0.00245079833386161,0.25105
YMR080C,NAM7,Nuclear Accommodation of Mitochondria,-0.00245098672122393,0.41862
YGL220W,BOL2,BolA-like protein,-0.00245218596468603,0.31579
YLR328W,NMA1,Nicotinamide Mononucleotide Adenylyltransferase,-0.00245534584309363,0.42643
YJL204C,RCY1,ReCYcling,-0.0024556493031669,0.23002
YGR137W,NA,NA,-0.00246252434310277,0.3521
YNL064C,YDJ1,Yeast dnaJ,-0.00246271631366466,0.45281
YJL119C,NA,NA,-0.00246530425305445,0.32644
YCR020C-A,MAK31,MAintenance of Killer,-0.00247554081735463,0.36586
YMR233W,TRI1,NA,-0.00248285586744758,0.41359
YJR006W,POL31,POLymerase,-0.00248742389366213,0.33435
YPL071C,NA,NA,-0.00248863282908601,0.33572
YLR440C,SEC39,SECretory,-0.00248908499918644,0.38076
YGL260W,NA,NA,-0.0024916646612424,0.34544
YPL272C,PBI1,PSTB2 Interacting protein 1,-0.0024960209425013,0.33541
YHL031C,GOS1,GOlgi Snare,-0.00249779653508789,0.34789
YCR005C,CIT2,CITrate synthase,-0.00250146478719822,0.47994
YML037C,NA,NA,-0.00250699534442194,0.27353
YGL065C,ALG2,Asparagine-Linked Glycosylation,-0.00250736148233855,0.34901
YPL047W,SGF11,SaGa associated Factor 11kDa,-0.00250817204055398,0.27985
YBR228W,SLX1,Synthetic Lethal of unknown (X) function,-0.00251344765485304,0.30849
YDR370C,DXO1,Decapping eXOnuclease,-0.00251378902488707,0.41468
YDR301W,CFT1,Cleavage Factor Two,-0.00251983850169415,0.29954
YNL128W,TEP1,TEnsin-like Phosphatase,-0.00252258532222312,0.2631
YPL049C,DIG1,Down-regulator of Invasive Growth,-0.00252278738347618,0.28156
YIL126W,STH1,SNF Two Homolog,-0.00252568381354227,0.2073
YER083C,GET2,Guided Entry of Tail-anchored proteins,-0.00252739055625336,0.3367
YOL091W,SPO21,SPOrulation,-0.00252877458303014,0.31055
YOL034W,SMC5,Structural Maintenance of Chromosomes,-0.00252961592625295,0.26262
YMR231W,PEP5,carboxyPEPtidase Y-deficient,-0.00253777921392708,0.24197
YPL176C,TRE1,Transferrin REceptor like,-0.0025413183797261,0.2202
YDR193W,NA,NA,-0.002542324980858,0.36347
YOR200W,NA,NA,-0.00254641096408406,0.33169
YMR272C,SCS7,Suppressor of Ca2+ Sensitivity,-0.0025477062180003,0.24979
YJL128C,PBS2,Polymyxin B Sensitivity,-0.00254853783676925,0.28974
YLR024C,UBR2,NA,-0.0025495451804952,0.3819
YNL315C,ATP11,ATP synthase,-0.00254977723335269,0.4805
YJL150W,NA,NA,-0.00255155144186148,0.35965
YPR058W,YMC1,Yeast Mitochondrial Carrier,-0.00255485059527797,0.34854
YNL152W,INN1,required for INgressioN,-0.00255505233205426,0.23898
YHR207C,SET5,SET domain-containing,-0.00256067697493129,0.41462
YGL216W,KIP3,KInesin related Protein,-0.00257072461994621,0.27223
YER019W,ISC1,Inositol phosphoSphingolipid phospholipase C,-0.00257740489909893,0.3994
YLL067C,NA,NA,-0.00257992045869787,0.40649
YOR174W,MED4,MEDiator complex,-0.0025847208451852,0.40199
YMR268C,PRP24,Pre-mRNA Processing,-0.00258544483389516,0.35517
YPL210C,SRP72,Signal Recognition Particle,-0.00258789554130005,0.23212
YLR322W,VPS65,Vacuolar Protein Sorting,-0.00258837908534647,0.38075
YFR041C,ERJ5,Endoplasmic Reticulum located J-protein,-0.00258896153094508,0.34883
YGR278W,CWC22,Complexed With Cef1p,-0.00259060837410008,0.35892
YMR192W,GYL1,GYp Like,-0.00259636693136743,0.21058
YHR183W,GND1,6-phosphoGlucoNateDehydrogenase,-0.00259928106880161,0.44298
YGL026C,TRP5,TRyPtophan,-0.00260319885765575,0.41787
YNL056W,OCA2,Oxidant-induced Cell cycle Arrest,-0.00260374909099854,0.32695
YLL051C,FRE6,Ferric REductase,-0.00261034335492408,0.25083
YFL036W,RPO41,RNA POlymerase,-0.00261231437763213,0.43806
YLR296W,NA,NA,-0.00262037227752801,0.42617
YNR011C,PRP2,Pre-mRNA Processing,-0.00262041569540549,0.344
YGR003W,CUL3,CULlin,-0.0026219363436749,0.33854
YPR142C,NA,NA,-0.00262487790000497,0.36439
YNR063W,PUL4,PULcherrimin,-0.00262992511242966,0.33045
YLR305C,STT4,STaurosporine and Temperature sensitive,-0.00263153889619125,0.21089
YDR459C,PFA5,Protein Fatty Acyltransferase,-0.0026329942321047,0.2221
YEL061C,CIN8,Chromosome INstability,-0.0026336521963459,0.34156
YLR467W,YRF1-5,NA,-0.00264417997915944,0.35167
YOR171C,LCB4,Long-Chain Base,-0.00264673507264963,0.20885
YDL013W,SLX5,Synthetic Lethal of unknown [X] function,-0.00264832957701253,0.32005
YPR087W,VPS69,Vacuolar Protein Sorting,-0.00265583295147459,0.37482
YLR331C,JIP3,Jumonji domain Interacting Protein,-0.00267184295216208,0.35612
YDL048C,STP4,protein with similarity to Stp1p,-0.00267619587474181,0.40775
YDL047W,SIT4,Suppressor of Initiation of Transcription,-0.00267713458232022,0.29982
YDR068W,DOS2,NA,-0.00267934022005878,0.33832
YJL095W,BCK1,Bypass of C Kinase,-0.00267939546718497,0.31409
YER128W,VFA1,Vps Four-Associated,-0.00268218894031036,0.36378
YGL098W,USE1,Unconventional SNARE in the ER,-0.00268464193136086,0.20129
YGR097W,ASK10,Activator of SKn7,-0.00269141886803547,0.38074
YER155C,BEM2,Bud EMergence,-0.00269241941193153,0.25947
YGR119C,NUP57,NUclear Pore,-0.0026952807502856,0.35758
YIL175W,NA,NA,-0.00270211789025856,0.34826
YDL056W,MBP1,MluI-box Binding Protein,-0.00270222767616931,0.22721
YNL197C,WHI3,WHIskey,-0.00270314321966804,0.33217
YLR230W,NA,NA,-0.00270539020005098,0.30845
YLR365W,NA,NA,-0.00270592628400207,0.39391
YNL276C,NA,NA,-0.00270617469703925,0.40196
YLR055C,SPT8,SuPpressor of Ty,-0.00271232453837582,0.20893
YDR439W,LRS4,Loss of RDNA Silencing,-0.00271251233528629,0.32731
YPL042C,SSN3,Suppressor of SNf1,-0.00271338753405698,0.26582
YPR056W,TFB4,Transcription Factor B subunit 4,-0.00271454741229573,0.28654
YHL003C,LAG1,Longevity Assurance Gene,-0.0027153415818103,0.34319
YOR385W,NA,NA,-0.0027162839768985,0.30721
YLL013C,PUF3,PUmilio-homology domain Family,-0.00271650201268247,0.36382
YDR061W,NA,NA,-0.00272157106640607,0.46474
YNL076W,MKS1,Multicopy Kinase Suppressor,-0.0027230182241558,0.19147
YGR012W,MCY1,putative Mitochondrial CYsteine synthase,-0.00272638668327844,0.26707
YOR080W,DIA2,Digs Into Agar,-0.00273182330812894,0.24429
YMR076C,PDS5,Precocious Dissociation of Sisters,-0.00273521484716904,0.40881
YKL174C,TPO5,Transporter of POlyamines,-0.00273699171709568,0.34182
YDR119W,VBA4,Vacuolar Basic Amino acid transporter,-0.0027432019837207,0.32307
YML031W,NDC1,Nuclear Division Cycle,-0.00275027767664923,0.17791
YCL076W,NA,NA,-0.00275303088868919,0.34919
YLR320W,MMS22,Methyl MethaneSulfonate sensitivity,-0.0027679460209399,0.25003
YDR444W,NA,NA,-0.00276967943969935,0.30095
YNL044W,YIP3,Ypt-Interacting Protein,-0.00276984875117844,0.39079
YER018C,SPC25,Spindle Pole Component,-0.00277219139878345,0.43996
YBR133C,HSL7,Histone Synthetic Lethal,-0.00277289636998332,0.38508
YDR303C,RSC3,Remodel the Structure of Chromatin,-0.00277394524642424,0.28161
YNL198C,NA,NA,-0.00277675393549152,0.21999
YBL046W,PSY4,Platinum SensitivitY,-0.00278021199829047,0.28221
YLR309C,IMH1,shares with Integrins and Myosins significant Homology,-0.00278035188452323,0.36154
YER174C,GRX4,GlutaRedoXin,-0.00278681275894075,0.28605
YCR054C,CTR86,Copper TRansport protein,-0.00278963132979701,0.40059
YKL075C,NA,NA,-0.00280418144931083,0.35149
YGR267C,FOL2,FOLic acid synthesis,-0.00281764061586224,0.1995
YKL092C,BUD2,BUD site selection,-0.00281811002733571,0.40268
YHR129C,ARP1,Actin-Related Protein,-0.0028318008495845,0.33247
YOR060C,SLD7,Synthetic Lethality with Dpb11-24,-0.00283507707406651,0.2625
YPL082C,MOT1,Modifier of Transcription,-0.00283640297203597,0.40403
YJL002C,OST1,OligoSaccharylTransferase,-0.0028404889895431,0.2731
YDL232W,OST4,OligoSaccharylTransferase,-0.00284709063692517,0.43184
YKR010C,TOF2,TOpoisomerase I-interacting Factor,-0.00286623101438088,0.23821
YKL028W,TFA1,"Transcription Factor a, subunit 1",-0.00286773938567692,0.22559
YDR088C,SLU7,Synergistic Lethal with U5 snRNA,-0.00287706231802789,0.25306
YER089C,PTC2,Phosphatase Two C,-0.0028791753199528,0.21987
YCL027W,FUS1,cell FUSion,-0.002881300290244,0.39292
YJR140C,HIR3,HIstone Regulation,-0.00288268540053491,0.35259
YDL017W,CDC7,Cell Division Cycle,-0.0028845523115129,0.25506
YGL131C,SNT2,NA,-0.00288930591559641,0.31065
YPL055C,LGE1,LarGE cells,-0.00289371571591295,0.38398
YDR404C,RPB7,RNA Polymerase B,-0.0028956552468505,0.29159
YCL001W,RER1,Retention in the Endoplasmic Reticulum,-0.00290208945511231,0.42888
YIL117C,PRM5,Pheromone-Regulated Membrane protein,-0.00290631353934667,0.41739
YLR071C,RGR1,Resistant to Glucose Repression,-0.0029134724867677002,0.37543
YLR418C,CDC73,Cell Division Cycle,-0.00291400570908952,0.31335
YDR081C,PDC2,Pyruvate DeCarboxylase,-0.00291438738442517,0.41304
YNL331C,AAD14,Aryl-Alcohol Dehydrogenase,-0.00292219880690698,0.37266
YDR066C,RTR2,Regulator of TRanscription,-0.0029325147781787,0.17668
YGR219W,NA,NA,-0.00295045135034296,0.40638
YEL016C,NPP2,ecto-Nucleotide Pyrophosphatase/Phosphodiesterase,-0.00295121784004085,0.25246
YML109W,ZDS2,Zillion Different Screens,-0.00295721805880012,0.34429
YHR205W,SCH9,NA,-0.00295759987835132,0.39403
YKR041W,NA,NA,-0.00296497613991185,0.41239
YDR090C,ILT1,Ionic Liquid Tolerance,-0.00296610519149136,0.28955
YDR291W,HRQ1,Homologous to RecQ protein,-0.00296643132385326,0.37829
YIL141W,NA,NA,-0.00296864061122122,0.37966
YDR372C,VPS74,Vacuolar Protein Sorting,-0.00297272196228573,0.22864
YMR225C,MRPL44,"Mitochondrial Ribosomal Protein, Large subunit",-0.00297991350896712,0.47319
YJL046W,AIM22,Altered Inheritance rate of Mitochondria,-0.00298800755561129,0.43674
YDL241W,NA,NA,-0.00299328947173531,0.30043
YDL170W,UGA3,Utilization of GAba,-0.00300525937378291,0.43529
YBR152W,SPP381,Suppressor of PrP38-1,-0.00300710301766064,0.25403
YAL020C,ATS1,Alpha Tubulin Suppressor,-0.00301404484670251,0.2247
YPL155C,KIP2,KInesin related Protein,-0.00301675107515714,0.30233
YOR242C,SSP2,Sporulation SPecific,-0.00302016561976552,0.2726
YBL104C,SEA4,SEh1-Associated,-0.00302455444898823,0.22198
YHR103W,SBE22,similar to SBE2,-0.00302524513563747,0.38209
YOL013W-A,NA,NA,-0.00302999394817316,0.34873
YGR057C,LST7,Lethal with Sec Thirteen,-0.0030367092440701,0.25458
YDR209C,NA,NA,-0.00303882593789017,0.33935
YOR322C,LDB19,Low Dye Binding,-0.00304129282568904,0.295
YGR147C,NAT2,N-terminal AcetylTransferase,-0.00304668794975369,0.40792
YML038C,YMD8,NA,-0.00305256004758072,0.17201
YHR031C,RRM3,rDNA Recombination Mutation,-0.00307027490748042,0.31559
YNL216W,RAP1,Repressor/Activator site binding Protein,-0.00307750806461553,0.28149
YHR058C,MED6,MEDiator complex,-0.00308335301557888,0.37063
YFL021W,GAT1,NA,-0.0030847731633002,0.4498
YDR298C,ATP5,ATP synthase,-0.00308727808076703,0.44751
YER093C,TSC11,Temperature-sensitive Suppressors of Csg2 mutants,-0.00309222226116519,0.26074
YOR038C,HIR2,HIstone Regulation,-0.00309441171010068,0.25141
YOR123C,LEO1,LEft Open reading frame,-0.00310771141641961,0.21222
YBR011C,IPP1,Inorganic PyroPhosphatase,-0.00310857572991767,0.39256
YMR199W,CLN1,CycLiN,-0.00310943182956468,0.47372
YCL005W,LDB16,Low Dye Binding,-0.00311585183519103,0.22804
YJL135W,NA,NA,-0.00312021527330182,0.32977
YBL040C,ERD2,Endoplasmic reticulum Retention Defective,-0.00313386617782057,0.43068
YNL184C,NA,NA,-0.00313478925584469,0.43476
YIR013C,GAT4,NA,-0.00313511791904141,0.29642
YOR109W,INP53,INositol polyphosphate 5-Phosphatase,-0.00313879878905024,0.27363
YDR103W,STE5,STErile,-0.00315395245477372,0.25702
YML097C,VPS9,Vacuolar Protein Sorting,-0.00315953460061742,0.19207
YGR007W,ECT1,Ethanolamine-phosphate CytidylylTransferase,-0.0031608072636608,0.19732
YBR236C,ABD1,NA,-0.00316927608692125,0.18437
YDL015C,TSC13,Temperature-sensitive Suppressors of Csg2 mutants,-0.00317372155105025,0.21366
YHR168W,MTG2,MiTochondrial Gtpase 2,-0.00318230710512287,0.40362
YML005W,TRM12,TRna Methyltransferase,-0.00318827058691075,0.35502
YNL099C,OCA1,Oxidant-induced Cell-cycle Arrest,-0.00319175675656628,0.23409
YOR195W,SLK19,Synthetic Lethal Kar3p,-0.00319596458595627,0.31747
YCR001W,NA,NA,-0.00319631314250717,0.27069
YPL053C,KTR6,Kre Two Related,-0.00319659893245705,0.27568
YBL112C,NA,NA,-0.00319753585391196,0.32813
YKR084C,HBS1,Hsp70 subfamily B Suppressor,-0.00319818056133182,0.2235
YDR541C,NA,NA,-0.00320198908684972,0.17976
YMR288W,HSH155,Human Sap Homolog,-0.00320929251915377,0.28906
YLR144C,ACF2,Assembly Complementing Factor,-0.00321295764214545,0.27429
YIL076W,SEC28,SECretory,-0.00321574890004569,0.3889
YER164W,CHD1,"Chromatin organization modifier, Helicase, and DNA-binding domains",-0.00321983215318305,0.20727
YOR248W,NA,NA,-0.00322041190745101,0.48309
YIL150C,MCM10,MiniChromosome Maintenance,-0.00322412780036427,0.31076
YGL119W,COQ8,COenzyme Q,-0.00323903505616739,0.28271
YCR071C,IMG2,Integrity of Mitochondrial Genome,-0.00324603194682846,0.47203
YGL044C,RNA15,poly(A) mRNA metabolism,-0.00324708621229117,0.32743
YDR259C,YAP6,Yeast homolog of AP-1,-0.00324808799673497,0.23095
YOR189W,IES4,Ino Eighty Subunit,-0.00325348886933079,0.26928
YBL059W,IAI11,Interactor of AIm11,-0.00325896599885808,0.42288
YDR488C,PAC11,Perish in the Absence of CIN8,-0.00325957740985174,0.35498
YBR259W,NA,NA,-0.00325968965541678,0.34902
YJL139C,YUR1,Yeast Unknown Reading frame,-0.00326238478849489,0.33694
YGL042C,NA,NA,-0.00326750509107845,0.20542
YKL054C,DEF1,RNAPII DEgradation Factor,-0.00327028711919321,0.33088
YCR026C,NPP1,ecto-Nucleotide Pyrophosphatase/Phosphodiesterase,-0.0032769372128772,0.31366
YCR046C,IMG1,Integrity of Mitochondrial Genome,-0.00328752447845209,0.46979
YNL245C,CWC25,Complexed With Cef1p,-0.00329249339985036,0.36361
YPR131C,NAT3,N-terminal AcetylTransferase,-0.00329374887441555,0.18543
YGL054C,ERV14,ER Vesicle,-0.00329579796692193,0.32442
YIL171W,NA,NA,-0.00330962748742635,0.29823
YNR023W,SNF12,Sucrose NonFermenting,-0.00331297120890115,0.29137
YGR106C,VOA1,V0 Assembly protein,-0.0033203328771421,0.3657
YNR008W,LRO1,Lecithin cholesterol acyl transferase Related Open reading frame,-0.00332190642486316,0.23373
YJL063C,MRPL8,"Mitochondrial Ribosomal Protein, Large subunit",-0.00332450002999959,0.47528
YNL229C,URE2,UREidosuccinate transport,-0.00332500078411404,0.22582
YDL012C,NA,NA,-0.00332919280321072,0.24108
YGR163W,GTR2,GTp binding protein Resemblance,-0.00334388985473187,0.23047
YKR023W,RQT4,Ribosome-Quality control Trigger factor,-0.00334452881991336,0.20255
YGR240C,PFK1,PhosphoFructoKinase,-0.003352065550649,0.38429
YDR006C,SOK1,Suppressor Of Kinase,-0.00335836212284549,0.37323
YLR069C,MEF1,Mitochondrial Elongation Factor,-0.00336118019804421,0.47711
YLL018C-A,COX19,Cytochrome c OXidase,-0.00336302082397916,0.32818
YOR043W,WHI2,WHIskey,-0.00336475741455965,0.26753
YGL133W,ITC1,Imitation switch Two Complex,-0.00337845867013327,0.26438
YBL026W,LSM2,Like SM,-0.00338093559517791,0.29349
YDL088C,ASM4,Anti-Suppressor in Multicopy,-0.00338496996507314,0.16581
YPL229W,NA,NA,-0.00338595941846933,0.38874
YAL026C,DRS2,Deficiency of Ribosomal Subunits,-0.00338673427459252,0.25599
YGR179C,OKP1,Outer Kinetochore Protein,-0.00339349892530508,0.27827
YKR062W,TFA2,"Transcription Factor a, subunit 2",-0.00339632818472709,0.19823
YGL062W,PYC1,PYruvate Carboxylase,-0.00339697244765235,0.46092
YBL038W,MRPL16,"Mitochondrial Ribosomal Protein, Large subunit",-0.00340196991547487,0.45504
YDL155W,CLB3,CycLin B,-0.00340756037590954,0.27228
YMR282C,AEP2,ATPase ExPression,-0.00340781149058976,0.38104
YML009C,MRPL39,"Mitochondrial Ribosomal Protein, Large subunit",-0.00340783044971873,0.47362
YDL096C,OPI6,OverProducer of Inositol,-0.00341914044529751,0.26108
YER172C,BRR2,Bad Response to Refrigeration,-0.00341980768876887,0.25418
YJL169W,NA,NA,-0.00342853495655744,0.26197
YNL190W,NA,NA,-0.00343052478784424,0.36918
YER090W,TRP2,TRyPtophan,-0.00343531324357483,0.3259
YLR045C,STU2,Suppressor of TUbulin,-0.0034480382442948,0.41281
YKR048C,NAP1,Nucleosome Assembly Protein,-0.00344842637428534,0.29785
YDR526C,NA,NA,-0.00345034379893496,0.35695
YCL023C,NA,NA,-0.00345444610991922,0.34484
YPL177C,CUP9,NA,-0.00346057657869127,0.45402
YHL009C,YAP3,Yeast AP-1,-0.00346541641502838,0.16004
YGL244W,RTF1,Restores TBP Function,-0.00347178665350292,0.29514
YFR005C,SAD1,SnRNP Assembly Defective,-0.00348207186272956,0.1684
YIL095W,PRK1,p53 Regulatory Kinase,-0.00348428162484226,0.19812
YHR005C,GPA1,G Protein Alpha subunit,-0.00348771904357087,0.22959
YMR221C,FMP42,Found in Mitochondrial Proteome,-0.00348926674471653,0.36858
YLR096W,KIN2,KINase,-0.00349833657708016,0.30503
YPR088C,SRP54,Signal Recognition Particle 54-kD subunit,-0.00350026001957669,0.20502
YDR501W,PLM2,PLasmid Maintenance,-0.00350473878053725,0.3013
YGR211W,ZPR1,Zinc finger PRotein,-0.00351023731074916,0.4707
YLL037W,NA,NA,-0.00351085313651985,0.36232
YOL112W,MSB4,Multicopy Suppression of a Budding defect,-0.00351549161648273,0.22525
YKR008W,RSC4,Remodel the Structure of Chromatin,-0.00352197363432699,0.14907
YCL011C,GBP2,G-strand Binding Protein,-0.00352630652561458,0.18283
YBR163W,EXO5,EXOnuclease V,-0.00352745089431144,0.27709
YER134C,NA,NA,-0.00353405753971325,0.38862
YNL049C,SFB2,Sed Five Binding,-0.00353848514221483,0.20437
YLR209C,PNP1,purine nucleoside phosphorylase,-0.00354447344324281,0.38432
YBL026W,LSM2,Like SM,-0.00354858821771815,0.17869
YIL061C,SNP1,NA,-0.00355695819027155,0.20067
YML015C,TAF11,TATA binding protein-Associated Factor,-0.00356789892515087,0.38809
YGR013W,SNU71,Small NUclear ribonucleoprotein associated,-0.00357161451145583,0.14558
YPR011C,MRX21,Mitochondrial oRganization of gene eXpression (MIOREX),-0.00358181003209446,0.44606
YMR095C,SNO1,SNZ proximal Open reading frame,-0.00358207504064947,0.36665
