ID,Symbol,GeneTitle,Loading,p value
YKL187C,FAT3,FATty acid transporter 3,0.0398679484459219,0.02993
YCL036W,GFD2,Great for Full DEAD box protein activity,0.0391883294267652,0.02823
YIL053W,GPP1,Glycerol-3-Phosphate Phosphatase,0.0389386783285958,0.07068
YFL014W,HSP12,Heat Shock Protein,0.0387842454767116,0.08541
YOL151W,GRE2,Genes de Respuesta a Estres (stress responsive genes),0.0387254784006492,0.06624
YCR021C,HSP30,Heat Shock Protein,0.0386966429372237,0.29879
YLR074C,BUD20,BUD site selection,0.038554762178995,0.03514
YML128C,MSC1,Meiotic Sister-Chromatid recombination,0.0383966024158509,0.05509
YCR010C,ADY2,Accumulation of DYads,0.0375667177847064,0.16983
YKR009C,FOX2,Fatty acid OXidation,0.0373812711022385,0.16148
YBL039C,URA7,URAcil requiring,0.037215113801637,0.00953
YNL141W,AAH1,Adenine AminoHydrolase,0.0371026549796025,0.07302
YKL107W,NA,NA,0.0370995016611379,0.14091
YGL120C,PRP43,Pre-mRNA Processing,0.0368679550761246,0.02129
YGR248W,SOL4,Suppressor Of Los1-1,0.0362199930322629,0.11817
YGL029W,CGR1,Coiled-coil Growth-Regulated,0.0359684092520774,0.01603
YNL195C,NA,NA,0.0359595857900701,0.31947
YMR244W,NA,NA,0.0359293215421753,0.05189
YAL059W,ECM1,ExtraCellular Mutant,0.0359185169255294,0.01596
YDR384C,ATO3,Ammonia (Ammonium) Transport Outward,0.0359057783061034,0.10068
YBR105C,VID24,Vacuolar Import and Degradation,0.0354391121823986,0.08746
YHR066W,SSF1,Suppressor of ste4 (Four),0.0353470578533198,0.04189
YAL054C,ACS1,Acetyl CoA Synthetase,0.0353451123172938,0.1447
YMR323W,ERR3,Enolase-Related Repeat,0.0352885636010985,0.03606
YOR306C,MCH5,MonoCarboxylate transporter Homolog,0.0348472222781221,0.13064
YJR047C,ANB1,ANaeroBically induced,0.0345563628479826,0.06248
YPL092W,SSU1,Sensitive to SUlfite,0.0344306352280323,0.04509
YHR092C,HXT4,HeXose Transporter,0.0341275185151266,0.07531
YCR072C,RSA4,RiboSome Assembly,0.0337290022545273,0.03464
YDL039C,PRM7,Pheromone-Regulated Membrane protein,0.0334886856572861,0.08906
YKL078W,DHR2,DEAH-box RNA helicase,0.0333793862238939,0.02489
YBL054W,TOD6,Twin Of Dot6p,0.0332922024676834,0.05907
YLR346C,CIS1,CItrinin Sensitive knockout,0.0332824488937233,0.08908
YDL085W,NDE2,"NADH Dehydrogenase, External",0.0331895862845904,0.02384
YPL212C,PUS1,PseudoUridine Synthase,0.0330819024206313,0.22866
YDL204W,RTN2,ReTiculoN-like,0.0329416655358674,0.34735
YJL033W,HCA4,Helicase CA,0.0327863709456707,0.02116
YOR328W,PDR10,Pleiotropic Drug Resistance,0.0326053496788349,0.12787
YGR211W,ZPR1,Zinc finger PRotein,0.0324584031575723,0.2141
YNL009W,IDP3,"Isocitrate Dehydrogenase, NADP-dependent",0.0321512486565491,0.081
YOR264W,DSE3,Daughter Specific Expression,0.0319080046712877,0.31955
YIL096C,BMT5,Base Methyltransferase of Twenty five S rRNA 5,0.0317618851937375,0.01372
YGR245C,SDA1,Severe Depolymerization of Actin,0.0317333066942953,0.00537
YPL093W,NOG1,NucleOlar G-protein,0.0316417972977315,0.04363
YNR053C,NOG2,NucleOlar G-protein,0.0315571453659056,0.25011
YLR164W,SHH4,SDH4 Homolog,0.0315021768797935,0.08481
YHR096C,HXT5,HeXose Transporter,0.031435513453847,0.08633
YBR247C,ENP1,Essential Nuclear Protein,0.0313383849772733,0.03606
YMR239C,RNT1,RNase Three,0.0312819216437608,0.01449
YDR398W,UTP5,U Three Protein,0.0312668616992156,0.0322
YML093W,UTP14,U Three Protein,0.0312137390348354,0.00895
YKR024C,DBP7,Dead Box Protein,0.031131281365343,0.08469
YKR081C,RPF2,Ribosome Production Factor,0.0310193466817636,0.02489
YGL184C,STR3,Sulfur TRansfer,0.0309324157332277,0.13177
YOR272W,YTM1,NA,0.0308930416542324,0.02809
YDR465C,RMT2,aRginine MeThyltransferase,0.0308220613657948,0.03377
YKL009W,MRT4,mRNA Turnover 4,0.0306430668034021,0.23723
YMR322C,SNO4,SNZ proximal Open reading frame,0.0306365979820135,0.0888
YDR101C,ARX1,Associated with Ribosomal eXport complex,0.0304845402440839,0.01735
YIR026C,YVH1,Yeast vaccinia virus VH1 Homolog,0.0304707575856276,0.02648
YNR053C,NOG2,NucleOlar G-protein,0.0304317993022011,0.17136
YDL037C,BSC1,Bypass of Stop Codon,0.0302579085396295,0.08131
YNL160W,YGP1,Yeast GlycoProtein,0.0302104099532997,0.3373
YLL008W,DRS1,Deficiency of Ribosomal Subunits,0.0301996712516921,0.02117
YGR145W,ENP2,Essential Nuclear Protein,0.0301293341515015,0.02509
YDR034W-B,NA,NA,0.0300343721797834,0.05531
YDL063C,SYO1,SYnchronized impOrt or SYmpOrtin,0.0298771116082779,0.01014
YOR302W,NA,NA,0.0298008869311048,0.1382
YNL194C,NA,NA,0.0297773297605626,0.0519
YOL124C,TRM11,TRna Methyltransferase,0.0297294678056091,0.02654
YBR155W,CNS1,CyclophiliN Seven suppressor,0.0296612890490247,0.01017
YLR073C,RFU1,Regulator of Free Ubiquitin chains,0.0296470978748478,0.02679
YPL043W,NOP4,NucleOlar Protein,0.0296155701869238,0.14942
YPL171C,OYE3,Old Yellow Enzyme,0.0294310947127718,0.1036
YER103W,SSA4,Stress-Seventy subfamily A,0.0294143534976251,0.26754
YMR169C,ALD3,ALdehyde Dehydrogenase,0.029378397337886,0.09545
YMR169C,ALD3,ALdehyde Dehydrogenase,0.0293315601000258,0.14086
YBR141C,BMT2,Base MethylTransferase of 25S RNA,0.0293100848122278,0.06644
YBR142W,MAK5,MAintenance of Killer,0.0292901850258973,0.01192
YGR079W,NA,NA,0.0292644953980285,0.05265
YDL060W,TSR1,Twenty S rRNA accumulation,0.0292498117594205,0.01568
YLR196W,PWP1,Periodic tryptophan (W) Protein,0.0292391540507345,0.09235
YER069W,ARG56,ARGinine requiring,0.0291732330487373,0.21927
YKR056W,TRM2,tRNA Methyltransferase,0.0290241557492408,0.06365
YJL198W,PHO90,PHOsphate metabolism,0.0289455207035681,0.03908
YHR052W,CIC1,Core Interacting Component,0.028925944532565,0.18845
YBR169C,SSE2,Stress Seventy subfamily E,0.0288949998709407,0.32324
YPL147W,PXA1,PeroXisomal ABC-transporter,0.0288645559867353,0.13752
YBL028C,NA,NA,0.0288377130796593,0.02038
YMR049C,ERB1,Eukaryotic Ribosome Biogenesis,0.0287905539583593,0.00989
YDL218W,NA,NA,0.0287120296751053,0.0675
YNL248C,RPA49,RNA Polymerase A,0.0287082652324768,0.02586
YBR267W,REI1,REquired for Isotropic bud growth,0.0286784460701463,0.06393
YLR237W,THI7,THIamine metabolism,0.0286399720584357,0.11579
YKL029C,MAE1,MAlic Enzyme,0.0286062814877608,0.1371
YPL012W,RRP12,Ribosomal RNA Processing,0.0285940839205567,0.04265
YAL025C,MAK16,MAintenance of Killer,0.0285750742776578,0.04474
YGL078C,DBP3,Dead Box Protein,0.0285546448800797,0.03591
YHR170W,NMD3,Nonsense-Mediated mRNA Decay,0.0285209706607938,0.02432
YGR087C,PDC6,Pyruvate DeCarboxylase,0.0284468741893719,0.05111
YDR021W,FAL1,eukaryotic translation initiation factor Four A Like,0.0284404515653571,0.02361
YGR187C,HGH1,HmG1/2 Homolog,0.0284153830850667,0.15811
YFR032C,RRT5,Regulator of rDNA Transcription,0.0282286226468438,0.07944
YPR144C,NOC4,NucleOlar Complex associated,0.0281720489401114,0.12195
YNL110C,NOP15,NucleOlar Protein,0.0281192073127718,0.15573
YER126C,NSA2,Nop Seven Associated,0.0280777172851728,0.08563
YPR010C,RPA135,RNA Polymerase A,0.0280673488377625,0.07619
YBR158W,AMN1,Antagonist of Mitotic exit Network,0.0280480019856533,0.27688
YPR112C,MRD1,Multiple RNA-binding domain,0.0280240704260558,0.01055
YDR299W,BFR2,BreFeldin A Resistance,0.0279592733248527,0.04962
YHR126C,ANS1,NA,0.027866664289973,0.10052
YGR055W,MUP1,Methionine UPtake,0.0278289805994841,0.13164
YNL075W,IMP4,Interacting with Mpp10p,0.0277748363642278,0.1044
YHR197W,RIX1,RIbosome eXport,0.02764981184505,0.01611
YLL028W,TPO1,Transporter of POlyamines,0.0276156571481304,0.01915
YOR294W,RRS1,Regulator of Ribosome Synthesis,0.0274973624516743,0.12686
YBR072W,HSP26,Heat Shock Protein,0.0274877979866986,0.30623
YIL127C,RRT14,Regulator of rDNA Transcription,0.0274672631383052,0.03787
YJL122W,ALB1,Arx1 Little Brother,0.0273850874492632,0.15879
YNL113W,RPC19,RNA Polymerase C,0.0273555499963622,0.1816
YOR287C,RRP36,Ribosomal RNA Processing,0.0273356110269414,0.0462
YKL143W,LTV1,Low Temperature Viability,0.0273199889961023,0.02204
YLR222C,UTP13,U Three Protein,0.0273050763512537,0.06371
YDR533C,HSP31,Heat-Shock Protein,0.0272761247529802,0.14076
YJL148W,RPA34,RNA Polymerase A,0.0272395238436156,0.1598
YDL153C,SAS10,Something About Silencing,0.0272384941394125,0.02443
YER036C,ARB1,ATP-binding cassette protein involved in Ribosome Biogenesis,0.0271944479154804,0.03079
YER169W,RPH1,Regulator of PHR1,0.0270474374410269,0.03565
YKR099W,BAS1,BASal,0.0270337130206673,0.01811
YER121W,NA,NA,0.0268141071219199,0.07822
YHR148W,IMP3,Interacting with Mpp10p,0.026782445472324,0.06814
YOR340C,RPA43,RNA Polymerase A,0.0267445323618862,0.02294
YNL062C,GCD10,General Control Derepressed,0.0267131725148912,0.02266
YOR359W,VTS1,VTi1-2 Suppressor,0.0266600978349591,0.28179
YCL054W,SPB1,Suppressor of PaB1 mutant,0.0266114967060404,0.0394
YMR131C,RRB1,Regulator of Ribosome Biogenesis,0.0265962359550598,0.02679
YDR496C,PUF6,PUmilio-homology domain Family,0.0265857691618746,0.02735
YAL036C,RBG1,RiBosome interacting Gtpase,0.0265657640885476,0.08053
YLR223C,IFH1,Interacts with Fork Head,0.026528000987465,0.03135
YOR161C,PNS1,pH Nine Sensitive,0.0265242602100315,0.04748
YOL144W,NOP8,NucleOlar Protein,0.026470397521617,0.02336
YIL091C,UTP25,U Three Protein,0.0264145603047366,0.01378
YMR128W,ECM16,ExtraCellular Mutant,0.0263529959802706,0.01132
YIR038C,GTT1,GlutaThione Transferase,0.0263484588081859,0.02461
YLR063W,BMT6,Base Methyltransferase of Twenty five S rRNA 6,0.0263382375636787,0.04509
YCR047C,BUD23,BUD site selection,0.0262246118144662,0.1801
YBR034C,HMT1,HnRNP MethylTransferase,0.0261923431193936,0.10143
YDL148C,NOP14,NucleOlar Protein,0.0261764270331832,0.04467
YER127W,LCP5,Lethal with Conditional Pap1,0.0260828730260494,0.12004
YOR004W,UTP23,U Three-associated Protein,0.0260570138144816,0.05261
YLL034C,RIX7,RIbosome eXport,0.0260470189101579,0.02331
YLR009W,RLP24,Ribosomal-Like Protein,0.0259839363514079,0.2123
YML113W,DAT1,DATin,0.0259405880216359,0.09781
YPL186C,UIP4,Ulp1 Interacting Protein,0.0257884153430865,0.03588
YNL002C,RLP7,Ribosomal-Like Protein,0.0257614982791506,0.26637
YOL140W,ARG8,ARGinine requiring,0.025760770013472,0.17874
YCR057C,PWP2,Periodic tryptophan (W) Protein,0.0257448985751433,0.06157
YDR111C,ALT2,ALanine Transaminase,0.0257350760082816,0.28642
YHR169W,DBP8,Dead Box Protein,0.0257340287818781,0.07563
YBL093C,ROX3,Regulation by OXygen,0.0256742090155149,0.03742
YNL182C,IPI3,Involved in Processing ITS2,0.0256733096055711,0.05606
YNL191W,DUG3,Deficient in Utilization of Glutathione,0.025662559706209,0.05744
YOL080C,REX4,Rna EXonuclease,0.0256541132353578,0.05873
YGR103W,NOP7,NucleOlar Protein,0.0256419301091927,0.02961
YOL150C,NA,NA,0.0256091152861272,0.07506
YER073W,ALD5,ALdehyde Dehydrogenase,0.0255017498520147,0.0897
YOR303W,CPA1,Carbamyl Phosphate synthetase A,0.025368464181328,0.06351
YPL217C,BMS1,BMh Sensitive,0.0253426579150466,0.01848
YIL019W,FAF1,Forty (40) S Assembly Factor,0.0252314918122186,0.01404
YJR063W,RPA12,RNA Polymerase A,0.0251873967481397,0.28432
YBL042C,FUI1,5-FlUorourIdine resistance,0.0251732341753677,0.03015
YPL211W,NIP7,Nuclear ImPort,0.0251233453549818,0.02386
YHR088W,RPF1,Ribosome Production Factor,0.0250725400869695,0.02296
YKR076W,ECM4,ExtraCellular Mutant,0.0250325041191658,0.07239
YLL011W,SOF1,Suppressor Of Fibrillarin,0.0250252574470029,0.26686
YDR083W,RRP8,Ribosomal RNA Processing,0.0249976172968833,0.02553
YPL226W,NEW1,Nu+,0.0249550889739217,0.0517
YHR085W,IPI1,Involved in Processing ITS2,0.0249432663888017,0.14107
YOL077C,BRX1,Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog,0.0247921480914555,0.18975
YMR093W,UTP15,U Three Protein,0.0247228212060389,0.30798
YOR360C,PDE2,PhosphoDiEsterase,0.0246199902320948,0.1474
YOR145C,PNO1,Partner of NOb1,0.0246182138189412,0.06419
YGL205W,POX1,NA,0.0245968951587159,0.25717
YJL069C,UTP18,U Three Protein,0.0245790476331413,0.14838
YNL132W,KRE33,Killer toxin REsistant,0.0245084939608454,0.02624
YNL061W,NOP2,NucleOlar Protein,0.024503210133016,0.08889
YGL121C,GPG1,G Protein Gamma,0.0244835254087207,0.10888
YLR276C,DBP9,Dead Box Protein,0.0244353565442363,0.04386
YDR324C,UTP4,U Three Protein,0.0244118750735895,0.01714
YKL172W,EBP2,EBNA1-binding protein (homolog),0.0241954630014667,0.10306
YOR051C,ETT1,Enhancer of Translation Termination 1,0.0241890660233517,0.14905
YIR012W,SQT1,Suppressor of QSR1 Truncations,0.0241831190592512,0.03194
YOL041C,NOP12,NucleOlar Protein,0.0241598791782596,0.04469
YLR284C,ECI1,Enoyl-CoA Isomerase,0.0238727668201257,0.11979
YPL126W,NAN1,Net1 Associated Nuclear protein,0.02384632694056,0.01526
YER002W,NOP16,NucleOlar Protein,0.0238151215736419,0.23201
YBR222C,PCS60,Peroxisomal CoA-dependent Synthetase,0.0237820709063961,0.19113
YHR069C,RRP4,Ribosomal RNA Processing,0.0236973206349878,0.02975
YML056C,IMD4,IMP Dehydrogenase,0.0236201277477934,0.15314
YGR044C,RME1,Regulator of MEiosis,0.0236056314752664,0.18026
YBR046C,ZTA1,ZeTA-crystallin,0.0234593717922452,0.04995
YDR060W,MAK21,MAintenance of Killer,0.0234542858234661,0.0138
YCL037C,SRO9,Suppressor of rho3,0.0234150630242075,0.12766
YER006W,NUG1,NUclear GTPase,0.0233584272315641,0.0506
YLR409C,UTP21,U Three Protein,0.0233161413948132,0.02193
YDR087C,RRP1,Ribosomal RNA Processing,0.023259857455472,0.02654
YGR128C,UTP8,U Three Protein,0.0231794876027991,0.14008
YJL050W,MTR4,Mrna TRansport,0.023176985577125,0.01448
YGL255W,ZRT1,Zinc-Regulated Transporter,0.0230932684714332,0.06313
YOR389W,NA,NA,0.0230579224639104,0.06398
YMR229C,RRP5,Ribosomal RNA Processing,0.0230066272285729,0.08192
YML131W,NA,NA,0.0229980312363399,0.06631
YJL109C,UTP10,U Three Protein,0.0229909015557792,0.03768
YJR070C,LIA1,Ligand of eIF5A,0.0229334085926615,0.03549
YKR049C,FMP46,Found in Mitochondrial Proteome,0.0227959862763968,0.03902
YJL078C,PRY3,Pathogen Related in Yeast,0.0227818020306385,0.28884
YDR449C,UTP6,U Three Protein,0.0227491057320939,0.19124
YHR070W,TRM5,tRNA Methyltransferase,0.0227458519223429,0.03536
YPL146C,NOP53,NucleOlar Protein,0.0227023697229506,0.05053
YHR196W,UTP9,U Three Protein,0.0226737876781086,0.18089
YDR527W,RBA50,RNA polymerase II (B) Associated protein,0.0226492015601685,0.05997
YJL116C,NCA3,Nuclear Control of ATPase,0.0226486382561985,0.13633
YMR290C,HAS1,Helicase Associated with Set1,0.0226009038516609,0.03918
YNL013C,NA,NA,0.0224964123053415,0.07768
YBR026C,ETR1,2-Enoyl Thioester Reductase,0.0224453470484853,0.06062
YER082C,UTP7,U Three Protein,0.0224381404899304,0.04613
YJL010C,NOP9,NucleOlar Protein,0.022428076675465,0.06148
YDL031W,DBP10,Dead Box Protein,0.0223588485733592,0.01823
YNL308C,KRI1,KRR1-Interacting protein,0.0222925492001126,0.09631
YOL010W,RCL1,Rna 3'-terminal phosphate Cyclase Like,0.0222755510863228,0.2878
YDR165W,TRM82,Transfer RNA Methyltransferase,0.0222348380718627,0.09533
YPL239W,YAR1,Yeast Ankyrin Repeat,0.0222182219046089,0.07203
YPR001W,CIT3,CITrate synthase,0.0222119349371054,0.25181
YKL082C,RRP14,Ribosomal RNA Processing,0.0221882955186906,0.26343
YDL179W,PCL9,Pho85 CycLin,0.0221528578885248,0.36003
YPL277C,NA,NA,0.0221497341241498,0.08704
YPL183C,RTT10,Regulator of Ty1 Transposition,0.0221067972813186,0.03525
YOL083W,ATG34,AuTophaGy related,0.0220565191569396,0.05491
YJL144W,ROQ1,Regulator Of Quality control,0.0219607335786887,0.27745
YKL099C,UTP11,U Three Protein,0.0219075957812042,0.01891
YKR025W,RPC37,RNA Polymerase C,0.0219001057019865,0.06894
YBR067C,TIP1,Temperature shock-Inducible Protein,0.0218900470105314,0.07498
YLR401C,DUS3,DihydroUridine Synthase,0.0218710929955069,0.10299
YIL079C,AIR1,Arginine methyltransferase-Interacting RING finger protein,0.0218660387904846,0.06538
YBR114W,RAD16,RADiation sensitive,0.021859342965735,0.08474
YOR078W,BUD21,BUD site selection,0.0218381398330741,0.03801
YNL202W,SPS19,SPorulation-Specific,0.0218332023082647,0.05339
YMR011W,HXT2,HeXose Transporter,0.021787415388008,0.23788
YBR047W,FMP23,Found in Mitochondrial Proteome,0.0217360675745381,0.1283
YKL185W,ASH1,Asymmetric Synthesis of HO,0.0217314755316626,0.38319
YML056C,IMD4,IMP Dehydrogenase,0.0217000055002551,0.15147
YBL071C,NA,NA,0.0216769311529896,0.04063
YHR137W,ARO9,AROmatic amino acid requiring,0.0216085777657971,0.28355
YPL266W,DIM1,DIMethylase,0.0215659372725676,0.0279
YML130C,ERO1,ER Oxidation or Endoplasmic Reticulum Oxidoreductin,0.0215267654193,0.10828
YDR184C,ATC1,Aip Three Complex,0.0214885159710535,0.21246
YIL114C,POR2,PORin,0.0214681859286611,0.0458
YGR160W,NA,NA,0.0214555177589945,0.08079
YOR337W,TEA1,Ty Enhancer Activator,0.0214400811862221,0.08445
YGR283C,NA,NA,0.0214085796895447,0.09705
YNL124W,NAF1,Nuclear Assembly Factor,0.0214078779462302,0.05444
YBR238C,NA,NA,0.0214028936526901,0.11351
YNR027W,BUD17,BUD site selection,0.0213956812974946,0.0312
YML043C,RRN11,Regulation of RNA polymerase I,0.0213879695338435,0.13146
YEL026W,SNU13,Small NUclear ribonucleoprotein associated,0.0212842670182484,0.25522
YLR017W,MEU1,Multicopy Enhancer of UAS2,0.0210828860406221,0.01838
YHR040W,BCD1,Box C/D snoRNA accumulation,0.0210688818917164,0.02017
YPL030W,TRM44,TRna Methyltransferase,0.0210172280161274,0.22196
YNL270C,ALP1,NA,0.0210136413671605,0.12396
YJL159W,HSP150,Heat Shock Protein,0.0209893389208568,0.38295
YKR092C,SRP40,Serine Rich Protein,0.0209662463793712,0.2782
YKR041W,NA,NA,0.0209171026603953,0.07432
YNR054C,ESF2,Eighteen S rRNA Factor 2,0.0209102744776782,0.10125
YNL163C,RIA1,RIbosome Assembly,0.0208199217186379,0.06534
YML125C,PGA3,Processing of Gas1p and ALP,0.0208101236619346,0.07371
YOR206W,NOC2,NucleOlar Complex associated,0.0207733073978753,0.03012
YFL023W,BUD27,BUD site selection,0.0207715360939436,0.04311
YNL078W,NIS1,Neck protein Interacting with Septins,0.0207446311021286,0.1982
YLR014C,PPR1,Pyrimidine Pathway Regulation,0.020725188703556,0.01669
YLR051C,FCF2,Faf1p Copurifying Factor,0.0207210918627359,0.0783
YOR374W,ALD4,ALdehyde Dehydrogenase,0.0207120491840039,0.23949
YIL104C,SHQ1,Small nucleolar RNAs of the box H/ACA family Quantitative accumulation,0.020685234359279,0.08593
YOR044W,IRC23,Increased Recombination Centers,0.0206411809173162,0.27033
YLR336C,SGD1,Suppressor of Glycerol Defect,0.0205370973249187,0.03921
YLR129W,DIP2,DOM34 Interacting Protein,0.0205338373575982,0.04113
YOR095C,RKI1,Ribose-5-phosphate Ketol-Isomerase,0.0203964908363817,0.23095
YNL175C,NOP13,NucleOlar Protein,0.0203442883456447,0.07081
YIL124W,AYR1,1-AcyldihYdroxyacetone-phosphate Reductase,0.0203307997180678,0.09861
YGR258C,RAD2,RADiation sensitivity,0.0203047206326441,0.05679
YOR107W,RGS2,Regulator of heterotrimeric G protein Signaling,0.0202828969667066,0.13824
YPR137W,RRP9,Ribosomal RNA Processing,0.0202438718418521,0.2981
YKR060W,UTP30,U Three Protein,0.0201893649289777,0.11389
YDL208W,NHP2,Non-Histone Protein,0.020173694330252,0.14194
YDR223W,CRF1,Co-Repressor with FHL1,0.0201052452240794,0.25977
YDL062W,NA,NA,0.0200921995188508,0.09896
YNL335W,DDI3,DNA Damage Inducible,0.0200281071549567,0.30069
YNR012W,URK1,URidine Kinase,0.0200262767895905,0.01312
YMR217W,GUA1,GUanine Auxotroph,0.0199337861614258,0.17289
YOR317W,FAA1,Fatty Acid Activation,0.0198905555934197,0.07959
YGL099W,LSG1,Large-Subunit Gtpase,0.0198800887129389,0.05343
YDL167C,NRP1,N (asparagine)-Rich Protein,0.0198296517624602,0.05626
YOR341W,RPA190,RNA Polymerase A,0.0197542479685255,0.07157
YMR014W,BUD22,BUD site selection,0.0197525064839418,0.07717
YMR310C,NA,NA,0.0197182331175463,0.23421
YFL007W,BLM10,BLeoMycin resistance,0.0196561570438647,0.09798
YKL191W,DPH2,DiPHthamide,0.0196380563644425,0.03418
YGR142W,BTN2,BaTteN disease,0.0196324944410134,0.36486
YLR449W,FPR4,FKBP Proline Rotamase (isomerase),0.0195759147649916,0.1109
YLR109W,AHP1,Alkyl HydroPeroxide reductase,0.0194840636936052,0.12011
YOR309C,NA,NA,0.0194682846165248,0.36414
YOR252W,TMA16,Translation Machinery Associated,0.0194370121279009,0.04403
YPL158C,AIM44,Altered Inheritance rate of Mitochondria,0.0193702372029473,0.40236
YLR407W,NA,NA,0.0193200931057603,0.20291
YOL154W,ZPS1,Zinc- and pH-regulated Surface protein,0.019313637866675,0.06707
YPR110C,RPC40,RNA Polymerase C,0.0193114943590867,0.03001
YGR052W,FMP48,Found in Mitochondrial Proteome,0.0192832781827522,0.1031
YLR002C,NOC3,NucleOlar Complex associated,0.0192350920044332,0.01825
YDL150W,RPC53,RNA Polymerase C,0.0192260892940958,0.17462
YPR065W,ROX1,Regulation by OXygen,0.0192115369849351,0.346
YEL020C,PXP1,PeroXisomal Protein,0.019177632361998,0.1106
YGL111W,NSA1,Nop Seven Associated,0.0191656696302265,0.03262
YLR287C,NA,NA,0.0191524548837896,0.04744
YER015W,FAA2,Fatty Acid Activation,0.0191214069614485,0.19814
YGR123C,PPT1,Protein Phosphatase T,0.0190985388629513,0.01498
YLR068W,FYV7,Function required for Yeast Viability,0.0190859658836345,0.04445
YML108W,NA,NA,0.0190845618945241,0.03622
YOR119C,RIO1,RIght Open reading frame,0.0190187774423598,0.03989
YGR175C,ERG1,ERGosterol biosynthesis,0.0189881628896149,0.01984
YNR038W,DBP6,Dead Box Protein,0.0188836507552115,0.02303
YOL136C,PFK27,6-PhosphoFructo-2-Kinase,0.0188684366597464,0.23914
YLR186W,EMG1,Essential for Mitotic Growth,0.0188197646464697,0.30471
YDR508C,GNP1,GlutamiNe Permease,0.0188160692029764,0.1521
YGL171W,ROK1,Rescuer Of Kem1,0.0187769457525196,0.01773
YDL213C,NOP6,NucleOlar Protein,0.0187332222462965,0.05219
YKR063C,LAS1,Lethal in the Absence of SSD1-v,0.0187268102558353,0.05442
YHR087W,RTC3,Restriction of Telomere Capping,0.0187113378766102,0.39337
YCR016W,NA,NA,0.0186915337954897,0.0389
YLR256W,HAP1,Heme Activator Protein,0.0186815576459504,0.3065
YJL212C,OPT1,OligoPeptide Transporter,0.0185373091459627,0.06518
YOR310C,NOP58,NucleOlar Protein of 58 kDa,0.0185119354206378,0.14108
YGR090W,UTP22,U Three Protein,0.0184927637659203,0.07561
YER037W,PHM8,PHosphate Metabolism,0.0184738297658376,0.01845
