value,dim,ratio,cum_ratio,distance
2771.394487056283,0,2666.842648974507,NA,NA
29.17535662531697,1,0.29555141377882127,0.29555141377882127,0.9894726799950062
21.981128011970007,2,0.16776472349491806,0.4633161372737393,0.24658579861553964
20.469519305656018,3,0.14548425102107243,0.6088003882948118,0.06876847746352377
17.346811885431364,4,0.10448165234116234,0.7132820406359741,0.15255401817676317
14.81674671771266,5,0.07622657532125628,0.7895086159572304,0.14585188243400327
13.659825062154104,6,0.06478746234185964,0.85429607829909,0.07808202958450483
12.666369626036644,7,0.055706389199526474,0.9100024674986165,0.07272826932973875
11.021256065508995,8,0.0421757563897674,0.9521782238883839,0.12988043212839762
9.619009574136713,9,0.032126351626425007,0.9843045755148089,0.1272310962595824
6.723357207683991,10,0.01569542448519105,1,0.3010343574496963
