Symbol,T1,T3,T4,T8,T9,T10,T11,T12,T13,T15,T16
YAR002W,11.074644267895621,11.041173172285651,11.071491913765449,11.106143476501886,11.068750349418783,10.999578124008574,11.02155780974931,10.887286027351886,10.986815778757515,10.90958033736802,10.790368511863942
YAR002C-A,9.008442109273133,8.835646769559268,8.947242110682682,9.282428893748211,9.295547154790937,9.17038456998493,9.141654156450642,8.950411411172452,8.974830720203132,8.836998504817572,8.819223341508119
YAR003W,11.214417814576517,11.268954576285854,11.202857178960707,11.185926485902302,11.194616649660661,11.148750826326845,11.144039709409073,11.305371639978077,11.253390928984318,11.1686586128461,11.2568429698167
YAR007C,11.379713537748554,11.401893365486194,11.444580645461752,11.493740118146997,11.515806487605909,11.452536812767642,11.441868382644037,11.39200149378631,11.348152702278703,11.289042204976788,11.516957979115583
YAR008W,9.781652131791256,9.850889667976682,9.810218513243498,9.988172487117069,9.962971007906082,9.997524157742722,10.105502157589987,9.953913760669908,9.971620287042757,9.808814535890134,9.736797733967052
YAR014C,12.36398886693477,12.149640319407206,12.372943395598323,12.30073840377577,12.241505417060388,12.25505910459204,12.271133806241977,12.123257580009296,12.12911916013931,12.150797804299637,12.136962196335935
YAR015W,11.31602311036782,11.128272350992619,11.241433932874237,11.369068799257532,11.375839812990755,11.401281560047181,11.351741607921124,11.121377639466191,11.209609019612321,11.226759772349753,11.187569702249114
YAR018C,10.976987923196315,11.028289804549452,10.918739569367812,10.799757046346341,10.77176875750982,10.805063104437494,10.719156962322861,10.734214545384308,10.835868242868369,11.076869124320636,10.97496233471901
YAR019C,12.253180992704237,12.127087138054286,12.213414524599616,12.171064365975752,12.066063447250238,12.018402516230097,12.101573061943768,12.104417295070318,12.105018845582464,12.104149848967737,12.046234576667652
YAR019W-A,7.003944505521468,7.487225465812582,7.3392180582312045,7.384760663104649,7.482452208261996,7.729905535214558,7.8602766454055555,7.331159190001099,7.6358247323052195,7.731022332222206,7.5658624665491665
YAR020C,7.871721047261949,7.344058970081977,7.04925903640788,7.221267375064355,7.168563295246118,6.507710602367338,7.03656612672524,8.076717417082598,7.199119220560387,7.343181688121961,7.5658624665491665
YAR023C,9.417393721579923,9.221429220773253,9.19716339158977,9.545077117709681,9.3995102325525,9.301411358035796,9.473365856637598,9.524430906025879,9.522906125611927,9.55502301109023,9.512376394207811
