Symbol,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16
YAL069W,5.614709844115208,4.8056553350424815,4.756010996008514,5.840155670595467,5.2950145964924795,6.019295841531592,6.177819756006626,6.361228014239077,5.484363065193054,6.158268939382619,6.550407908955797,6.065231740724921,7.10267470906339,6.060647840402081,7.043288330558518,4.476415961417207
YAL068W-A,5.930737337562887,4.885248780644415,4.054207768448387,5.032358444148126,4.759520838110021,5.632593248157454,5.324278948483379,6.511475132511542,4.385022430608529,6.348386808047516,6.375536450596462,6.065231740724921,6.580545125353142,5.119454577875549,7.288481477537069,3.8833092518472556
YAL068C,4.857980995127572,5.453846595716918,4.756010996008514,4.201480398513412,4.507099662076731,5.2180097108010095,4.65806210743217,6.193494980468376,4.850585124025364,5.306104642864239,6.522695312244962,5.762230242591601,5.182465512565382,4.590995337872065,7.188454431729354,5.775488651537306
YAL067W-A,4,4.0757859755827575,0,3.0292585107173533,3.6210909839269787,4.933004591477307,1.2308651650587217,3.479120655367986,2.931940276680657,2.592168755378339,4.091621454891475,4.229473563538591,3.174082823057229,2.18711331368713,5.166167653936552,2.2484917335776635
YAL067C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL066W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL065C,5.930737337562887,7.135391796149627,6.366891735311649,6.261768808995377,6.415276797090897,6.801761328818618,6.594585364476925,6.663680474009523,5.756246304420853,6.158268939382619,6.550407908955797,7.2594215108512055,6.604541413751944,7.030320440063985,5.872717973625267,5.267482624630303
YAL064W-B,1,3.158899335919921,0,0,0,3.6366737721987183,0,0,1.8689017285696754,0,0,0,0,3.5437187473118383,0,0
YAL064C-A,5.614709844115208,4.885248780644415,5.7290651379979165,5.24195128976347,4.0576332005399065,4.8872722583982355,4.101391551781327,5.122555451981805,4.08025388730125,3.467291205974198,4.485347281534933,4.974674544533804,4.901760442443798,4.4804979700759295,6.405571620920059,4.954887904534413
YAL064W,5.78135971352466,5.602554358311403,5.010119252561648,5.24195128976347,4.759520838110021,4.577480038362346,5.371987760963317,6.475354671267446,5.607205880614835,6.348386808047516,6.75480501030929,5.54426119046023,5.304681921504443,3.5437187473118383,6.724092119564508,4.954887904534413
