Sample	Loading
T14	0.47080442966004754
T13	0.42201517544335015
T3	0.208997696481157
T12	0.19523954144927874
T6	0.173642188953555
T4	0.10140510639720055
T10	0.0637828142323396
T2	0.007798625778142936
T16	-0.07858215497738164
T5	-0.08206700556193397
T11	-0.11547221611168774
T8	-0.1439762951087706
T1	-0.2037070428862165
T9	-0.21431300804359224
T7	-0.3092578098323921
T15	-0.4938056513189739
