Symbol	Loading
YLR154W-C	0.02051991293279519
YLR154W-B	0.020378137050982084
YLR154C-G	0.020023311873576945
YLR154W-E	0.01988787828126038
YLR154W-F	0.019424587457356354
YLR154W-A	0.018589549726308274
YLR154C-H	0.017946709529863797
YLR162W-A	0.017215787987226505
YLR162W	0.016368680050036673
YIL155C	0.016103940805804566
YIL153W	0.015764053453205615
YCL009C	0.015656053431960748
YAL043C	0.015589634672487702
YPR183W	0.015575813457482952
YAL042W	0.01557427847875508
YMR275C	0.015548684156531824
YPR182W	0.015373258211427992
YGL022W	0.015301560219759465
YGL023C	0.015296797867093597
YMR276W	0.015223243771305012
YAL019W-A	0.015221441946121187
YNL321W	0.0152131426144702
YDR475C	0.0152119373194591
YJR074W	0.015206615958747956
YER152C	0.015184320690871765
YPR181C	0.015171357037009616
YJR017C	0.015169486536611805
YKR045C	0.015159489077502024
YCR077C	0.015152392025665668
YIL041W	0.015151125985822017
YNL322C	0.01514512918861656
YCL010C	0.01513761840553135
YKR050W	0.015137254682809732
YBR261C	0.015136414866795381
YAL021C	0.01513346356527361
YKR048C	0.015133011535080397
YHR199C	0.015132903677706581
YER153C	0.015129664107784841
YIL109C	0.01512955300729938
YHR200W	0.015127540114551403
YIL108W	0.015123229853246668
YIL042C	0.015119290548677883
YCR079W	0.015117616520837244
YAL019W	0.01511000621441533
YIL154C	0.015096205696958047
YLR373C	0.015083617600738284
YJR072C	0.015076046871071199
YMR277W	0.015070682688383366
YAL014C	0.015055837685654397
YCL011C	0.015049065937911152
YBR263W	0.015044502910920021
YDR481C	0.015044392762480912
YDR187C	0.015041173976959405
YHR199C-A	0.015038475048740335
YAL020C	0.015028248921980252
YJL176C	0.01502783487620805
YJR016C	0.014979714396359676
YJR114W	0.014955829545692505
YBL006W-A	0.014946582304925269
YCR052W	0.014944037097026483
YNL304W	0.014942858957644816
YGL236C	0.01492324870490424
YJR018W	0.014917873896852068
YJL174W	0.014917270197967389
YLR375W	0.014901036553716438
YAL046C	0.01488975497327838
YER154W	0.014888316255630122
YFL010C	0.014887298496680345
YJR020W	0.014886625514894542
YHR188C	0.014877032004172598
YBL007C	0.014873170555478276
YBL032W	0.014868102461379854
YDR483W	0.01486782097414327
YDL143W	0.01485186472717244
YOR204W	0.014843879662473058
YAL013W	0.014837987193663206
YNR036C	0.014830552424321176
YFL009W	0.014830544861717171
YJL042W	0.014816974772466162
YCL032W	0.014807374529112346
YFL038C	0.014807134364113074
YDL173W	0.014783027383152975
YJR046W	0.01478103726916478
YDL174C	0.014780023522068924
YBL022C	0.014779249205480608
YNL071W	0.0147615884053028
YGL200C	0.014756838960002365
YCL042W	0.014752065172499102
YHR190W	0.01473670220757352
YBL033C	0.014733325920200225
YDL144C	0.014726075870468881
YCL040W	0.014717248800475802
YLR437C	0.014716278984388823
YER119C	0.014710124578714224
YFL037W	0.014704479374064192
YER120W	0.014704197946689021
YNR035C	0.014699589552603306
YBR260C	0.014691885276735272
YER095W	0.014688167416294173
YCR047C	0.014685519901202088
YGL167C	0.014681416790710094
YNR038W	0.014679607191317546
YCL043C	0.014677416318559146
YCL041C	0.01467244594401265
YJR045C	0.014670334695512736
YGL166W	0.014668270303728623
YJL056C	0.014665282132314607
YBL005W	0.014661848446260992
YGL197W	0.014651693817930442
YCR050C	0.014650055594495085
YJL064W	0.014647109525861544
YAL042C-A	0.014640417410568906
YFR038W	0.014630883986427383
YNL073W	0.014619526275751749
YDR186C	0.014616505970650352
YDR231C	0.014611846766235705
YJR019C	0.014608060181905283
YJL062W	0.014605040260954135
YBL006C	0.014603576393964965
YER039C	0.014596632414017381
YBR214W	0.014594206309923488
YJL063C	0.014592482600654724
YIL007C	0.014592457896785137
YLR203C	0.014584715245525114
YLR374C	0.014580929991937481
YJL065C	0.01457940913460086
YAL011W	0.01457700806905853
YCR051W	0.014574802761060733
YLR204W	0.014572543699548577
YER039C-A	0.014568992879755625
YKL020C	0.014565528285651358
YAL045C	0.01455948876535223
YJL066C	0.014556223573146862
YHR115C	0.014554438119101194
YKL019W	0.01455315690417689
YHR117W	0.014550375127859302
YCR048W	0.014547244242749018
YNL207W	0.01454593766324529
YDR154C	0.01454204989124307
YER040W	0.01453356292561314
YKL146W	0.01452838856789569
YML013W	0.014524197322372001
YCR057C	0.014522475473180278
YNR041C	0.014509039035461786
YNL305C	0.014504912680093383
YCL033C	0.01450332504156191
YNR043W	0.014499766325022647
YMR003W	0.014498755205128661
YNL074C	0.014494777183286362
YBR175W	0.014492657129888484
YBR126W-A	0.014490930904295301
YOL036W	0.014488379616978476
YNR047W	0.01448422655844363
YIL006W	0.01448376122643633
YAL015C	0.0144802085007224
YFR037C	0.014476613028368425
YMR237W	0.014475832638696982
YCR073C	0.014473502355956557
YLR438W	0.014472197767884597
YIR011C	0.014468628770764408
YJL055W	0.01446452654729081
YER088W-B	0.014463775485676851
YJR075W	0.014462479248388166
YKL148C	0.014458524850828915
YJL062W-A	0.014457887884619705
YAL047C	0.014453699370499846
YCR060W	0.014453458279467991
YER019C-A	0.014451449839203644
YNL052W	0.014448806776541867
YER094C	0.01444688323559751
YIR017W-A	0.01444013788313378
YGL106W	0.014439438240506648
YOL038W	0.01443645293081863
YJR105W	0.014436359435065126
YDL095W	0.01443578421991777
YBR172C	0.014434524127947261
YGL199C	0.014428658159186886
YLR077W	0.01442086384423542
YGL198W	0.014418759742724656
YIR012W	0.014410443158708885
YFR034C	0.014407689815494097
YBR173C	0.014404295582753286
YBL020W	0.014400402091888373
YLR437C-A	0.014399907930890668
YER017C	0.014397981894023113
YBR126W-B	0.014397253497222073
YIL044C	0.014394705226672634
YML112W	0.01439376455966507
YEL059C-A	0.01439029325069377
YER020W	0.014390009531687304
YKR047W	0.014385965926015178
YMR001C-A	0.014382794555444386
YPL252C	0.014382655691350279
YIL046W-A	0.014380679976516665
YLR439W	0.01437149811867327
YHL019W-A	0.014367541243473357
YLR314C	0.014363255439777133
YLR315W	0.014362591072747568
YGL107C	0.014361584969675292
YHR041C	0.014359589413951185
YML127W	0.014359165633441326
YIL157C	0.014351096445674361
YDL087C	0.014342068188246354
YIL156W	0.014341062709648841
YDR208W	0.014335496048601832
YPL056C	0.01433321548378807
YDR232W	0.014331122345913683
YCR073W-A	0.014329639725909584
YFR034W-A	0.014324942357901622
YCL005W-A	0.01432480500519784
YCL028W	0.014322792864617757
YPR094W	0.014321707997077483
YDR407C	0.014320225548409728
YLR161W	0.014314527976594844
YJR069C	0.014312172200190505
YDL097C	0.014307284797616142
YOR025W	0.014305500852100736
YMR001C	0.014303179828325593
YDR435C	0.014298540429382514
YML048W	0.014298298234337767
YLR060W	0.014297528696352702
YFL042C	0.014296664313603229
YDR436W	0.01429659347276563
YDR463W	0.014296560440873959
YCR049C	0.014296450528123016
YMR235C	0.014295744584289193
YML049C	0.014293141004150679
YLR076C	0.014292411668814859
YJR115W	0.014289867677965709
YJR077C	0.014289611627617617
YDR409W	0.014288105692280995
YER019W	0.014286974254844409
YLR350W	0.014284065165816663
YEL058W	0.014283918600681976
YAR035C-A	0.014283832191556357
YKR006C	0.014282798377791624
YFR031C	0.014282382502665796
YPR040W	0.014280600443212157
YCR046C	0.014279163613319282
YDL067C	0.014278013048722874
YCL036W	0.014275193315483528
YLR436C	0.014274568102395347
YBR288C	0.014272150120709216
YOL038C-A	0.014270425197764123
YDR155C	0.014270383361035229
YDR207C	0.014267646518131534
YPL049C	0.014266385327869729
YJR104C	0.01426166279074126
YER119C-A	0.014257604206649377
YER024W	0.01425618899508665
YGR267C	0.014252989870862464
YBR262C	0.014250024066518787
YOR203W	0.014241816063798953
YDR153C	0.014239740534757565
YFL041W-A	0.014237818575373913
YFR033C	0.014235413885861862
YML128C	0.014233936327269292
YDR482C	0.014233488007513829
YDR329C	0.014232246873246354
YGL024W	0.014228706292337063
YER023C-A	0.014228514884914226
YDR330W	0.01422667133685483
YLR348C	0.014224455914051547
YGL105W	0.014223328671088675
YIR037W	0.014221899510810855
YJR073C	0.014220703971388382
YHR042W	0.014217757893062732
YDR156W	0.014213875455992758
YDL086W	0.0142131897292929
YBR135W	0.014211174748294194
YPL055C	0.014210749395031289
YOR196C	0.014210560287293544
YPL048W	0.014209504919821281
YIL047C-A	0.014209431334318902
YNL311C	0.014205883903565737
YCL029C	0.014205865077531443
YHR056C	0.014205727540954989
YGL122C	0.014204734664382756
YBL034C	0.014204100210641234
YGR268C	0.014201529773821843
YLR205C	0.014196671071247094
YPR039W	0.014196094158729402
YAR042W	0.014193109154990351
YGL125W	0.014191156401694873
YOR201C	0.014188226083668603
YOR332W	0.014188153473402432
YOR197W	0.01418676410912942
YCR085W	0.014186029325721673
YFR029W	0.014180934467896698
YIL143C	0.014180826831973819
YPR074W-A	0.014178560668217407
YIL046W	0.014177149003855407
YHR020W	0.014176810137322492
YJR106W	0.01417470099828865
YHR019C	0.014171290722246788
YIL142W	0.014170780506920378
YKL025C	0.014169740198118515
YKR007W	0.014167672023933764
YIR006C	0.014167312404902929
YML114C	0.01416466695094121
YLR349W	0.014159894227075892
YIL047C	0.014158070586772634
YMR302C	0.014155319737373544
YER178W	0.014155209456262427
YLR206W	0.014155038572033
YFR028C	0.014154600002417922
YDR007W	0.01415424065833295
YOR023C	0.014154203872393063
YOL085W-A	0.014154112860970803
YER093C-A	0.014150956544449238
YGL148W	0.014149532348839523
YGR269W	0.014145450293616722
YNL262W	0.014143960084626934
YFL031W	0.014143726648971691
YLR058C	0.014142666084288907
YNL047C	0.014141047700522302
YMR236W	0.01414072734407002
YNL116W	0.014140487840464872
YHL030W-A	0.014138827644259755
YGL234W	0.014136802553609405
YIL136W	0.014135832976906487
YJL068C	0.014135226458439865
YBR126C	0.014132462069236596
YIR035C	0.014128699978239389
YLR099C	0.01412735805991833
YDR006C	0.014123538137150919
YNL006W	0.014119117219015747
YGL221C	0.014118019694636042
YMR120C	0.014115025075987785
YBL057C	0.014110699178852267
YGL134W	0.014105088839907456
YOL068C	0.014100964801575976
YJR078W	0.014097326792373311
YMR203W	0.014095007573741948
YJL183W	0.01409459681155283
YGR078C	0.014093378199927094
YOL062C	0.014091516326251654
YBR031W	0.01409125880193597
YOR330C	0.014090289822785164
YCL037C	0.014089052701309562
YKR046C	0.014089042527967359
YEL043W	0.01408870625420832
YNL294C	0.014088288135193031
YIR023W	0.014087745731185217
YPL094C	0.014086960829334711
YCR075C	0.014086296120239544
YPR184W	0.014086148502654466
YDL126C	0.01408560290628198
YDR012W	0.01408480329986383
YNR019W	0.014083240425565977
YBL056W	0.014082641467173376
YJL140W	0.014080691881054536
YAL041W	0.014080019804865609
YOR202W	0.014079151525411981
YGR080W	0.014077666591974961
YNL244C	0.014077364840092206
YNL309W	0.014077230567259486
YHL032C	0.014077048365669509
YAL035W	0.014076039717945858
YDR433W	0.01407307578166241
