Sample	Loading
T3	0.4204855648232608
T4	0.41304026164322205
T5	0.30500316881441736
T2	0.1896833653210399
T14	0.15266597958370254
T6	0.13852213647890657
T7	0.031186197753461566
T1	-0.012094945992020328
T16	-0.051018797133096504
T13	-0.06499929551054462
T8	-0.06976275781725588
T10	-0.15552021127864457
T9	-0.20320261791249317
T11	-0.3018137540623898
T15	-0.37902160217117464
T12	-0.4099357805223698
